setting_id,owner,language,sound_effects,background_music,auto_pass_priority,animation_speed,card_back_design,notification_friend_online,notification_tournament,privacy_level,timer_preference
145,145,일본어,True,False,True,빠름,7,False,True,친구만,111
240,240,영어,True,False,True,빠름,10,True,True,공개,37
76,76,영어,False,False,True,보통,15,True,True,친구만,48
298,298,영어,True,True,True,보통,10,False,True,친구만,37
279,279,일본어,True,True,False,빠름,19,True,False,친구만,38
98,98,한국어,True,True,True,느림,20,False,True,친구만,46
93,93,중국어,True,True,True,빠름,18,True,True,친구만,71
193,193,중국어,True,False,False,느림,18,True,True,공개,101
26,26,한국어,False,True,False,빠름,11,True,True,공개,41
233,233,일본어,True,False,False,빠름,4,False,True,비공개,122
60,60,한국어,True,True,True,보통,15,False,True,공개,72
7,7,중국어,True,True,False,보통,9,False,True,비공개,112
186,186,중국어,False,False,True,빠름,11,False,True,공개,115
174,174,중국어,True,False,True,느림,14,False,True,친구만,68
31,31,한국어,False,True,True,느림,8,False,True,공개,144
23,23,영어,True,True,False,빠름,5,False,True,비공개,49
257,257,한국어,True,False,False,보통,1,True,True,공개,110
57,57,중국어,True,True,False,느림,11,True,True,공개,103
187,187,한국어,False,True,False,보통,11,True,True,친구만,144
109,109,영어,True,True,True,빠름,17,True,True,비공개,37
127,127,영어,True,True,True,느림,12,True,True,비공개,142
231,231,중국어,True,True,False,느림,15,False,True,비공개,138
194,194,영어,True,True,False,느림,20,True,True,친구만,68
130,130,중국어,True,False,False,빠름,17,True,True,비공개,60
283,283,한국어,True,True,False,느림,7,True,True,공개,172
83,83,중국어,False,True,False,보통,15,False,True,공개,98
85,85,한국어,True,False,False,보통,18,True,True,친구만,152
67,67,영어,True,True,False,보통,20,True,True,친구만,157
289,289,영어,True,True,False,보통,13,False,True,비공개,80
164,164,중국어,True,True,False,보통,10,False,True,공개,118
155,155,한국어,True,True,True,빠름,12,True,False,비공개,42
20,20,한국어,True,True,True,빠름,20,True,True,공개,30
125,125,중국어,True,True,True,보통,5,False,True,공개,152
80,80,한국어,True,True,False,느림,18,False,False,공개,130
115,115,중국어,True,True,True,빠름,20,True,True,친구만,33
119,119,일본어,True,False,False,빠름,12,True,True,공개,68
73,73,중국어,False,True,False,보통,2,True,True,친구만,47
16,16,영어,True,True,False,보통,6,True,True,비공개,128
11,11,한국어,True,True,False,느림,13,True,True,친구만,31
195,195,중국어,True,True,True,느림,15,False,True,공개,89
102,102,중국어,False,True,False,보통,1,True,True,공개,36
69,69,한국어,True,True,False,보통,7,False,True,친구만,171
225,225,일본어,False,True,False,보통,7,True,True,친구만,98
38,38,영어,True,True,True,느림,6,False,True,친구만,84
17,17,한국어,True,False,False,느림,9,False,True,공개,123
180,180,영어,False,True,True,보통,15,False,True,친구만,100
148,148,중국어,False,True,False,느림,10,True,True,비공개,119
275,275,중국어,True,True,True,느림,3,True,True,공개,78
68,68,영어,False,True,True,느림,8,True,True,비공개,46
229,229,한국어,True,True,False,보통,1,True,True,친구만,74
70,70,영어,True,True,False,느림,20,False,True,비공개,78
32,32,중국어,True,False,False,느림,9,True,True,공개,55
184,184,중국어,True,False,False,보통,18,True,True,비공개,166
266,266,한국어,True,False,False,보통,11,True,True,비공개,45
226,226,영어,False,True,True,빠름,12,False,True,공개,83
141,141,한국어,False,True,False,보통,12,False,False,공개,96
19,19,중국어,True,True,True,느림,13,False,True,공개,97
182,182,한국어,True,False,False,느림,11,True,True,비공개,95
97,97,영어,True,False,False,느림,8,True,True,공개,171
133,133,중국어,False,True,True,보통,2,True,True,비공개,153
263,263,한국어,True,True,True,보통,20,True,True,친구만,159
87,87,영어,True,True,False,느림,17,True,True,친구만,110
249,249,중국어,True,False,False,보통,7,False,True,친구만,130
246,246,한국어,False,False,False,느림,17,True,True,친구만,147
117,117,영어,True,True,True,보통,9,True,False,친구만,40
147,147,일본어,True,False,True,보통,7,False,False,공개,63
293,293,중국어,True,True,True,빠름,18,False,True,친구만,157
198,198,중국어,False,True,False,느림,15,True,False,친구만,116
207,207,영어,True,False,False,느림,1,False,True,비공개,135
56,56,일본어,True,True,False,빠름,4,False,True,친구만,87
173,173,일본어,True,True,True,보통,1,False,True,친구만,33
185,185,영어,True,True,True,느림,4,True,True,친구만,59
168,168,영어,False,False,False,빠름,11,False,True,친구만,144
140,140,중국어,True,True,False,보통,20,False,True,친구만,43
254,254,한국어,True,True,True,느림,3,True,True,친구만,171
39,39,영어,True,True,True,느림,8,True,True,공개,79
126,126,한국어,True,True,False,느림,5,True,True,비공개,144
196,196,영어,False,True,True,보통,15,True,True,친구만,99
284,284,한국어,False,True,True,느림,20,True,True,친구만,127
138,138,중국어,False,False,False,보통,1,True,True,비공개,41
113,113,한국어,True,True,True,빠름,5,False,True,공개,163
169,169,한국어,True,True,True,느림,19,True,True,공개,79
118,118,한국어,True,True,True,느림,2,True,True,공개,115
278,278,중국어,False,False,True,빠름,10,False,True,친구만,161
272,272,중국어,True,True,False,빠름,12,False,True,공개,144
156,156,영어,True,True,False,빠름,7,True,True,비공개,144
177,177,일본어,True,False,False,느림,2,False,True,친구만,144
179,179,일본어,False,True,False,보통,7,True,True,친구만,105
3,3,일본어,True,False,False,느림,17,False,True,친구만,128
116,116,영어,False,True,True,보통,20,True,True,공개,122
144,144,한국어,True,True,False,보통,9,False,True,비공개,62
178,178,영어,False,True,True,빠름,18,False,True,공개,171
121,121,중국어,True,True,True,빠름,6,False,True,공개,157
211,211,영어,True,True,False,느림,15,True,True,친구만,109
261,261,한국어,False,True,True,느림,9,True,True,공개,117
128,128,중국어,True,True,False,보통,5,True,True,비공개,68
75,75,영어,True,True,True,빠름,1,False,True,비공개,115
30,30,영어,False,True,True,보통,1,True,True,비공개,52
84,84,한국어,True,True,False,보통,11,True,True,비공개,86
270,270,일본어,False,True,False,빠름,12,True,True,공개,118
108,108,중국어,True,True,False,느림,8,False,True,공개,84
224,224,한국어,True,True,False,느림,1,False,True,공개,94
159,159,한국어,True,True,True,느림,7,True,True,친구만,67
281,281,일본어,True,True,True,느림,1,True,True,친구만,77
247,247,한국어,True,False,False,보통,13,True,True,공개,38
223,223,영어,True,True,False,느림,18,False,True,공개,162
66,66,중국어,True,False,False,느림,2,True,True,친구만,162
199,199,중국어,True,True,False,느림,19,True,True,공개,102
86,86,중국어,True,True,False,느림,3,False,True,비공개,168
214,214,한국어,True,True,True,빠름,4,True,True,비공개,80
160,160,일본어,True,False,False,보통,6,True,True,비공개,52
13,13,한국어,True,True,True,느림,11,True,True,비공개,98
36,36,중국어,True,True,True,보통,19,True,True,공개,168
29,29,일본어,False,True,False,보통,3,True,True,공개,102
143,143,한국어,True,True,False,빠름,5,False,True,친구만,56
285,285,중국어,False,False,False,느림,13,False,False,비공개,52
255,255,한국어,True,True,False,느림,12,True,True,공개,37
171,171,한국어,True,False,False,빠름,2,False,True,비공개,161
52,52,한국어,False,False,False,빠름,7,True,True,친구만,114
96,96,영어,True,True,False,느림,19,False,True,친구만,56
209,209,중국어,False,False,False,느림,13,True,True,비공개,87
248,248,중국어,True,True,False,빠름,2,False,True,공개,176
42,42,중국어,True,False,True,빠름,18,True,False,비공개,76
90,90,한국어,True,True,False,보통,16,True,True,공개,60
245,245,중국어,True,False,False,보통,5,True,True,공개,114
137,137,중국어,True,True,True,빠름,4,True,True,비공개,128
27,27,영어,True,True,False,빠름,9,True,True,친구만,40
294,294,한국어,True,False,False,빠름,13,False,False,친구만,36
142,142,영어,True,False,True,보통,4,True,True,비공개,44
201,201,한국어,False,False,True,보통,18,True,True,친구만,48
1,1,한국어,True,True,False,느림,2,True,False,공개,107
269,269,한국어,True,False,True,느림,3,False,True,친구만,167
273,273,일본어,False,False,False,느림,16,False,True,비공개,116
101,101,일본어,True,True,False,빠름,2,False,True,친구만,155
260,260,영어,True,False,True,보통,17,False,True,친구만,153
256,256,한국어,True,True,False,빠름,9,False,True,비공개,157
172,172,일본어,True,True,False,보통,2,True,True,비공개,70
99,99,중국어,True,True,True,빠름,15,True,True,비공개,32
37,37,한국어,False,False,False,빠름,9,True,True,비공개,97
62,62,일본어,True,True,False,느림,17,False,True,친구만,164
151,151,중국어,True,False,False,느림,18,False,True,친구만,84
237,237,영어,False,True,False,느림,14,True,True,공개,167
203,203,영어,True,False,True,빠름,11,True,False,비공개,132
243,243,영어,True,True,False,느림,2,True,True,공개,107
12,12,중국어,True,True,True,느림,3,True,False,친구만,113
297,297,중국어,True,False,False,보통,14,False,True,친구만,159
268,268,영어,True,True,False,느림,9,True,True,친구만,44
28,28,한국어,False,True,False,느림,17,True,True,친구만,35
220,220,한국어,False,False,False,빠름,16,False,True,친구만,165
5,5,한국어,True,True,False,보통,19,False,True,공개,136
123,123,한국어,True,True,True,보통,12,True,True,비공개,41
33,33,한국어,True,False,True,보통,9,True,True,친구만,77
205,205,한국어,True,True,False,느림,1,True,True,공개,159
163,163,한국어,True,True,False,보통,3,True,True,공개,62
210,210,한국어,True,False,False,빠름,2,False,True,비공개,110
286,286,영어,False,True,False,보통,5,True,True,공개,143
139,139,중국어,True,False,False,보통,17,True,True,비공개,64
63,63,중국어,True,False,False,보통,5,False,True,친구만,158
136,136,영어,True,False,False,느림,11,False,False,공개,87
