detail_id,project_id,description,start_date,end_date,category,reward_info,risk_info,delivery_date,thumbnail_url
11,11,480,2025-03-19,2025-08-08,게임,"Dolores nesciunt placeat. Temporibus similique sequi officiis.
Ipsa perferendis quisquam aliquam quibusdam sit. Voluptatum veniam cum id.",Soluta placeat doloremque incidunt fugiat minima iure. Dolorem sequi quidem. Dicta excepturi accusantium voluptate repellendus accusamus.,2025-07-02,https://img.example.com/thumb_11.jpg
12,12,426,2025-05-02,2025-07-31,패션,Provident est sequi. Amet ipsa in voluptatem repudiandae. Quam maiores fugiat distinctio distinctio consequuntur voluptate fugiat.,Voluptate impedit provident fugit. Dignissimos cupiditate quae quos. Exercitationem unde quae numquam nihil illum. Numquam pariatur laboriosam delectus ipsam quaerat consequatur doloribus.,2025-12-08,https://img.example.com/thumb_12.jpg
13,13,416,2025-04-18,2025-08-13,푸드,"Sed explicabo totam voluptatum nisi quisquam facilis velit. Totam ut sint repellat suscipit ipsum pariatur.
Magni ipsam placeat a occaecati. Ipsa nulla assumenda similique.","Commodi ipsa fugiat itaque. Numquam voluptatum quasi a.
Nobis tempore provident aliquid delectus quo. Alias ab repellendus reprehenderit facere ipsam.",2025-11-10,https://img.example.com/thumb_13.jpg
14,14,496,2025-03-20,2025-06-07,패션,Placeat soluta incidunt architecto. Accusantium nam saepe eius.,Voluptate rerum earum maxime ad voluptates suscipit. Inventore quas optio similique.,2026-01-16,https://img.example.com/thumb_14.jpg
15,15,414,2025-04-15,2025-08-05,푸드,Suscipit voluptatum rem numquam commodi consequatur. In mollitia maiores rem.,"Eaque fugit dicta aperiam. Optio tenetur fugit voluptas voluptates fuga dolor.
Similique fugiat voluptatem suscipit. Voluptas ipsum possimus quod. Quam cum qui laudantium nihil.",2025-09-16,https://img.example.com/thumb_15.jpg
16,16,487,2025-05-08,2025-06-14,게임,Vero minima assumenda quas cupiditate fuga dolore. Ut veritatis similique dolore voluptatum. Possimus iste explicabo aliquid corporis ab consectetur.,Reprehenderit recusandae accusantium recusandae exercitationem facere quas. Harum ea adipisci veniam ullam.,2026-01-30,https://img.example.com/thumb_16.jpg
17,17,396,2025-03-21,2025-07-14,기타,"Aut esse sunt esse modi maiores vitae. Eius molestias maiores soluta culpa aspernatur.
Vel ut mollitia voluptates doloribus perspiciatis doloribus.",Illum amet labore eos. Quaerat a aliquam aperiam explicabo magni. Velit natus similique maxime delectus. Deserunt similique illum blanditiis.,2025-10-24,https://img.example.com/thumb_17.jpg
18,18,395,2025-03-29,2025-06-15,패션,"Ex deserunt fugiat placeat. Aspernatur eligendi eveniet fuga ab.
Nobis assumenda eligendi itaque autem. Magnam error sed eum.",Voluptatibus iusto quisquam soluta. Et blanditiis repellendus aliquam. Iure ullam vitae ratione. Eius ad vel nesciunt commodi iusto nihil quaerat.,2026-04-06,https://img.example.com/thumb_18.jpg
19,19,457,2025-03-16,2025-06-07,기타,"Iure labore sunt impedit optio facere.
Dignissimos assumenda soluta sunt nisi quaerat soluta beatae. Nesciunt incidunt ut earum eveniet placeat. Dignissimos magnam autem fugiat ducimus in.","Magnam est ab laudantium. Ullam vel voluptatibus repellat. Ex fuga voluptatum occaecati.
Voluptatum saepe recusandae aut rerum adipisci perferendis. Quibusdam fugiat sit neque occaecati.",2026-02-19,https://img.example.com/thumb_19.jpg
20,20,410,2025-04-29,2025-07-05,예술,"Doloribus fuga provident ipsam. Laborum quod quia maxime.
Natus rem provident iure minima dolore. Quae expedita quos est. Repudiandae praesentium labore eos laborum officiis.",Sed numquam libero a suscipit alias. Enim molestias commodi sint mollitia quaerat est. Voluptate sit ab iste tenetur. Laboriosam neque excepturi earum rem rerum.,2026-05-22,https://img.example.com/thumb_20.jpg
21,21,465,2025-03-22,2025-06-28,패션,Mollitia exercitationem temporibus iure exercitationem recusandae aperiam eaque. Numquam nulla autem quis autem sunt tempora.,"Ea harum dolore omnis dignissimos. Assumenda quam aut velit aliquid praesentium. A ipsam dolor asperiores eum alias.
Autem quasi accusantium. Itaque voluptates doloribus voluptate nam ut.",2025-09-06,https://img.example.com/thumb_21.jpg
22,22,321,2025-05-02,2025-08-14,기술,Eius nesciunt numquam inventore tempore sed officia. Quae enim nihil ullam modi explicabo quos illum.,"Nisi eos eum corrupti soluta est. Cupiditate sapiente fugit necessitatibus earum.
Quas ratione facere. Eveniet magnam consequuntur nostrum.",2026-04-29,https://img.example.com/thumb_22.jpg
23,23,465,2025-04-01,2025-07-09,기술,"Aliquid accusamus rerum laudantium recusandae quidem ut.
Alias commodi vero atque doloremque error omnis quis.",Doloribus exercitationem accusantium minima. Perspiciatis amet exercitationem aliquid a nulla sit. Tempore omnis modi tenetur.,2026-05-16,https://img.example.com/thumb_23.jpg
24,24,491,2025-04-21,2025-07-23,기술,Nostrum nihil error aut error. Ullam cum voluptatum.,"Placeat id officia quia ipsam et facere odit. Soluta delectus enim placeat.
Quasi sunt corrupti consequuntur. Quo laudantium deleniti eveniet eos illo provident.",2026-01-18,https://img.example.com/thumb_24.jpg
25,25,383,2025-03-31,2025-07-24,푸드,Ratione dolorum nam. Dolorum minima hic quos repellat at cupiditate. Veritatis modi soluta odit possimus eos.,"Voluptas architecto unde corporis. Assumenda cum delectus voluptas omnis excepturi. Possimus cumque sint atque.
Non nihil eos enim. Magnam quia facere quaerat distinctio possimus fugit.",2025-12-08,https://img.example.com/thumb_25.jpg
26,26,401,2025-05-01,2025-07-28,푸드,Sapiente in dolor laborum. In molestiae placeat tempora voluptas voluptas. Maxime cupiditate beatae sequi illum. Deserunt et dolor.,"Sunt autem veniam assumenda reprehenderit. Cumque omnis iusto optio.
Velit atque molestiae ut saepe in dolores. Odio perspiciatis vel voluptatum.",2026-03-30,https://img.example.com/thumb_26.jpg
27,27,407,2025-04-10,2025-08-22,기술,Dolorum fugit id. Qui beatae itaque dolorem. Pariatur sit adipisci laborum rerum fuga voluptatum.,Harum deleniti tenetur in nostrum alias inventore. Dolor illum a libero. Error eius aliquid quis sapiente autem. Nam quis et facere fuga.,2025-07-30,https://img.example.com/thumb_27.jpg
28,28,472,2025-05-28,2025-08-09,패션,"Inventore esse dolorem. Consectetur dolorem quidem modi excepturi. Perspiciatis voluptatum iure nostrum.
Accusamus voluptatibus culpa dolorem placeat. Dignissimos expedita iure vero in.","Pariatur ullam laborum dolorum tenetur harum.
Beatae repellendus aspernatur nobis. Ab labore necessitatibus deserunt eum. Alias vero accusamus quos neque.",2026-03-03,https://img.example.com/thumb_28.jpg
29,29,476,2025-03-18,2025-06-08,게임,Quis earum quisquam in laborum velit. Magni culpa magni dolores impedit. Culpa voluptatum perferendis consectetur sit magnam.,"Rerum porro ipsum quae. Repellendus officia quo sit alias. Ut repudiandae maiores itaque asperiores saepe.
Aliquam eum officia nemo. Et hic harum modi laboriosam.",2026-01-27,https://img.example.com/thumb_29.jpg
30,30,461,2025-03-03,2025-08-15,게임,"Dolorem veniam exercitationem error. Soluta officiis earum est porro sint.
Animi doloribus velit expedita veritatis debitis. Dicta aliquid excepturi facilis excepturi dolorum eum.",Nam nesciunt officiis voluptas necessitatibus veniam. Blanditiis tempora distinctio doloribus magnam ipsa. Ipsa labore natus veniam voluptas.,2026-01-18,https://img.example.com/thumb_30.jpg
31,31,391,2025-05-15,2025-07-08,기타,Officia fugiat fugiat repellat. Soluta laudantium cumque necessitatibus ex pariatur. Modi hic nobis aspernatur repellat aliquam expedita. Iure dolores sunt nulla.,"Facere enim iste. Maxime autem minima est.
Alias sequi officiis quidem quam voluptate. A aut temporibus at minima expedita quibusdam.",2025-08-15,https://img.example.com/thumb_31.jpg
32,32,387,2025-05-01,2025-07-22,기술,Magnam qui accusamus quidem omnis veniam. Modi mollitia quam fugit. Consequuntur perspiciatis dicta beatae consequatur natus ullam. Cumque minima magnam praesentium laborum ad iure recusandae.,Ipsum omnis earum sint placeat earum. Animi perspiciatis esse doloribus amet iusto numquam. Aliquid qui molestias qui.,2025-08-21,https://img.example.com/thumb_32.jpg
33,33,459,2025-03-31,2025-06-24,게임,"Velit tempora a porro tempore corrupti voluptatibus. Aspernatur ducimus quis aliquam facilis. Consectetur rem repudiandae quisquam.
Corporis non ipsa.",Inventore commodi repudiandae cupiditate quas officia. Consequuntur recusandae doloremque eum nesciunt aperiam.,2026-01-10,https://img.example.com/thumb_33.jpg
34,34,440,2025-05-29,2025-07-07,푸드,"Ipsam deserunt rerum aliquid possimus neque. Voluptatem animi qui.
Amet quidem commodi itaque inventore non. Eligendi vero voluptate.","Minima dolorum veniam perferendis at. Quaerat molestiae repudiandae laborum dicta deserunt.
Eveniet qui mollitia aspernatur. Quia aperiam dolore amet placeat. Distinctio et blanditiis.",2026-02-17,https://img.example.com/thumb_34.jpg
35,35,368,2025-04-29,2025-06-29,기타,"Eligendi aspernatur dolorem. Voluptatem deleniti sit sapiente.
Dolor eveniet sapiente aliquam. Eveniet nulla tempora molestiae.",Laboriosam amet voluptatum ea veniam sunt asperiores inventore. Eos tempore error. Itaque nesciunt facere exercitationem cupiditate rerum.,2025-12-11,https://img.example.com/thumb_35.jpg
36,36,477,2025-04-22,2025-08-01,푸드,Itaque alias deserunt facilis similique earum. Ut saepe ea laudantium accusamus necessitatibus temporibus. Quo sed beatae necessitatibus.,Error quisquam odio laudantium doloremque voluptatem. Quisquam quibusdam commodi hic officia voluptates sapiente.,2025-09-07,https://img.example.com/thumb_36.jpg
37,37,441,2025-03-25,2025-06-05,기술,"Alias sint minus suscipit aut. Aspernatur dolorem ex totam accusamus.
Natus fugiat aliquam quisquam ad ipsam. Corporis incidunt aspernatur odio itaque quas culpa sit.","Laborum ullam aperiam quis saepe id. Doloribus nesciunt culpa natus velit iste. Optio aperiam corrupti illo.
Necessitatibus error soluta odio fugiat enim pariatur. Ratione sequi quia error.",2025-08-23,https://img.example.com/thumb_37.jpg
38,38,426,2025-03-11,2025-07-20,기타,Dolores eum explicabo quas vel doloribus. Culpa nobis possimus dolore ab dolorum modi. Veniam non eaque magnam. Voluptatem in a eos tempore similique porro.,Ut laboriosam modi. Officiis corrupti accusantium ducimus.,2025-08-06,https://img.example.com/thumb_38.jpg
39,39,475,2025-03-05,2025-06-24,푸드,Sunt ad deleniti animi aspernatur quia. Reiciendis placeat praesentium ratione in quis voluptatem. Neque necessitatibus sit minima.,"Ducimus quisquam nemo ratione modi. Reprehenderit consequuntur quidem labore.
Natus eligendi minus. Ad cumque exercitationem omnis. Laudantium beatae pariatur et praesentium quos.",2025-12-21,https://img.example.com/thumb_39.jpg
40,40,444,2025-03-14,2025-07-13,게임,Qui dolorem sapiente repellendus. Expedita saepe quidem modi perferendis. Nemo inventore neque.,Repellat tempore maiores pariatur. Est quos blanditiis deserunt minima facilis consectetur. Sequi omnis aliquid.,2026-04-18,https://img.example.com/thumb_40.jpg
41,41,418,2025-05-13,2025-06-24,푸드,Officiis provident impedit expedita inventore. Maxime accusamus magni tenetur odit omnis distinctio.,Esse occaecati praesentium. Aut excepturi possimus fugit aliquam officia sit perspiciatis. Voluptatem consequuntur unde perspiciatis unde vitae vero.,2026-04-26,https://img.example.com/thumb_41.jpg
42,42,425,2025-05-24,2025-06-09,기타,Molestiae eos fuga illum. Veniam labore iusto illo corporis optio. Est aspernatur tenetur nemo.,Quaerat vero quam suscipit officiis vel. Odit autem quidem. Doloremque cumque ex maxime officia.,2025-12-20,https://img.example.com/thumb_42.jpg
43,43,370,2025-03-24,2025-06-02,게임,Commodi aliquam iste inventore rerum blanditiis fugiat. Iste a qui optio quas doloremque nam. Recusandae eum inventore neque quibusdam esse soluta quae.,Perspiciatis laudantium sunt facere. Eligendi ab libero explicabo repudiandae enim. Rerum expedita recusandae nisi provident debitis veniam quasi.,2026-05-27,https://img.example.com/thumb_43.jpg
44,44,493,2025-04-06,2025-08-04,게임,Nesciunt enim sed. Veritatis adipisci officia cupiditate nobis dicta necessitatibus molestiae.,"Natus doloremque fugit. Tempore molestias ab consequatur facere dicta.
Consectetur neque facere perferendis tempore enim. Velit voluptas qui quia. Aliquid repudiandae nihil quaerat earum ex dicta.",2026-01-29,https://img.example.com/thumb_44.jpg
45,45,448,2025-04-21,2025-07-06,푸드,"Molestiae earum consequatur asperiores consequatur doloribus tempore. Repellendus natus occaecati excepturi consequuntur.
Qui eligendi aut temporibus voluptate exercitationem aliquid.",Qui aperiam dolorum unde maiores deleniti et. Cumque consequatur rem autem tempore. Nihil natus nisi qui occaecati.,2025-09-14,https://img.example.com/thumb_45.jpg
46,46,476,2025-03-31,2025-07-18,예술,Dolores nisi voluptatem quia. Consequuntur eaque provident pariatur voluptatibus eum tempore. Velit quo officiis ab consequatur quia.,Qui voluptate quis fugiat aperiam. A necessitatibus hic sed dolores.,2025-07-22,https://img.example.com/thumb_46.jpg
47,47,414,2025-03-05,2025-08-12,푸드,"Natus necessitatibus iste culpa.
Perspiciatis enim temporibus impedit. Non quaerat laborum porro aperiam beatae eaque.","Amet minus tempore ea. Magnam perspiciatis fuga nam maiores accusamus.
A eos modi voluptatibus delectus sint. Ut explicabo pariatur incidunt rerum. Ex eligendi unde quibusdam ipsum maiores.",2026-01-29,https://img.example.com/thumb_47.jpg
48,48,366,2025-03-11,2025-07-20,패션,Cum eligendi ipsa. Assumenda dolor tempore molestiae eos mollitia. Asperiores eaque mollitia quaerat nihil accusantium at reprehenderit.,"Modi commodi itaque harum nemo maiores. Repellendus perspiciatis ipsam. Ea molestias architecto consequatur.
Eos recusandae veniam rem rerum. Consequatur dolor error culpa excepturi doloribus totam.",2025-11-13,https://img.example.com/thumb_48.jpg
49,49,450,2025-04-02,2025-06-02,게임,"Distinctio iusto earum neque excepturi eum. Nam aperiam recusandae quis deleniti.
In neque omnis nemo. Officia quis tempore a asperiores earum nemo.","Aliquam harum possimus facilis sunt at. Similique est recusandae totam nisi omnis iure.
Tempora recusandae ullam quis. Nihil cupiditate asperiores dolore laborum itaque aspernatur.",2026-03-16,https://img.example.com/thumb_49.jpg
50,50,377,2025-03-07,2025-06-28,예술,Pariatur dolorem optio velit. Reprehenderit quia similique dignissimos corporis exercitationem asperiores. Voluptatibus sed unde recusandae cum vitae suscipit.,Eligendi eveniet repellendus ratione. Doloribus quidem inventore sapiente. Beatae soluta rerum eaque consectetur.,2025-07-11,https://img.example.com/thumb_50.jpg
51,51,410,2025-04-27,2025-08-24,푸드,Asperiores officia rem nemo. Earum non ab omnis iusto necessitatibus. Distinctio exercitationem aspernatur labore. Consectetur doloribus esse quae accusantium dignissimos.,Voluptate explicabo earum eveniet. Magnam asperiores provident minima fuga velit.,2025-10-30,https://img.example.com/thumb_51.jpg
52,52,433,2025-03-28,2025-08-29,푸드,"Illum iste perferendis laborum ex.
Velit eligendi aliquam labore reiciendis. At fugiat animi quo. Quisquam ducimus pariatur quisquam.",Iste est cum id non aperiam. Ab molestiae quaerat quasi magni perferendis suscipit. Laudantium iure optio.,2025-12-21,https://img.example.com/thumb_52.jpg
53,53,498,2025-03-16,2025-08-14,기타,"Ea atque tenetur. Consequatur reprehenderit at at aperiam. Magni repudiandae ratione nisi.
Nisi expedita temporibus reiciendis.",Voluptatum magnam facere harum est accusantium quam quibusdam. Minus a earum sint minus. Officia reprehenderit quos velit rerum beatae.,2025-11-16,https://img.example.com/thumb_53.jpg
54,54,397,2025-04-08,2025-07-10,패션,"Praesentium minus quod odit ipsam nisi. Eum rerum ducimus ducimus enim dicta sequi.
Quia porro assumenda culpa explicabo quidem. Dolorem natus veritatis odio.","Praesentium assumenda a. Doloremque quibusdam amet omnis doloribus laboriosam optio hic.
Delectus reprehenderit veniam incidunt tempore ipsa nostrum. Velit quia itaque.",2025-10-02,https://img.example.com/thumb_54.jpg
55,55,456,2025-03-26,2025-06-05,기술,Vel temporibus quia sint deleniti occaecati. Numquam molestiae quo veniam soluta. Odit eveniet vel dolores ex. Repudiandae debitis perferendis sit voluptas provident optio.,Dolores neque impedit. Fugiat at impedit consectetur occaecati optio. Dolore distinctio iure rem atque excepturi.,2026-05-09,https://img.example.com/thumb_55.jpg
56,56,428,2025-05-29,2025-06-02,예술,"Dolores dignissimos porro minus. Possimus saepe explicabo suscipit. Dolorum ab vitae itaque magni.
Quo quia necessitatibus rerum et non.","Tempore sunt voluptatibus placeat voluptas quia. Alias laborum cum sapiente atque suscipit.
Reprehenderit rem iste fugiat qui dignissimos. Fuga ducimus ex commodi inventore quos nihil.",2025-09-24,https://img.example.com/thumb_56.jpg
57,57,436,2025-04-02,2025-06-16,게임,"Quo ea assumenda libero sunt quas. Omnis nulla qui.
Corrupti quo facilis officiis molestias odit. Sunt quisquam nesciunt veniam.",Officiis eligendi sint non deleniti velit. Enim distinctio quas ipsum. Neque tempora consequatur corporis quod perspiciatis.,2026-04-21,https://img.example.com/thumb_57.jpg
58,58,346,2025-03-08,2025-07-01,기타,"Ipsam dignissimos a ea aliquid adipisci. Cum vero laudantium veritatis.
Corporis nisi aut a necessitatibus perferendis quas. Illum natus dolor perspiciatis consequuntur fuga nisi.","Eligendi id quis natus dolorum eius numquam. Officia eius cumque odio repellat. Provident laborum nulla quibusdam nam.
Hic illum ut nemo mollitia sit modi. Quis quisquam aliquam dicta quos.",2026-05-28,https://img.example.com/thumb_58.jpg
59,59,437,2025-05-03,2025-07-13,기술,Molestias non eum. Optio corporis officiis optio. Error suscipit provident corrupti fuga sed quae deserunt.,Officia quos vel fugit explicabo repellat.,2025-08-05,https://img.example.com/thumb_59.jpg
60,60,385,2025-04-10,2025-06-12,예술,Minus voluptatem vel quia dignissimos. Blanditiis nisi rerum officiis. Dolores adipisci esse.,"Possimus illum totam beatae. Suscipit libero iusto. Quia excepturi esse amet.
Quod ipsa eveniet. In facere labore sunt expedita ipsum amet. Cum odit nihil aut consectetur illum minima.",2026-04-05,https://img.example.com/thumb_60.jpg
61,61,461,2025-04-18,2025-06-02,예술,"Sequi ad id assumenda quia.
Adipisci sed alias iusto. Vero accusantium aliquam odio alias voluptatum rerum.","Doloribus illum inventore blanditiis officia. Fuga quae eos sunt. Vitae saepe vel odio.
Beatae ullam libero ea sed odit dolorem. Officia nemo nesciunt aperiam eum ad natus. Soluta culpa nemo aliquam.",2026-01-21,https://img.example.com/thumb_61.jpg
62,62,469,2025-04-21,2025-07-14,기술,"Aperiam blanditiis temporibus praesentium impedit nostrum similique.
Animi accusantium sed praesentium consequatur quia. Iure cumque sequi.",Saepe ut dignissimos rem distinctio rerum. Et neque laudantium quaerat ea expedita ipsa.,2026-05-07,https://img.example.com/thumb_62.jpg
63,63,427,2025-04-23,2025-06-16,패션,Soluta ullam eum odio. Placeat velit eum alias.,Consequatur exercitationem ut nobis perspiciatis. Architecto in suscipit reprehenderit quos.,2026-03-18,https://img.example.com/thumb_63.jpg
64,64,448,2025-04-07,2025-08-11,예술,"Unde eius eius voluptate maxime. Dolorum nam inventore corrupti ipsa eligendi incidunt. Et perspiciatis ipsam animi vero.
Et quis pariatur natus repudiandae fugit. Dicta vel vitae architecto aliquam.",Dolorum voluptate quos adipisci ea. Illum assumenda ab debitis porro praesentium.,2025-08-30,https://img.example.com/thumb_64.jpg
65,65,470,2025-03-26,2025-08-30,예술,"Quia aut qui ipsam explicabo ad praesentium. Incidunt nemo maxime exercitationem dolorum provident. Non officiis sit optio accusamus.
Hic nemo iste laudantium. Eos nemo voluptatibus a.","Vero dolorum vitae vel quasi corporis earum. Porro soluta cumque sed.
Quidem doloribus distinctio aliquid dolor.
Rerum voluptate repellendus ipsam. Fugit aperiam provident ad.",2026-05-21,https://img.example.com/thumb_65.jpg
66,66,447,2025-04-25,2025-08-03,기술,Est suscipit ipsam ratione repellat reiciendis. Placeat excepturi debitis laudantium.,Maiores ex doloribus corporis explicabo natus sit. Autem atque vitae deserunt. Atque repudiandae minima eius ex veritatis sint.,2026-05-30,https://img.example.com/thumb_66.jpg
67,67,421,2025-03-17,2025-07-03,기타,"Eligendi pariatur sed excepturi dolore. Sint fugiat minus commodi voluptatibus eveniet.
Ullam tenetur voluptatem. Dolorem totam eum accusamus quo reiciendis odio laborum.","Eum repellendus veritatis magnam dolor accusantium saepe. Nostrum recusandae quod earum.
Eaque magnam dolor. Repellendus at autem dolorum.",2025-12-12,https://img.example.com/thumb_67.jpg
68,68,413,2025-05-19,2025-07-14,패션,Aspernatur officiis voluptatibus voluptas ipsam laboriosam molestiae sint. Repellendus delectus iste perspiciatis sequi. Veritatis amet odit laudantium deleniti.,Minima deleniti totam cumque eum libero vero dolore. Voluptatum natus molestiae.,2026-03-15,https://img.example.com/thumb_68.jpg
69,69,454,2025-05-21,2025-07-31,예술,Impedit repellat enim vero ea expedita explicabo. Harum tempore ea neque molestias quos quae. Corrupti perferendis porro odit.,"Nobis doloremque hic ab quibusdam esse maiores.
Neque officia quaerat illum optio quo consequuntur. Quae repudiandae eum architecto quidem suscipit soluta.",2025-07-05,https://img.example.com/thumb_69.jpg
70,70,413,2025-05-01,2025-08-02,기술,"Aperiam facere incidunt porro. Ipsam possimus dolor cumque vero.
Veritatis tempore repellat nemo ullam.
Perferendis nulla dolorum praesentium. Sint fugit architecto tempore ex rerum suscipit.",Consequatur dolorem illum ut ex facilis ad. Doloribus libero ratione hic.,2025-11-24,https://img.example.com/thumb_70.jpg
71,71,445,2025-05-06,2025-07-21,기타,"A nam sunt nulla. Placeat facilis quas iure. Alias autem aperiam adipisci.
Odit fugit animi earum. Explicabo soluta nam velit atque. Alias alias molestiae aut.","Est veniam fugiat aspernatur. Dolor cum recusandae dicta repudiandae cum.
Laboriosam a et. Delectus dolorum doloremque in id beatae. Ipsum ducimus perspiciatis ratione accusamus harum.",2025-08-25,https://img.example.com/thumb_71.jpg
72,72,414,2025-03-17,2025-08-01,기타,Perferendis hic quae placeat nobis laudantium. Tempora aliquam accusantium debitis aliquam maiores. Error ex odit officiis in.,Architecto debitis hic voluptatum aperiam. Reiciendis aliquam dicta nemo quaerat excepturi.,2026-05-22,https://img.example.com/thumb_72.jpg
73,73,444,2025-03-25,2025-08-19,게임,"Sed assumenda odit.
Quisquam ducimus inventore quas. Sapiente officiis voluptatum quibusdam reiciendis. Porro aliquam saepe in harum corporis.","Voluptatibus repellendus magnam inventore.
Vel incidunt doloremque ex iusto. Omnis officiis vel excepturi nihil adipisci.",2025-07-05,https://img.example.com/thumb_73.jpg
74,74,419,2025-05-09,2025-06-20,기타,Mollitia veritatis aspernatur et ad. Aut aut eos pariatur tempora delectus quam. Odio ab quasi soluta iure tempora perferendis.,Praesentium labore rerum dolores assumenda hic. Perspiciatis quae doloremque recusandae adipisci earum facere. Fuga quia deleniti tenetur qui numquam totam.,2025-10-01,https://img.example.com/thumb_74.jpg
75,75,488,2025-05-15,2025-07-21,기타,"Nemo quis occaecati saepe. Expedita nulla non tenetur alias autem.
Blanditiis consectetur dolorem tenetur est quasi eius. Voluptas consequatur explicabo quam natus repudiandae minus cumque.","Explicabo repellat quae incidunt. Suscipit aspernatur esse harum assumenda.
Harum ea officiis quidem eligendi itaque reprehenderit facere. Hic quos officia vero expedita perspiciatis ducimus.",2026-05-31,https://img.example.com/thumb_75.jpg
76,76,386,2025-03-04,2025-08-20,기타,Illo odit consectetur qui animi iure. Excepturi earum dolore tempore nam. Modi ex et aliquid non odio deleniti.,"Accusantium maiores ex ea suscipit similique aut. Nisi sequi veritatis porro fugit cupiditate ex id.
Voluptas impedit laborum.
Temporibus exercitationem quis voluptatum.",2025-11-27,https://img.example.com/thumb_76.jpg
77,77,446,2025-05-09,2025-07-18,기타,"A in praesentium repellat eligendi nulla. Nam rerum odio velit commodi pariatur.
Nobis cupiditate nostrum fugit repellendus. Repellat tempora eius quas.","Laborum reprehenderit sint quis.
Officia nam quia officia dolores. Similique minus perferendis sapiente quasi repudiandae reiciendis.",2025-12-16,https://img.example.com/thumb_77.jpg
78,78,454,2025-04-29,2025-06-04,푸드,"Necessitatibus laudantium nihil nihil.
Perferendis aperiam dolorum repellendus natus accusamus accusantium. Veritatis cum doloribus quia delectus nulla qui. Occaecati delectus atque harum aut.","Reiciendis quas quod.
Harum tenetur nulla eum explicabo excepturi. Magnam sapiente quae suscipit ad esse.",2026-05-24,https://img.example.com/thumb_78.jpg
