assignment_id,q1,exp1,assigned_date,answer_provided
336,246,50,2025-01-20 22:35:45.005662,True
337,246,3,2024-12-02 04:36:12.398256,True
338,42,40,2025-02-01 12:46:48.577545,False
340,248,62,2025-05-12 01:02:42.129634,False
341,94,10,2024-08-20 04:33:37.044650,True
342,179,80,2025-04-26 20:07:57.438221,True
344,227,56,2024-12-13 08:46:02.815963,False
345,118,21,2024-06-11 06:27:29.112518,False
346,184,27,2024-06-20 07:26:31.688611,True
348,84,53,2024-11-29 05:33:59.148418,True
349,121,70,2024-09-05 17:36:57.117122,True
350,193,78,2025-06-02 04:40:29.696642,True
352,66,46,2025-04-29 22:19:26.443037,True
353,211,42,2024-10-01 21:56:34.762057,True
354,29,67,2025-02-12 17:06:25.430908,True
355,127,21,2025-01-20 05:55:09.613790,True
358,39,68,2024-09-30 10:26:03.512436,True
359,182,8,2024-10-08 02:13:33.326583,True
360,281,57,2025-02-11 03:31:08.751384,True
361,207,59,2024-06-03 17:20:22.956388,False
363,194,29,2024-10-13 18:57:02.691824,True
365,270,19,2025-02-07 21:02:52.650812,True
366,282,54,2025-04-04 08:22:53.463453,True
367,125,59,2024-07-13 21:06:56.849864,False
368,199,50,2024-12-28 22:36:06.427627,False
369,67,60,2024-07-12 15:03:30.070127,False
371,114,72,2024-06-09 00:39:39.478633,True
372,67,62,2025-01-13 06:49:08.973870,True
375,282,28,2024-07-02 17:09:48.180485,False
377,18,13,2024-08-24 23:11:50.827552,True
378,16,23,2024-08-19 16:53:47.260757,True
382,125,55,2025-05-13 12:25:02.286951,True
383,263,70,2025-01-16 21:42:21.426872,True
384,142,10,2024-06-08 09:52:34.186894,False
388,234,54,2024-06-16 09:52:46.314934,True
389,179,27,2024-10-20 06:31:07.494249,False
390,75,43,2024-12-16 13:28:12.368954,False
391,179,31,2025-01-24 04:25:02.745466,True
392,247,53,2024-11-13 22:28:39.785336,True
393,78,43,2025-01-19 03:25:26.176197,True
394,232,65,2024-12-06 04:22:18.075397,True
397,67,23,2024-12-21 15:19:54.544514,True
398,179,25,2024-11-21 09:09:34.133862,True
399,78,74,2025-01-20 08:47:19.898100,True
