watchlist_id,user_id,stock_id,added_date,target_price
150,5,1,2024-12-10 10:37:23.127682,57399
153,35,9,2025-05-07 13:42:00.882746,180131
155,14,13,2024-12-02 03:55:22.653849,218534
159,45,18,2025-03-11 02:13:51.383204,462910
160,5,20,2024-12-11 22:14:50.045588,489723
163,34,9,2024-12-03 12:29:38.233588,407809
165,31,8,2025-01-25 15:49:04.862196,228381
166,40,14,2025-01-06 13:54:02.241380,475916
167,26,13,2025-03-01 13:05:45.143899,388614
168,27,14,2025-03-18 00:52:18.118613,34656
170,38,7,2024-12-16 02:42:43.434013,379191
172,31,7,2025-02-11 12:40:39.357253,325830
173,34,10,2025-02-12 03:41:49.629441,136685
174,42,11,2025-04-21 17:28:27.040270,25195
175,47,3,2024-12-28 18:05:50.865175,311872
176,46,1,2024-12-30 20:59:19.829535,114795
177,32,17,2025-03-06 07:09:03.941640,478963
178,48,18,2025-01-03 16:06:19.105944,67339
179,31,5,2025-03-16 12:00:24.698883,300496
180,16,17,2025-02-26 23:32:04.906610,374321
181,16,12,2025-05-20 16:27:33.152962,353774
182,14,7,2025-05-02 21:45:58.469459,340878
184,35,11,2025-04-26 05:28:05.582668,72782
185,27,3,2025-03-29 21:23:30.296482,217153
187,27,6,2025-04-01 19:44:05.991411,115431
188,27,18,2025-03-12 01:10:21.219241,396926
189,40,7,2025-02-15 09:37:33.467165,276907
191,18,7,2025-04-18 17:19:48.148329,231590
193,35,3,2025-05-05 20:56:56.762522,180104
194,33,1,2024-12-21 18:12:49.143511,377517
195,26,8,2025-02-17 02:51:24.796510,231594
197,7,17,2025-04-05 14:41:31.416819,336937
198,20,12,2025-01-08 09:28:33.389572,436019
199,33,18,2025-04-14 08:03:47.928829,284633
200,49,4,2025-03-07 16:16:16.059994,314119
