watchlist_id,user_id,stock_id,added_date,target_price
177,32,17,2025-03-06 07:09:03.941640,478963
178,48,18,2025-01-03 16:06:19.105944,67339
179,31,5,2025-03-16 12:00:24.698883,300496
180,16,17,2025-02-26 23:32:04.906610,374321
181,16,12,2025-05-20 16:27:33.152962,353774
182,14,7,2025-05-02 21:45:58.469459,340878
183,8,18,2024-12-03 08:26:03.529504,243090
184,35,11,2025-04-26 05:28:05.582668,72782
185,27,3,2025-03-29 21:23:30.296482,217153
186,39,20,2025-02-28 23:36:58.314644,240486
187,27,6,2025-04-01 19:44:05.991411,115431
188,27,18,2025-03-12 01:10:21.219241,396926
189,40,7,2025-02-15 09:37:33.467165,276907
190,22,9,2024-12-18 12:03:17.891565,110064
191,18,7,2025-04-18 17:19:48.148329,231590
192,23,14,2024-12-23 23:00:59.279167,17287
193,35,3,2025-05-05 20:56:56.762522,180104
194,33,1,2024-12-21 18:12:49.143511,377517
195,26,8,2025-02-17 02:51:24.796510,231594
196,11,2,2025-02-27 10:24:53.043837,96007
197,7,17,2025-04-05 14:41:31.416819,336937
198,20,12,2025-01-08 09:28:33.389572,436019
199,33,18,2025-04-14 08:03:47.928829,284633
200,49,4,2025-03-07 16:16:16.059994,314119
