assignment_id,q1,exp1,assigned_date,answer_provided
381,205,5,2024-12-17 03:10:28.447540,True
240,133,45,2025-01-10 02:18:00.541961,False
76,232,80,2024-08-01 12:50:25.313424,False
248,9,29,2024-09-29 01:58:43.306297,True
111,117,3,2025-04-01 08:42:46.826275,False
17,140,4,2025-04-21 14:30:06.440491,True
67,233,53,2024-12-30 05:59:35.281405,True
154,180,67,2024-09-12 04:05:07.705386,False
8,43,14,2025-02-02 17:56:28.860648,True
20,45,44,2024-06-07 16:34:39.006199,True
138,241,61,2024-12-13 23:24:18.302113,False
356,104,25,2024-10-05 01:50:48.669538,True
350,193,78,2025-06-02 04:40:29.696642,True
132,144,10,2024-10-07 01:32:11.452552,True
388,234,54,2024-06-16 09:52:46.314934,True
293,298,71,2024-06-26 06:58:52.584531,False
387,123,10,2025-03-16 09:46:22.911535,False
298,270,76,2024-07-27 14:03:49.158383,True
61,35,63,2024-07-28 16:18:09.741030,True
80,92,59,2025-02-14 12:39:28.427063,True
286,257,3,2024-11-20 12:02:39.518566,True
306,212,69,2024-06-17 16:39:05.706460,True
282,140,45,2024-12-03 14:43:28.440096,False
158,114,27,2025-04-09 19:27:56.361371,True
110,285,16,2024-11-02 16:59:42.002419,True
18,300,66,2024-07-26 09:44:27.541031,False
348,84,53,2024-11-29 05:33:59.148418,True
25,30,63,2024-12-21 02:15:06.976094,True
176,35,57,2024-11-24 11:56:23.928406,True
352,66,46,2025-04-29 22:19:26.443037,True
333,250,11,2025-02-12 02:07:54.201136,True
168,138,33,2025-01-13 00:48:21.030937,True
246,109,5,2025-02-03 06:25:09.762627,True
312,273,34,2024-12-31 15:05:06.999176,True
146,236,66,2024-08-18 23:47:59.309527,True
259,141,70,2024-11-24 05:01:18.896140,True
178,5,3,2025-05-02 16:42:32.185785,True
120,113,56,2025-05-23 09:25:46.080810,True
195,76,7,2025-03-22 01:52:03.792827,True
230,255,11,2025-06-01 12:17:42.679226,True
266,35,20,2025-01-05 08:19:30.750384,False
219,117,68,2024-08-05 19:14:01.000834,False
308,195,37,2025-03-28 07:23:20.690244,True
37,242,19,2025-01-22 00:31:37.988623,True
140,98,48,2024-08-14 15:03:12.928233,True
292,140,24,2025-01-21 08:56:39.302833,True
156,182,53,2024-09-05 18:27:57.899803,True
197,55,16,2024-11-19 17:47:26.066987,True
285,188,32,2025-02-06 07:11:51.070650,True
60,70,43,2024-08-03 21:20:53.508296,True
112,155,66,2024-09-05 00:36:16.622833,True
166,94,76,2025-05-27 04:39:39.121439,True
364,54,17,2025-01-22 00:38:04.092089,True
7,264,70,2024-12-31 14:30:02.456912,False
334,33,43,2024-10-14 12:47:03.890201,True
276,44,57,2024-06-15 22:42:51.473374,False
151,92,72,2024-09-05 11:25:02.420201,False
11,131,23,2025-05-04 18:07:30.836473,False
193,138,8,2024-11-29 17:41:17.412664,False
104,286,49,2024-07-23 01:09:13.158446,False
82,231,70,2025-05-24 06:14:32.534201,True
317,91,69,2024-12-18 16:00:58.293441,True
399,78,74,2025-01-20 08:47:19.898100,True
376,44,70,2024-12-28 16:28:49.149915,False
209,237,40,2024-12-06 21:35:57.748672,False
287,290,65,2024-12-25 22:46:40.212830,True
169,284,47,2024-07-19 12:29:00.468900,False
354,29,67,2025-02-12 17:06:25.430908,True
90,175,19,2025-01-07 13:30:09.178763,True
378,16,23,2024-08-19 16:53:47.260757,True
164,50,39,2024-07-14 07:24:40.875515,False
148,172,79,2025-03-05 08:36:26.360552,True
229,140,59,2024-07-28 22:19:49.104882,False
93,239,35,2025-04-08 09:14:43.082003,False
70,58,71,2025-02-28 21:57:19.715308,False
124,297,30,2025-01-20 15:58:26.666537,True
97,297,48,2024-07-26 07:16:52.503510,False
144,118,50,2024-08-06 03:07:26.025464,True
327,16,56,2024-08-29 10:34:53.693103,True
98,131,1,2025-01-20 09:25:31.087100,False
239,266,59,2024-09-23 16:41:10.250692,True
69,111,24,2024-11-21 09:38:07.405686,False
24,58,22,2025-01-06 00:51:22.404956,True
38,75,3,2024-08-28 00:23:46.370840,True
145,266,14,2025-04-21 01:46:35.082028,True
123,215,75,2024-06-16 18:08:41.379597,False
183,205,32,2024-11-19 21:25:03.763077,False
68,85,62,2025-02-21 11:40:42.904506,True
199,135,68,2024-12-28 00:03:12.234927,True
325,253,49,2024-10-28 08:31:59.241164,False
220,278,11,2025-01-16 20:01:50.244100,True
318,149,23,2024-09-30 05:56:03.713216,True
196,130,12,2024-12-02 20:20:26.081557,False
126,16,10,2025-04-11 07:34:24.694075,True
147,229,55,2024-10-09 12:36:25.557635,False
372,67,62,2025-01-13 06:49:08.973870,True
87,221,54,2025-06-01 04:23:01.115743,True
337,246,3,2024-12-02 04:36:12.398256,True
341,94,10,2024-08-20 04:33:37.044650,True
338,42,40,2025-02-01 12:46:48.577545,False
355,127,21,2025-01-20 05:55:09.613790,True
335,223,59,2024-08-22 23:35:25.667948,True
303,141,2,2024-07-31 15:00:51.793410,True
184,9,28,2024-06-14 18:24:01.534406,True
204,88,42,2025-02-04 15:58:32.444353,False
284,243,46,2024-12-07 05:19:39.035722,False
212,248,29,2024-07-10 01:21:50.635345,False
283,270,10,2024-12-25 00:36:00.931369,True
130,173,29,2024-09-30 12:54:48.772764,True
39,284,12,2024-12-28 20:41:53.121581,True
12,28,68,2025-04-01 15:17:13.927139,True
326,44,64,2025-02-14 15:29:27.522732,False
186,251,12,2024-09-02 12:43:44.089854,True
223,181,18,2024-12-06 01:30:41.575355,True
113,156,30,2024-07-31 17:48:44.632624,True
180,279,54,2025-04-10 11:23:32.549729,True
328,240,14,2024-10-31 06:40:29.276175,True
300,151,32,2024-07-10 13:40:53.622633,False
118,152,50,2024-08-07 04:08:30.661879,True
369,67,60,2024-07-12 15:03:30.070127,False
278,219,71,2024-08-03 14:38:20.922907,True
385,271,7,2025-04-15 09:34:46.186590,False
288,262,57,2024-11-02 12:57:59.282293,True
363,194,29,2024-10-13 18:57:02.691824,True
165,49,19,2025-01-06 15:59:46.898637,False
254,157,58,2024-08-18 05:36:43.511234,True
137,280,2,2025-01-20 18:28:24.676361,False
155,61,67,2024-08-12 03:08:07.506227,True
200,31,71,2024-07-20 04:01:48.483963,True
198,14,20,2024-12-19 01:01:20.187497,True
393,78,43,2025-01-19 03:25:26.176197,True
3,249,7,2025-01-14 06:18:58.905459,False
205,78,56,2025-01-25 11:34:14.394485,True
116,282,48,2024-08-23 10:33:35.004256,True
235,171,71,2024-08-14 16:30:32.804207,True
238,166,63,2025-05-16 08:16:58.124336,False
27,105,26,2025-03-15 20:38:35.850678,True
121,249,41,2025-01-26 10:29:43.308516,True
358,39,68,2024-09-30 10:26:03.512436,True
225,280,9,2025-04-23 20:22:55.539042,True
361,207,59,2024-06-03 17:20:22.956388,False
379,264,76,2024-08-29 08:33:09.858720,True
351,122,38,2024-09-24 11:56:03.482865,True
380,132,7,2024-08-02 11:51:57.478624,True
128,100,3,2024-07-31 08:54:55.889578,True
75,124,56,2024-12-14 20:45:39.035032,True
323,133,15,2025-04-21 17:23:21.826782,True
30,92,62,2024-10-04 11:34:26.270593,True
84,294,19,2024-11-14 00:08:06.360278,True
390,75,43,2024-12-16 13:28:12.368954,False
108,143,52,2024-10-13 18:14:10.279476,False
250,43,38,2024-07-24 09:39:56.545734,True
297,21,70,2025-03-23 04:33:03.633802,False
134,168,50,2025-01-22 09:36:22.959739,True
245,137,6,2024-08-17 21:31:58.736531,True
185,143,65,2024-09-07 19:28:46.764228,False
291,236,50,2025-05-26 12:59:11.957380,False
45,160,40,2025-02-14 12:49:46.691419,True
368,199,50,2024-12-28 22:36:06.427627,False
66,30,57,2024-08-25 16:48:06.502461,False
86,128,39,2024-10-18 14:35:47.402856,False
243,80,23,2024-10-03 07:40:47.218824,True
187,19,71,2025-05-24 23:06:20.702743,False
160,125,53,2024-06-12 08:01:13.994891,True
13,212,68,2024-10-21 23:34:36.609942,True
36,109,28,2025-03-14 23:23:37.527866,False
29,219,34,2024-11-12 08:47:23.987862,True
171,251,12,2025-04-06 14:52:11.691569,True
143,32,77,2025-01-18 14:38:14.944845,True
319,267,55,2025-05-08 09:58:20.451580,False
273,37,57,2025-05-13 18:24:40.299391,True
222,110,77,2024-07-31 22:57:29.781394,True
96,300,8,2025-02-26 12:08:45.691752,False
52,97,27,2025-04-06 22:20:47.194502,True
241,34,53,2024-06-09 16:26:07.279370,False
299,41,34,2024-09-24 06:31:37.123343,True
305,265,78,2024-09-05 12:36:33.341238,False
179,271,11,2024-07-27 09:22:10.591975,False
42,87,79,2024-07-06 16:15:25.213284,False
311,245,76,2025-03-18 05:49:28.628630,True
207,70,5,2024-12-15 04:46:38.926089,True
255,191,39,2024-12-20 06:37:28.676972,False
332,148,64,2025-01-05 16:25:39.320611,False
