assignment_id,q1,exp1,assigned_date,answer_provided
381,205,5,2024-12-17 03:10:28.447540,True
240,133,45,2025-01-10 02:18:00.541961,False
76,232,80,2024-08-01 12:50:25.313424,False
248,9,29,2024-09-29 01:58:43.306297,True
111,117,3,2025-04-01 08:42:46.826275,False
17,140,4,2025-04-21 14:30:06.440491,True
67,233,53,2024-12-30 05:59:35.281405,True
154,180,67,2024-09-12 04:05:07.705386,False
8,43,14,2025-02-02 17:56:28.860648,True
20,45,44,2024-06-07 16:34:39.006199,True
138,241,61,2024-12-13 23:24:18.302113,False
356,104,25,2024-10-05 01:50:48.669538,True
350,193,78,2025-06-02 04:40:29.696642,True
132,144,10,2024-10-07 01:32:11.452552,True
388,234,54,2024-06-16 09:52:46.314934,True
293,298,71,2024-06-26 06:58:52.584531,False
387,123,10,2025-03-16 09:46:22.911535,False
298,270,76,2024-07-27 14:03:49.158383,True
61,35,63,2024-07-28 16:18:09.741030,True
80,92,59,2025-02-14 12:39:28.427063,True
286,257,3,2024-11-20 12:02:39.518566,True
306,212,69,2024-06-17 16:39:05.706460,True
282,140,45,2024-12-03 14:43:28.440096,False
158,114,27,2025-04-09 19:27:56.361371,True
110,285,16,2024-11-02 16:59:42.002419,True
18,300,66,2024-07-26 09:44:27.541031,False
348,84,53,2024-11-29 05:33:59.148418,True
25,30,63,2024-12-21 02:15:06.976094,True
176,35,57,2024-11-24 11:56:23.928406,True
352,66,46,2025-04-29 22:19:26.443037,True
333,250,11,2025-02-12 02:07:54.201136,True
168,138,33,2025-01-13 00:48:21.030937,True
246,109,5,2025-02-03 06:25:09.762627,True
312,273,34,2024-12-31 15:05:06.999176,True
146,236,66,2024-08-18 23:47:59.309527,True
259,141,70,2024-11-24 05:01:18.896140,True
178,5,3,2025-05-02 16:42:32.185785,True
120,113,56,2025-05-23 09:25:46.080810,True
195,76,7,2025-03-22 01:52:03.792827,True
230,255,11,2025-06-01 12:17:42.679226,True
266,35,20,2025-01-05 08:19:30.750384,False
219,117,68,2024-08-05 19:14:01.000834,False
308,195,37,2025-03-28 07:23:20.690244,True
37,242,19,2025-01-22 00:31:37.988623,True
140,98,48,2024-08-14 15:03:12.928233,True
292,140,24,2025-01-21 08:56:39.302833,True
156,182,53,2024-09-05 18:27:57.899803,True
197,55,16,2024-11-19 17:47:26.066987,True
285,188,32,2025-02-06 07:11:51.070650,True
60,70,43,2024-08-03 21:20:53.508296,True
112,155,66,2024-09-05 00:36:16.622833,True
166,94,76,2025-05-27 04:39:39.121439,True
364,54,17,2025-01-22 00:38:04.092089,True
7,264,70,2024-12-31 14:30:02.456912,False
334,33,43,2024-10-14 12:47:03.890201,True
276,44,57,2024-06-15 22:42:51.473374,False
151,92,72,2024-09-05 11:25:02.420201,False
11,131,23,2025-05-04 18:07:30.836473,False
193,138,8,2024-11-29 17:41:17.412664,False
104,286,49,2024-07-23 01:09:13.158446,False
82,231,70,2025-05-24 06:14:32.534201,True
317,91,69,2024-12-18 16:00:58.293441,True
399,78,74,2025-01-20 08:47:19.898100,True
