assignment_id,q1,exp1,assigned_date,answer_provided
162,93,43,2024-12-22 16:14:37.158918,True
44,143,46,2024-12-03 23:50:00.492081,False
218,162,63,2024-12-01 13:26:12.906317,True
191,215,60,2025-03-24 00:33:24.608659,False
310,170,65,2025-04-18 08:47:24.737470,True
260,271,35,2025-02-08 07:50:42.784395,True
106,27,20,2024-08-14 20:50:17.880899,True
54,214,70,2025-03-25 12:00:05.655460,True
2,288,59,2024-06-19 06:55:58.862562,True
50,13,71,2024-09-11 00:04:11.032967,True
81,200,19,2025-05-22 16:26:36.404155,True
206,282,57,2025-04-02 19:15:30.210300,True
35,207,21,2024-07-11 02:58:51.442099,False
264,29,66,2024-06-09 01:53:56.807565,False
92,145,8,2024-09-19 18:16:39.930572,True
340,248,62,2025-05-12 01:02:42.129634,False
53,204,42,2024-11-30 07:27:18.382097,True
346,184,27,2024-06-20 07:26:31.688611,True
265,238,58,2024-12-03 18:32:44.352344,True
242,282,25,2025-03-26 13:28:23.335360,True
14,245,72,2025-01-02 00:25:53.179374,True
316,197,22,2025-02-22 04:22:46.938854,False
89,273,38,2024-10-15 21:34:17.864473,True
274,267,55,2025-04-20 21:38:06.466145,True
167,107,31,2024-06-25 15:42:00.708541,True
329,230,49,2024-10-25 17:30:46.835241,True
394,232,65,2024-12-06 04:22:18.075397,True
135,19,45,2024-07-01 19:28:26.713142,True
307,285,12,2024-10-13 06:14:26.632649,True
384,142,10,2024-06-08 09:52:34.186894,False
320,181,74,2024-08-25 18:50:04.514656,True
244,253,35,2025-01-14 02:11:36.837688,True
55,166,29,2024-11-23 21:33:25.171940,True
51,162,65,2024-11-22 18:45:51.693972,True
175,159,68,2024-08-19 10:11:11.060127,False
190,40,64,2025-03-09 06:59:33.997521,False
398,179,25,2024-11-21 09:09:34.133862,True
188,5,25,2024-06-19 17:48:01.799879,False
170,268,73,2024-07-14 20:42:29.078055,True
59,32,80,2024-12-16 02:45:23.117333,False
49,200,49,2024-06-07 04:39:05.940764,False
345,118,21,2024-06-11 06:27:29.112518,False
236,43,55,2025-05-06 01:12:34.682791,True
253,38,5,2024-11-23 15:25:01.075542,True
22,68,51,2024-06-16 13:35:40.943273,False
314,281,23,2024-11-05 04:40:00.074759,True
161,125,66,2025-01-17 05:07:34.597424,True
277,95,27,2025-01-14 14:11:49.022950,True
192,76,4,2024-11-12 12:54:41.687145,False
294,130,2,2024-11-06 11:41:30.947909,True
344,227,56,2024-12-13 08:46:02.815963,False
258,158,60,2025-03-18 00:14:07.866017,True
309,224,29,2025-02-09 22:31:06.303622,True
150,96,46,2024-06-04 17:40:25.772145,True
131,230,71,2024-07-21 14:55:31.397403,False
152,162,36,2025-01-10 10:35:33.723249,False
360,281,57,2025-02-11 03:31:08.751384,True
100,139,72,2024-08-16 18:33:29.480180,True
373,1,47,2025-03-25 05:31:20.083882,True
88,22,63,2025-05-05 19:06:03.891950,False
331,180,56,2024-08-21 20:11:23.111074,True
215,137,66,2024-10-08 14:41:19.682605,True
122,13,8,2024-10-11 20:20:37.699521,True
400,40,2,2025-04-04 11:39:41.175041,False
21,137,71,2024-07-22 21:53:14.738097,True
189,79,43,2025-02-15 12:38:03.142378,True
72,36,7,2024-07-22 16:25:34.161520,True
107,148,23,2024-09-03 00:53:29.376425,True
271,266,5,2024-09-03 08:37:23.439696,True
349,121,70,2024-09-05 17:36:57.117122,True
103,103,65,2024-12-07 21:25:02.703967,True
