result_id,takers_id,test_type,test_date,completion_time,total_score,personality_type,stress_level,validity_check,report_generated
375,10,MMPI,2024-11-18,80,86,ENTJ,높음,True,True
40,57,NEO-PI-R,2024-09-25,87,87,ISFJ,낮음,True,True
224,2,NEO-PI-R,2024-12-19,52,124,ISFJ,높음,True,True
173,87,MMPI,2024-07-21,91,84,INTJ,보통,False,True
31,114,MMPI,2025-03-27,59,120,ENFP,보통,True,False
153,84,NEO-PI-R,2024-12-26,20,74,ISFP,낮음,True,True
125,18,CPI,2025-01-20,33,94,ESTP,보통,True,False
295,166,MBTI,2025-05-25,24,92,ENTJ,보통,True,True
256,179,CPI,2025-01-05,78,147,ENFP,높음,True,False
79,29,Big5,2024-12-04,107,124,ENFP,낮음,True,True
102,173,Big5,2024-08-09,57,102,ESTP,낮음,True,True
32,37,MMPI,2025-01-09,80,134,ENTP,높음,True,True
353,105,Big5,2025-02-13,41,56,INTJ,낮음,True,True
269,78,Big5,2025-05-15,107,137,ESTP,높음,True,True
395,148,Big5,2024-07-17,28,66,INTJ,보통,True,True
74,133,MBTI,2024-11-30,97,116,ENTJ,높음,True,False
321,106,CPI,2024-11-10,105,76,INFP,높음,True,True
141,144,CPI,2024-12-26,118,101,INTJ,높음,True,True
6,183,MMPI,2025-04-11,110,133,ESTP,보통,True,False
46,97,NEO-PI-R,2024-12-18,81,75,INFP,보통,True,True
389,171,CPI,2025-02-15,83,90,INTJ,보통,True,True
247,122,NEO-PI-R,2025-03-09,95,66,ENTJ,매우높음,True,True
228,73,MBTI,2025-01-13,18,91,INFP,낮음,True,True
370,83,MBTI,2025-04-01,118,138,None,보통,True,True
177,194,NEO-PI-R,2025-03-09,78,134,ISFP,보통,True,True
290,83,MMPI,2025-04-23,74,85,ENTJ,매우높음,False,True
4,159,MBTI,2025-03-13,20,77,None,높음,True,True
19,111,NEO-PI-R,2024-11-09,80,88,ENTJ,매우높음,True,True
203,29,MBTI,2024-06-21,104,72,ENTP,보통,True,True
251,26,NEO-PI-R,2025-03-15,103,82,None,낮음,True,True
275,53,MMPI,2025-03-10,71,100,INFP,높음,True,False
64,40,MMPI,2025-01-05,108,123,ENTJ,보통,True,False
249,173,MMPI,2024-11-13,81,56,ESTP,낮음,True,False
302,28,Big5,2024-07-24,53,100,ISFP,높음,True,True
109,56,NEO-PI-R,2024-06-08,52,125,ENTP,낮음,True,True
91,149,CPI,2025-01-09,91,85,ENTP,보통,True,True
234,31,MMPI,2024-09-20,84,101,INFP,낮음,True,True
336,116,Big5,2024-06-28,53,59,None,낮음,True,True
119,166,Big5,2024-11-30,51,130,ESTP,낮음,True,False
221,86,MMPI,2024-12-23,36,64,INTJ,보통,True,True
181,14,NEO-PI-R,2024-10-18,116,57,ENTJ,높음,False,True
315,195,NEO-PI-R,2025-05-05,31,131,ESTP,높음,True,True
374,15,Big5,2025-01-20,46,127,ENFP,보통,True,True
381,172,NEO-PI-R,2024-08-09,33,52,INFP,보통,True,True
240,69,CPI,2024-06-24,104,72,None,매우높음,True,True
76,48,CPI,2025-04-30,51,125,ISFP,보통,True,True
248,52,NEO-PI-R,2024-07-18,119,78,ISFP,보통,True,True
111,199,MMPI,2024-06-27,43,93,INTJ,보통,True,True
17,5,Big5,2025-04-02,87,82,INTJ,보통,False,True
67,58,CPI,2024-06-30,22,127,ESTP,보통,True,True
154,83,MBTI,2024-09-06,18,130,ENFP,매우높음,True,True
8,188,MBTI,2025-04-13,90,106,ISFP,높음,True,False
20,94,MBTI,2025-02-25,106,96,ISFJ,높음,True,True
138,103,CPI,2025-04-10,16,130,None,높음,True,True
356,24,MBTI,2025-04-19,80,107,ENTJ,높음,True,False
350,37,MBTI,2024-09-19,25,66,ENTP,매우높음,True,False
132,157,MBTI,2024-12-28,120,103,INFP,높음,True,True
388,195,CPI,2025-05-22,114,123,None,높음,True,False
293,33,MBTI,2024-09-25,48,69,ENTP,낮음,True,False
387,161,MMPI,2024-12-13,60,69,ENTJ,낮음,True,True
298,142,NEO-PI-R,2024-11-20,72,121,ESTP,높음,True,True
61,173,NEO-PI-R,2024-12-23,105,100,INTJ,매우높음,True,True
80,128,MMPI,2024-07-15,46,93,INFP,높음,True,True
286,169,CPI,2025-02-07,55,130,INTJ,매우높음,True,True
306,133,MMPI,2024-07-15,104,88,None,매우높음,True,True
282,158,MMPI,2025-04-01,105,82,ENFP,높음,True,True
158,37,MBTI,2024-11-02,62,104,INTJ,보통,True,True
110,88,NEO-PI-R,2024-08-17,96,78,INFP,보통,False,True
18,119,NEO-PI-R,2024-09-09,104,92,ISFP,낮음,True,False
348,58,MBTI,2024-11-29,51,62,INFP,높음,False,False
25,80,NEO-PI-R,2025-03-21,83,50,ISFP,매우높음,True,True
176,175,MMPI,2025-02-08,39,136,INTJ,낮음,True,False
352,5,NEO-PI-R,2024-12-20,90,51,ENTJ,매우높음,True,True
333,86,MBTI,2025-01-29,70,150,ISFP,낮음,True,True
168,112,MBTI,2025-01-12,39,72,INTJ,낮음,True,True
246,48,Big5,2024-09-01,36,112,INFP,보통,True,True
312,152,CPI,2024-07-18,68,133,ENTP,보통,True,True
146,180,NEO-PI-R,2024-12-09,90,101,ENTP,낮음,True,True
259,37,MMPI,2024-12-07,67,130,ENTP,매우높음,True,True
178,155,MMPI,2025-03-14,18,150,INFP,낮음,True,True
120,87,Big5,2024-08-05,83,87,ENTP,보통,True,True
195,63,MBTI,2025-02-23,108,59,ISFJ,높음,False,True
230,122,NEO-PI-R,2025-02-13,52,71,ISFP,보통,True,True
266,196,Big5,2025-01-20,112,68,None,보통,True,False
219,9,NEO-PI-R,2024-07-06,107,144,ISFJ,보통,True,True
308,180,MBTI,2024-12-28,68,74,ENFP,매우높음,True,False
37,151,Big5,2025-04-23,80,60,ISFJ,보통,True,True
140,21,CPI,2024-09-22,15,68,ISFJ,높음,True,True
292,80,CPI,2024-09-08,72,81,ENTP,매우높음,True,True
156,169,CPI,2024-12-07,98,105,None,높음,True,False
197,199,NEO-PI-R,2025-03-14,55,108,INTJ,높음,True,True
285,56,CPI,2025-05-23,41,128,ESTP,높음,True,True
60,139,NEO-PI-R,2025-01-26,42,143,ISFP,매우높음,True,True
112,89,NEO-PI-R,2024-11-13,55,147,INTJ,매우높음,False,False
166,15,Big5,2024-06-27,55,83,ISFP,낮음,True,True
364,2,NEO-PI-R,2024-07-05,62,66,ENTP,보통,True,True
7,91,Big5,2024-11-01,91,140,ENTJ,낮음,False,True
334,131,CPI,2025-01-12,48,63,ENTJ,낮음,True,True
276,93,MMPI,2024-07-21,41,65,INFP,높음,True,True
151,95,MBTI,2025-04-15,20,84,ENTP,보통,True,True
11,95,MBTI,2024-10-31,52,148,ESTP,매우높음,True,True
193,18,MMPI,2025-04-28,27,145,INFP,매우높음,True,True
104,107,MMPI,2024-12-01,64,57,INFP,매우높음,True,True
82,47,CPI,2024-11-21,81,132,ESTP,보통,True,False
317,131,MMPI,2024-10-24,75,126,INFP,보통,True,True
399,88,MMPI,2024-12-08,77,67,INFP,매우높음,True,True
