record_id,owner,result,created_at,game_type
56,247,승리,2024-12-27 18:26:17.989206,퀘스트
57,143,패배,2025-04-21 01:29:47.911805,퀘스트
58,75,무승부,2024-12-07 09:39:48.495537,PvP
59,125,패배,2025-05-03 13:54:33.085427,PvE
60,161,승리,2025-02-25 03:41:54.762764,이벤트
61,126,패배,2025-02-05 02:39:02.743339,퀘스트
62,79,승리,2025-01-06 22:36:28.814671,PvP
63,221,승리,2024-12-25 02:08:06.217015,이벤트
64,224,무승부,2025-02-11 00:22:17.547000,레이드
65,167,승리,2025-01-26 03:15:43.225870,PvP
66,80,승리,2025-04-05 04:54:18.493497,PvE
67,105,무승부,2024-12-27 09:16:26.897645,레이드
68,4,승리,2025-01-30 01:24:38.337850,퀘스트
69,92,패배,2025-01-24 22:56:27.141271,PvE
70,165,무승부,2024-12-10 23:43:58.220715,이벤트
71,174,패배,2024-12-30 02:53:51.896905,레이드
72,9,승리,2025-02-23 16:00:31.790817,레이드
73,273,패배,2025-05-27 12:52:20.337181,PvE
74,123,패배,2025-04-25 05:06:40.585560,PvE
75,103,승리,2025-04-09 03:14:48.291627,퀘스트
76,233,승리,2025-02-26 23:27:24.801383,퀘스트
77,153,무승부,2025-03-24 07:47:37.880339,PvP
78,33,무승부,2025-01-29 04:42:33.459972,레이드
79,255,무승부,2025-05-15 19:42:07.644521,PvE
80,27,무승부,2025-01-27 17:01:53.103014,퀘스트
81,15,승리,2025-03-03 09:11:52.235496,레이드
82,41,무승부,2025-01-15 15:34:59.225694,이벤트
83,256,무승부,2025-05-18 08:57:16.409851,PvP
84,277,무승부,2025-01-26 23:55:48.603606,이벤트
85,177,무승부,2024-12-20 12:09:15.098688,레이드
86,207,무승부,2025-04-11 00:31:25.510536,레이드
87,247,패배,2024-12-08 22:41:45.625140,퀘스트
88,115,승리,2025-05-10 09:09:13.424286,이벤트
89,244,승리,2025-01-12 00:27:16.921065,PvE
90,271,패배,2025-03-14 10:15:25.736243,PvP
91,193,무승부,2025-04-22 12:06:30.543321,레이드
92,25,승리,2025-01-11 22:50:27.856223,이벤트
93,275,무승부,2024-12-31 12:18:46.593426,퀘스트
94,41,승리,2025-03-23 08:00:50.332774,레이드
95,204,패배,2025-02-26 08:32:30.844219,퀘스트
96,278,패배,2025-04-12 03:10:28.396895,PvE
97,190,패배,2025-01-02 07:21:35.850554,퀘스트
98,212,무승부,2025-05-01 12:51:33.675446,PvP
99,187,무승부,2025-03-21 22:48:44.562940,PvP
100,283,무승부,2025-05-08 06:05:55.878193,PvE
101,192,패배,2025-03-14 06:15:35.816777,이벤트
102,141,패배,2025-05-08 17:25:58.923512,PvP
103,41,무승부,2025-01-18 08:39:59.552499,퀘스트
104,45,승리,2025-05-30 21:13:43.583241,PvE
105,146,패배,2025-05-07 20:52:57.627999,PvE
106,89,무승부,2025-03-29 08:21:02.704038,PvP
107,90,무승부,2025-04-18 09:52:35.877959,퀘스트
108,229,패배,2025-04-09 13:31:20.868599,PvP
109,26,승리,2025-01-17 01:48:35.134387,레이드
110,187,패배,2025-02-16 06:59:23.845931,PvE
111,255,승리,2025-03-01 01:52:56.635489,PvE
112,294,승리,2025-01-08 17:08:58.333730,퀘스트
113,82,무승부,2025-01-29 23:37:54.343232,이벤트
114,18,승리,2025-01-19 03:35:35.442566,레이드
115,131,무승부,2025-02-02 05:35:31.657370,이벤트
116,182,승리,2024-12-02 17:59:28.752089,퀘스트
117,191,무승부,2025-01-31 05:35:30.319240,퀘스트
118,253,승리,2025-02-16 11:08:11.128780,퀘스트
119,54,패배,2024-12-06 18:31:21.486838,레이드
120,120,패배,2025-02-21 06:31:04.914563,PvE
121,38,패배,2024-12-06 09:45:03.145900,퀘스트
122,230,무승부,2025-02-19 03:52:56.167859,PvE
123,49,승리,2024-12-27 23:10:41.385890,레이드
124,254,무승부,2025-04-04 14:02:39.718584,이벤트
125,147,무승부,2025-04-11 19:01:31.240381,퀘스트
126,216,무승부,2025-01-19 05:58:49.691344,퀘스트
127,1,승리,2025-01-30 12:40:21.784100,퀘스트
128,157,무승부,2025-05-29 18:05:21.898577,PvP
129,111,패배,2025-03-21 21:20:31.486570,퀘스트
130,254,무승부,2025-04-21 13:59:17.667699,PvE
131,72,승리,2025-03-06 17:26:27.152763,PvP
132,8,패배,2025-05-16 06:08:41.464602,PvE
133,181,승리,2025-05-13 00:18:28.002187,PvP
134,74,승리,2025-03-30 13:04:48.900600,레이드
135,93,승리,2024-12-16 10:08:47.476218,PvP
136,105,무승부,2025-05-22 01:20:32.544478,레이드
137,270,승리,2025-04-26 16:47:55.523544,PvE
138,8,무승부,2025-04-27 05:57:45.404206,레이드
139,268,패배,2025-02-09 03:37:52.797925,PvP
140,97,무승부,2025-04-07 12:13:19.335963,PvP
141,279,패배,2025-02-10 15:31:50.596150,PvE
142,256,무승부,2025-01-22 03:53:43.664029,PvP
143,256,패배,2025-04-04 04:00:19.910711,PvP
144,94,패배,2025-04-23 10:46:24.457805,PvP
145,8,무승부,2025-05-17 19:07:28.672071,이벤트
146,52,패배,2025-02-01 12:26:57.042454,퀘스트
147,261,승리,2025-02-23 23:27:41.829745,퀘스트
148,128,패배,2025-05-18 08:32:35.896216,퀘스트
149,83,승리,2025-04-17 11:43:10.441515,이벤트
150,151,승리,2025-01-20 10:50:27.031164,PvE
151,40,무승부,2025-02-25 13:10:57.000236,이벤트
152,292,패배,2025-05-15 18:29:53.998450,PvE
153,23,승리,2025-03-11 06:03:50.373434,퀘스트
154,84,패배,2025-02-18 04:19:01.441895,PvE
155,2,승리,2025-01-28 18:12:30.366126,PvP
156,134,패배,2025-03-02 00:25:36.480296,PvE
157,76,승리,2025-03-04 23:21:22.393482,이벤트
158,234,패배,2025-02-13 04:05:17.162574,이벤트
159,19,패배,2025-03-21 22:59:57.342364,이벤트
160,272,승리,2025-01-14 08:15:38.971519,퀘스트
161,59,승리,2025-05-19 20:49:14.730939,PvP
162,65,패배,2025-05-05 01:25:58.573529,레이드
163,91,패배,2025-01-30 16:19:20.749640,PvP
164,165,패배,2025-05-04 21:43:18.069997,이벤트
165,203,패배,2024-12-05 00:45:49.719341,레이드
166,159,승리,2025-01-28 14:56:21.565948,이벤트
167,242,패배,2025-01-17 21:19:35.527191,레이드
168,119,패배,2025-01-26 11:39:44.316689,퀘스트
169,209,무승부,2024-12-13 23:24:37.243529,PvP
170,64,패배,2025-05-20 19:05:56.263869,퀘스트
171,98,패배,2025-01-29 04:23:00.719508,PvE
172,44,무승부,2025-02-17 04:51:27.529386,PvE
173,290,무승부,2025-04-19 15:51:30.489439,이벤트
174,60,승리,2025-02-05 17:45:30.646120,PvP
175,94,패배,2025-05-10 19:48:20.868953,이벤트
176,31,패배,2025-05-11 11:26:59.774396,PvP
177,257,무승부,2024-12-18 21:32:11.845772,이벤트
178,196,승리,2025-05-12 22:25:47.909874,PvE
179,152,패배,2025-05-03 05:12:59.084011,레이드
180,49,무승부,2025-02-10 04:34:55.197203,PvE
181,209,무승부,2025-02-02 05:35:26.965372,퀘스트
182,88,무승부,2025-01-24 04:46:45.320120,퀘스트
183,275,승리,2025-02-16 16:55:34.868308,PvE
184,265,무승부,2025-03-06 14:02:32.329808,PvE
185,212,승리,2025-02-28 14:02:13.782936,PvE
186,80,무승부,2025-02-09 06:09:55.199708,PvE
187,273,승리,2024-12-11 01:21:10.568320,PvE
188,124,무승부,2025-01-30 16:10:12.065143,PvP
189,264,무승부,2025-01-10 21:35:30.045129,레이드
190,65,패배,2025-04-08 06:52:06.357005,PvP
191,260,승리,2025-02-02 13:03:36.839407,레이드
192,204,패배,2025-04-18 08:23:22.378335,PvE
193,254,승리,2025-05-01 00:45:32.432027,PvP
194,202,패배,2025-04-08 22:49:57.656082,레이드
195,43,승리,2025-02-10 12:48:02.009990,이벤트
196,94,무승부,2025-05-13 23:53:47.736384,퀘스트
197,167,패배,2025-02-23 10:43:02.305868,이벤트
198,150,패배,2024-12-16 12:04:18.614213,레이드
199,121,패배,2025-02-14 06:00:58.913310,퀘스트
200,116,무승부,2025-02-10 00:53:43.404987,PvP
201,84,무승부,2025-02-17 18:09:30.948541,퀘스트
202,23,승리,2025-04-12 22:19:17.255078,레이드
203,112,무승부,2024-12-28 12:38:52.990831,PvE
204,234,승리,2025-04-18 12:26:34.890422,PvP
205,123,패배,2025-02-17 01:00:44.186858,PvE
206,131,승리,2025-01-19 07:15:47.927598,레이드
207,288,승리,2025-03-21 04:28:44.674192,퀘스트
208,292,무승부,2025-02-11 12:12:50.565485,레이드
209,102,패배,2025-02-06 06:28:00.669882,레이드
210,105,무승부,2025-01-17 00:44:43.224856,퀘스트
211,40,무승부,2025-02-22 15:47:06.241034,레이드
212,131,무승부,2025-01-18 11:24:10.163362,퀘스트
213,178,패배,2025-03-23 06:36:07.788171,퀘스트
214,249,패배,2025-05-31 17:15:20.962027,레이드
215,184,무승부,2025-01-31 00:27:01.285661,PvP
216,150,패배,2024-12-09 11:45:53.463755,퀘스트
217,14,무승부,2025-04-27 06:29:13.859455,이벤트
218,14,무승부,2025-02-22 06:23:18.303874,레이드
219,221,무승부,2025-03-02 07:35:20.265135,퀘스트
220,91,승리,2025-05-06 05:51:32.111294,이벤트
221,299,승리,2025-01-17 21:57:37.210470,퀘스트
222,86,승리,2025-04-18 22:40:17.218975,이벤트
223,121,무승부,2025-04-20 00:26:28.149844,PvP
224,103,무승부,2025-01-07 03:35:02.379755,PvE
225,290,패배,2025-01-31 13:52:04.998870,퀘스트
226,77,패배,2025-03-04 03:15:12.496280,PvE
227,152,무승부,2025-01-03 12:36:20.894515,PvP
228,79,승리,2025-01-17 03:18:57.324385,이벤트
229,10,무승부,2025-01-02 21:20:53.676232,PvP
230,112,패배,2025-01-06 18:00:05.857831,PvE
231,208,무승부,2025-02-19 11:04:00.520534,이벤트
232,57,무승부,2025-05-30 05:41:28.537381,PvE
233,4,승리,2025-04-02 06:17:52.507773,레이드
234,172,승리,2025-01-17 07:34:48.772462,레이드
235,203,무승부,2025-04-10 09:36:18.990128,PvE
236,5,승리,2025-04-13 21:40:05.606947,퀘스트
237,207,패배,2024-12-25 10:06:04.928550,퀘스트
238,101,무승부,2025-03-06 10:33:47.816265,PvE
239,285,무승부,2025-04-14 17:05:19.833155,퀘스트
240,7,무승부,2025-01-10 08:33:29.419280,퀘스트
241,193,패배,2025-05-26 16:34:29.773884,레이드
242,149,패배,2025-03-30 02:47:31.104352,레이드
243,138,패배,2025-05-10 04:35:43.821365,이벤트
244,27,무승부,2024-12-31 03:05:01.488252,퀘스트
245,181,무승부,2025-05-28 13:49:15.915768,이벤트
246,110,무승부,2025-02-25 13:10:29.399201,이벤트
247,25,승리,2025-03-13 07:54:33.999815,레이드
248,26,패배,2024-12-09 11:28:28.600899,퀘스트
249,270,무승부,2024-12-09 21:19:08.855756,이벤트
250,54,패배,2025-03-26 18:26:31.352344,이벤트
251,70,무승부,2025-01-03 10:07:45.457920,PvE
252,280,패배,2025-02-05 21:02:33.951765,레이드
253,173,패배,2025-04-07 04:34:28.307022,PvP
254,224,승리,2025-01-15 00:07:11.655517,퀘스트
255,172,승리,2025-01-01 11:47:12.567968,이벤트
256,43,무승부,2025-04-16 09:59:42.061916,PvE
257,181,패배,2025-03-21 12:54:33.215149,PvP
258,83,승리,2025-04-27 09:30:59.220983,이벤트
259,139,패배,2025-05-08 11:45:14.739267,레이드
260,229,승리,2025-02-15 09:16:19.105548,퀘스트
261,99,패배,2024-12-11 13:24:43.847564,퀘스트
262,39,무승부,2024-12-09 01:23:56.123294,PvE
263,165,무승부,2025-02-02 17:21:43.317519,PvP
264,237,무승부,2025-05-28 15:48:43.398598,퀘스트
265,62,승리,2025-03-26 06:16:32.594476,PvP
266,291,무승부,2025-01-05 01:08:36.152582,PvE
267,54,무승부,2025-05-22 19:26:59.130657,이벤트
268,127,무승부,2025-02-17 07:51:48.173722,PvP
269,55,무승부,2025-04-19 09:11:25.495331,PvP
270,72,패배,2025-03-17 02:38:42.687494,퀘스트
271,30,무승부,2025-05-04 19:20:32.166010,이벤트
272,287,패배,2025-04-21 18:18:58.004632,이벤트
273,2,무승부,2024-12-26 04:59:07.578737,레이드
274,232,패배,2025-01-19 00:49:46.466142,PvP
275,211,무승부,2025-04-14 17:56:14.627282,퀘스트
276,133,승리,2025-02-06 08:24:04.302216,PvE
277,161,무승부,2025-05-08 19:33:57.400822,PvP
278,74,무승부,2025-01-17 20:38:54.689779,이벤트
279,65,승리,2025-02-08 03:36:08.797688,이벤트
280,126,패배,2025-03-03 19:26:43.760912,이벤트
281,149,패배,2024-12-08 19:36:17.528545,이벤트
282,71,무승부,2025-02-11 00:02:54.124151,이벤트
283,133,승리,2025-04-25 12:06:51.283792,이벤트
284,21,패배,2025-05-10 04:38:28.030609,레이드
285,16,승리,2025-02-22 22:47:05.972138,PvE
286,197,무승부,2025-04-11 04:51:16.435278,퀘스트
287,216,패배,2024-12-06 18:03:49.758682,PvP
288,41,승리,2025-03-11 16:12:55.597250,PvP
289,57,승리,2025-03-17 14:10:56.592458,레이드
290,29,패배,2024-12-22 05:24:33.066118,PvE
291,247,승리,2025-03-31 18:24:55.973438,PvP
292,244,패배,2024-12-26 07:42:04.040725,PvP
293,179,승리,2025-04-06 05:52:19.368020,레이드
294,70,무승부,2025-04-15 10:32:14.421922,PvP
295,246,패배,2025-01-13 09:19:06.504969,레이드
296,130,승리,2025-01-23 19:46:22.893519,레이드
297,203,승리,2025-04-05 09:28:45.487123,PvE
298,10,승리,2025-04-19 03:29:35.513581,PvP
299,198,패배,2025-04-19 09:07:01.949109,레이드
300,87,무승부,2025-04-05 19:35:48.844532,레이드
301,106,승리,2025-02-20 01:55:09.220937,레이드
302,48,무승부,2025-03-03 10:25:50.977496,레이드
303,209,무승부,2025-05-02 03:37:18.797883,PvE
304,80,승리,2025-02-26 04:32:10.986422,이벤트
305,228,패배,2025-02-28 07:46:31.612838,PvP
306,39,패배,2025-02-10 00:11:06.426170,이벤트
307,214,패배,2025-06-01 11:20:57.435757,퀘스트
308,104,패배,2025-01-24 01:03:30.125770,PvE
309,144,패배,2025-04-15 17:35:18.059927,PvP
310,133,패배,2025-01-12 19:40:51.937947,레이드
311,272,승리,2025-03-22 14:46:32.145410,PvE
312,60,패배,2024-12-24 11:03:23.123956,PvP
313,60,승리,2025-03-28 12:46:51.019463,PvP
314,97,승리,2025-02-11 20:23:50.307985,레이드
315,269,패배,2025-03-17 19:04:35.870604,PvE
316,71,승리,2024-12-31 10:27:44.511475,퀘스트
317,156,패배,2025-01-04 07:03:21.095827,레이드
318,105,승리,2024-12-15 05:15:13.677790,퀘스트
319,281,패배,2025-05-04 02:30:15.322433,퀘스트
320,206,무승부,2025-01-17 13:29:01.767073,퀘스트
321,6,승리,2025-01-24 14:46:23.636842,퀘스트
322,229,무승부,2025-02-04 03:23:34.742419,PvE
323,151,승리,2025-05-12 19:26:14.810320,퀘스트
324,92,승리,2025-02-17 09:28:20.790955,이벤트
325,42,무승부,2025-03-18 00:36:24.813515,레이드
326,204,무승부,2025-05-23 10:21:25.402168,퀘스트
327,288,무승부,2025-04-03 12:59:21.754567,PvE
328,96,패배,2024-12-09 12:49:31.891793,퀘스트
329,44,승리,2025-04-24 22:09:09.795267,레이드
330,222,무승부,2025-03-20 18:00:00.724004,이벤트
331,300,승리,2024-12-12 00:14:48.997048,퀘스트
332,83,무승부,2025-02-27 04:25:58.429960,PvE
333,290,승리,2025-01-23 22:29:42.038411,PvP
334,252,승리,2025-03-10 09:52:18.940628,이벤트
335,6,무승부,2025-05-19 22:00:20.392470,PvE
336,202,무승부,2025-03-20 15:20:01.931890,PvP
337,214,무승부,2024-12-08 18:45:06.321077,퀘스트
338,11,패배,2024-12-04 10:11:54.429698,PvE
339,287,승리,2025-05-31 19:44:46.107932,레이드
340,41,무승부,2025-04-01 03:01:56.673146,PvP
341,154,승리,2025-05-20 08:46:27.170592,PvE
342,145,패배,2025-01-15 10:20:45.584108,PvE
343,123,승리,2025-01-28 17:27:19.979672,PvE
344,296,패배,2025-03-16 02:41:20.655099,이벤트
345,237,패배,2025-05-29 18:14:44.167143,PvE
346,174,무승부,2025-02-19 22:14:49.546283,PvE
347,103,패배,2025-03-05 05:41:23.774680,PvE
348,240,승리,2025-01-22 19:02:45.839981,이벤트
349,41,패배,2025-05-21 03:01:48.136060,PvP
350,246,무승부,2025-01-14 22:27:14.279700,퀘스트
351,45,무승부,2025-03-17 07:55:12.414654,이벤트
352,225,무승부,2025-04-06 10:58:51.697977,레이드
353,286,승리,2025-05-12 12:42:57.689167,이벤트
354,147,패배,2025-04-25 10:46:53.394614,퀘스트
355,139,패배,2025-04-26 18:15:37.027142,레이드
356,293,패배,2024-12-29 01:15:49.387047,퀘스트
357,250,승리,2025-04-13 11:29:25.973642,레이드
358,71,패배,2025-05-04 15:59:27.268119,레이드
359,56,패배,2025-05-28 12:39:39.340202,PvE
360,202,무승부,2024-12-26 15:55:23.806867,이벤트
361,265,승리,2024-12-28 09:26:19.023854,PvE
362,49,무승부,2025-05-12 14:43:26.587713,퀘스트
363,84,무승부,2025-04-22 05:42:27.674755,레이드
364,120,승리,2025-03-11 22:48:14.479880,이벤트
365,108,무승부,2024-12-22 16:52:40.687421,PvP
366,145,패배,2025-05-20 06:51:42.035365,이벤트
367,162,패배,2025-02-13 01:23:47.351833,PvE
368,122,패배,2025-04-16 02:10:39.001415,PvP
369,91,무승부,2025-02-20 07:38:48.192046,퀘스트
370,214,무승부,2025-02-27 19:32:33.775955,퀘스트
371,234,승리,2025-04-08 06:51:24.311885,PvE
372,236,승리,2024-12-26 14:17:21.304045,레이드
373,92,무승부,2025-05-01 10:15:58.747304,이벤트
374,81,승리,2025-02-11 11:19:20.664095,퀘스트
375,194,무승부,2025-03-22 07:26:13.395076,이벤트
376,185,승리,2025-04-07 10:06:03.254715,레이드
377,96,승리,2025-04-12 10:55:12.665303,PvP
378,64,승리,2025-01-04 21:35:06.343654,레이드
379,205,무승부,2025-01-21 20:21:00.462520,PvE
380,163,무승부,2025-02-07 10:19:45.739973,레이드
381,275,패배,2024-12-05 01:01:39.552945,PvP
382,278,무승부,2025-04-09 15:34:04.661405,레이드
383,67,무승부,2025-04-18 22:18:44.293938,PvP
384,58,무승부,2025-01-28 15:27:24.376736,레이드
385,81,무승부,2025-01-30 01:43:22.568666,이벤트
386,171,무승부,2025-03-10 05:28:13.620718,레이드
387,207,패배,2025-02-07 21:45:32.546244,레이드
388,167,승리,2025-06-01 23:15:27.608904,PvE
389,35,패배,2025-02-02 19:16:18.353723,레이드
390,101,무승부,2025-01-28 12:16:03.544161,퀘스트
391,17,승리,2025-02-03 12:43:08.516564,레이드
392,274,승리,2025-05-17 17:30:00.081678,퀘스트
393,61,패배,2025-01-06 20:40:04.443781,이벤트
394,133,무승부,2025-03-17 09:52:05.974931,퀘스트
395,39,승리,2024-12-24 22:20:32.759494,이벤트
396,53,패배,2025-02-13 14:11:28.988876,PvP
397,59,무승부,2025-03-20 03:06:49.046505,PvP
398,135,패배,2025-01-20 06:30:49.151458,PvE
399,188,무승부,2025-05-01 16:15:21.839065,이벤트
400,106,승리,2025-05-09 00:38:25.975992,PvP
401,224,승리,2025-05-20 22:05:35.856015,PvE
402,137,패배,2025-05-22 02:23:32.796685,퀘스트
403,90,승리,2025-02-19 00:38:06.181441,PvP
404,33,무승부,2025-05-16 22:37:48.446965,PvE
405,146,패배,2025-04-23 01:23:14.351336,퀘스트
406,203,승리,2025-02-02 05:59:28.017984,PvP
407,206,승리,2024-12-22 06:05:57.666231,이벤트
408,132,무승부,2025-01-07 22:54:44.247284,PvE
409,202,패배,2025-05-05 10:46:36.465234,PvE
410,298,무승부,2025-02-16 16:08:18.192478,이벤트
411,232,패배,2025-05-21 19:58:14.016272,PvP
412,167,패배,2024-12-03 23:49:13.828152,이벤트
413,161,패배,2025-01-31 22:25:34.462866,PvP
414,7,승리,2025-04-25 13:05:27.135531,레이드
415,255,패배,2025-04-12 16:08:50.831657,이벤트
416,289,패배,2024-12-31 22:06:45.106714,PvP
417,4,패배,2025-04-27 10:02:42.218237,퀘스트
418,13,무승부,2025-03-02 14:21:20.701313,PvP
419,176,무승부,2025-02-22 15:54:03.942696,PvE
420,43,승리,2025-03-15 06:24:11.228789,레이드
421,27,패배,2025-01-20 10:17:24.366350,퀘스트
422,62,패배,2024-12-09 08:08:01.524034,PvE
423,235,승리,2025-05-02 10:27:24.160905,레이드
424,13,무승부,2025-02-22 02:26:54.594136,퀘스트
425,166,패배,2025-01-02 12:54:59.752417,레이드
426,212,승리,2025-01-15 20:14:16.874853,PvE
427,134,무승부,2025-04-16 12:09:35.893092,PvE
428,15,패배,2025-05-09 14:37:07.664912,퀘스트
429,147,승리,2025-04-23 11:03:34.332786,레이드
430,138,무승부,2025-03-13 18:19:09.614395,PvP
431,182,무승부,2025-04-25 00:42:41.461783,PvP
432,63,승리,2024-12-03 07:19:27.742543,PvE
433,288,패배,2024-12-03 06:26:58.789501,레이드
434,29,승리,2025-02-18 20:19:49.439818,이벤트
435,231,무승부,2024-12-18 01:28:21.938384,이벤트
436,3,승리,2025-02-09 21:29:01.142684,퀘스트
437,85,패배,2025-03-27 01:19:13.501123,PvP
438,39,패배,2025-06-01 06:41:18.952771,이벤트
439,78,패배,2025-06-01 12:21:07.399905,이벤트
440,190,승리,2025-02-26 16:14:04.316622,레이드
441,224,패배,2025-03-05 07:47:19.019264,이벤트
442,249,무승부,2024-12-01 23:09:14.372680,PvE
443,72,패배,2025-05-18 23:26:04.453084,PvE
444,224,승리,2025-01-29 02:46:34.909220,PvP
445,157,승리,2024-12-18 17:01:37.002305,퀘스트
446,17,승리,2025-05-22 15:22:14.342554,퀘스트
447,44,승리,2025-06-01 06:11:31.862341,퀘스트
448,67,무승부,2025-05-07 08:05:37.364135,레이드
449,205,무승부,2025-01-29 11:47:18.100225,이벤트
450,63,무승부,2024-12-17 12:23:05.937749,레이드
451,191,승리,2025-02-04 19:27:54.840741,PvP
452,241,무승부,2025-02-10 17:55:20.550133,레이드
453,9,승리,2025-03-31 05:01:43.223724,퀘스트
454,151,무승부,2025-02-12 18:38:00.891239,레이드
455,221,패배,2025-03-14 08:56:34.980297,레이드
456,89,무승부,2025-01-18 13:56:05.074627,PvP
457,5,무승부,2025-01-10 20:41:54.826287,PvP
458,291,무승부,2025-03-20 14:01:18.802090,이벤트
459,216,패배,2025-03-09 12:22:28.014359,PvE
460,242,패배,2025-05-26 09:53:44.150881,레이드
461,228,승리,2024-12-30 12:26:18.447789,PvP
462,216,승리,2025-04-16 23:05:53.873907,PvE
463,268,무승부,2025-02-19 05:01:47.408017,PvE
464,54,패배,2025-04-16 01:05:02.935039,PvE
465,297,승리,2025-06-01 06:29:49.529577,퀘스트
466,270,패배,2024-12-10 11:48:25.085458,PvP
467,112,패배,2024-12-07 18:25:12.933917,PvP
468,182,패배,2025-02-21 12:26:16.069914,이벤트
469,81,패배,2025-02-18 23:47:20.895404,PvP
470,128,승리,2025-05-25 10:37:05.386477,PvE
471,45,무승부,2025-01-11 06:51:50.875910,레이드
472,130,패배,2025-03-17 04:44:53.364911,이벤트
473,289,무승부,2025-01-12 08:42:14.145800,PvE
474,111,무승부,2025-05-17 15:47:43.184514,레이드
475,274,승리,2025-05-15 15:46:14.055930,이벤트
476,287,패배,2024-12-26 14:35:27.876802,PvE
477,76,무승부,2024-12-19 14:35:13.501723,퀘스트
478,211,승리,2025-05-29 12:52:18.925002,퀘스트
479,227,무승부,2025-03-03 07:48:30.532449,레이드
480,290,무승부,2025-04-22 09:38:49.630696,PvP
481,55,무승부,2025-02-27 13:46:35.720236,레이드
482,80,무승부,2025-04-02 15:00:00.851267,PvE
483,192,무승부,2025-04-12 04:21:35.039918,이벤트
484,184,패배,2025-04-28 14:25:17.418018,퀘스트
485,267,패배,2025-05-21 02:51:02.346951,PvP
486,160,무승부,2025-02-14 23:01:40.121264,레이드
487,232,무승부,2025-04-01 16:00:59.960712,PvE
488,210,승리,2025-04-12 04:22:09.911871,이벤트
489,138,승리,2025-02-05 01:47:32.034015,레이드
490,159,패배,2025-03-16 13:38:37.160990,이벤트
491,193,무승부,2025-04-06 23:56:59.372224,퀘스트
492,267,승리,2024-12-27 16:59:11.643111,레이드
493,64,패배,2025-04-10 22:33:47.514523,퀘스트
494,299,승리,2025-04-30 16:47:04.993622,이벤트
495,248,무승부,2025-05-27 11:14:06.239519,레이드
496,211,패배,2025-05-25 06:51:10.043195,이벤트
497,111,무승부,2025-01-15 23:20:30.800605,PvP
498,102,무승부,2025-05-13 10:37:51.897781,퀘스트
499,117,패배,2024-12-09 16:14:46.060785,퀘스트
