transaction_id,user_id,stock_code,stock_name,transaction_type,quantity,price,transaction_date
60,38,005380,삼성전자,매도,10,155866,2025-04-12 19:30:07.628496
61,38,207940,SK하이닉스,매수,73,330782,2024-12-08 08:56:09.301521
62,35,207940,SK하이닉스,매도,2,260464,2025-05-15 20:56:35.959927
63,8,005380,현대차,매도,27,192036,2025-03-04 14:43:05.036149
64,20,035420,NAVER,매수,11,281607,2025-01-21 18:13:25.141149
65,2,207940,SK하이닉스,매수,35,272794,2025-02-16 05:42:32.517931
66,27,005380,삼성전자,매도,57,111867,2025-01-08 10:05:38.978890
67,46,035420,삼성전자,매수,71,450593,2025-01-01 08:36:11.431666
68,31,005380,현대차,매수,7,265204,2025-02-07 21:40:11.619760
69,33,000660,NAVER,매도,66,401712,2024-12-14 09:04:43.367182
70,23,005380,NAVER,매수,50,258796,2025-04-13 17:17:49.619857
71,46,005930,삼성바이오로직스,매도,12,254318,2025-01-19 21:58:33.664586
72,17,035420,현대차,매수,75,151851,2025-01-22 08:42:37.282093
73,16,005930,삼성전자,매도,22,249469,2025-01-03 01:33:55.467122
74,30,005930,현대차,매수,74,423879,2025-04-07 13:27:17.676163
75,2,005930,SK하이닉스,매수,56,304655,2025-03-05 00:13:47.346707
76,3,207940,NAVER,매수,45,433028,2025-05-07 02:49:35.972015
77,4,035420,NAVER,매수,78,62015,2024-12-29 07:37:20.451319
78,38,035420,SK하이닉스,매도,76,24028,2025-02-18 14:06:25.853420
79,3,035420,SK하이닉스,매수,26,478338,2025-03-01 18:40:56.430633
80,8,005380,삼성바이오로직스,매도,92,490951,2025-01-31 16:40:41.116784
81,25,005380,NAVER,매도,9,475639,2025-03-27 01:40:31.578956
82,18,035420,삼성전자,매수,55,23583,2025-04-01 13:13:43.824851
83,14,005380,삼성바이오로직스,매수,8,172837,2025-03-02 10:22:36.654688
84,13,005930,NAVER,매수,21,337265,2025-05-07 14:02:47.225364
85,12,035420,SK하이닉스,매도,81,71411,2025-05-17 14:29:25.179892
86,8,005380,삼성바이오로직스,매수,51,495122,2025-05-09 23:08:27.007132
87,14,000660,삼성전자,매도,10,415632,2024-12-31 22:37:51.882114
88,44,207940,NAVER,매수,53,321015,2025-04-04 23:58:16.325090
89,7,000660,삼성바이오로직스,매도,14,96857,2024-12-16 04:20:02.730464
90,21,000660,삼성전자,매수,46,314663,2025-02-18 02:26:38.445797
91,28,005930,현대차,매수,53,492641,2025-04-20 15:37:19.427268
92,39,000660,삼성전자,매수,95,160228,2025-02-14 08:07:16.062940
93,17,035420,현대차,매수,15,458890,2025-02-24 21:57:36.193522
94,24,035420,현대차,매수,33,480674,2025-01-24 07:01:00.205240
95,18,207940,SK하이닉스,매수,16,337705,2024-12-06 16:41:13.383674
96,21,000660,SK하이닉스,매수,57,337253,2025-05-16 22:14:33.081100
97,23,005930,현대차,매도,96,332516,2025-01-18 15:18:11.133834
98,4,207940,삼성바이오로직스,매도,32,27365,2025-03-07 12:03:47.455860
99,21,000660,SK하이닉스,매도,7,476692,2025-02-26 08:29:25.591895
100,31,207940,NAVER,매수,25,308575,2025-04-15 04:12:54.298718
101,8,000660,현대차,매도,87,164615,2025-03-13 14:14:44.388927
102,42,035420,삼성전자,매수,45,405880,2025-05-27 13:31:40.695655
103,43,000660,삼성바이오로직스,매도,73,349603,2025-02-08 13:37:56.780231
104,1,207940,SK하이닉스,매도,34,151741,2025-05-05 02:15:09.435979
105,4,005930,SK하이닉스,매도,7,36255,2025-01-26 10:08:39.592130
106,1,005380,삼성전자,매수,64,444393,2025-02-23 19:26:03.730102
107,19,005930,SK하이닉스,매수,38,141571,2025-03-06 23:31:32.179069
108,7,005930,현대차,매수,88,366687,2025-02-04 15:22:11.245312
109,48,207940,현대차,매수,24,488427,2024-12-26 05:02:28.710115
110,50,035420,SK하이닉스,매도,82,490664,2025-01-24 05:46:48.571858
111,3,005930,NAVER,매수,74,57226,2025-03-23 06:40:52.359507
112,30,000660,NAVER,매수,51,194168,2025-05-21 13:27:56.887480
113,25,000660,SK하이닉스,매수,40,98216,2024-12-09 16:22:13.563194
114,26,000660,NAVER,매도,34,475497,2025-03-26 21:11:02.071970
115,2,000660,NAVER,매수,93,368087,2025-05-19 11:13:29.720218
116,38,035420,현대차,매수,43,273616,2024-12-30 18:13:50.059323
117,32,035420,현대차,매도,84,208488,2024-12-05 18:33:53.736203
118,50,005930,현대차,매도,83,139815,2024-12-31 16:46:00.184045
119,32,005930,삼성바이오로직스,매수,49,482984,2025-03-23 05:54:15.818112
120,50,005380,삼성바이오로직스,매도,42,416767,2025-03-24 12:29:29.711305
121,37,035420,SK하이닉스,매도,65,272945,2025-05-10 03:46:48.953597
122,35,000660,NAVER,매도,63,347164,2025-03-26 00:36:47.530098
123,23,005380,삼성바이오로직스,매도,5,364304,2025-03-29 16:28:55.906607
124,3,005930,삼성전자,매수,79,391825,2025-01-29 10:26:15.691069
125,39,005380,현대차,매수,13,134332,2025-05-08 09:37:01.390162
126,25,035420,현대차,매수,94,336198,2025-03-26 13:02:16.891391
127,44,000660,SK하이닉스,매수,80,197263,2025-05-27 09:02:51.921504
128,48,005930,SK하이닉스,매도,56,45143,2025-02-06 23:18:25.288792
129,25,005380,삼성바이오로직스,매도,30,370249,2025-03-08 16:19:51.396156
130,45,005380,NAVER,매도,66,312354,2025-05-19 23:10:33.386079
131,37,035420,현대차,매도,9,320832,2024-12-27 09:26:25.275891
132,40,000660,SK하이닉스,매수,65,483714,2025-04-26 23:36:53.830484
133,30,035420,현대차,매도,64,335475,2025-06-01 11:39:01.306283
134,3,005930,SK하이닉스,매도,44,338520,2025-03-19 13:00:59.065774
135,33,035420,현대차,매수,33,264124,2025-01-30 20:59:04.238983
136,39,035420,SK하이닉스,매도,22,18588,2025-04-25 03:18:39.916713
137,38,005380,삼성전자,매수,41,218690,2024-12-08 19:39:41.899269
138,37,005380,NAVER,매수,94,203024,2025-01-20 12:12:55.248723
139,16,005380,SK하이닉스,매도,32,321595,2025-04-22 20:33:16.724464
140,1,005930,NAVER,매도,56,220533,2025-02-03 00:29:54.186609
141,34,005380,삼성전자,매수,50,57652,2025-04-19 22:40:42.943088
142,4,207940,SK하이닉스,매수,99,161014,2025-02-08 18:33:16.355208
143,38,005930,삼성바이오로직스,매수,75,377393,2024-12-29 18:19:27.165569
144,38,035420,NAVER,매도,24,56622,2025-03-04 22:14:40.860598
145,30,035420,NAVER,매수,32,409596,2025-01-02 15:12:58.804223
146,31,000660,현대차,매도,44,442635,2025-01-30 00:51:53.941525
147,43,005930,NAVER,매수,3,348202,2025-02-07 19:38:33.481494
148,34,005930,삼성바이오로직스,매도,31,409497,2025-04-08 16:21:17.220698
149,23,005930,SK하이닉스,매수,14,290093,2025-04-11 07:28:54.278494
150,30,207940,삼성전자,매도,32,203130,2025-05-10 17:35:50.904638
151,13,000660,NAVER,매수,96,63612,2024-12-13 00:26:24.914044
152,9,000660,NAVER,매도,75,115376,2025-02-26 01:30:59.203696
153,12,035420,삼성전자,매도,15,300165,2025-01-18 11:19:15.205749
154,18,035420,삼성전자,매도,8,479295,2025-06-02 00:52:20.575783
155,38,005380,삼성전자,매수,9,159359,2025-05-06 07:41:11.381692
156,32,000660,삼성바이오로직스,매수,37,26854,2025-05-11 23:57:40.861967
157,22,005380,삼성바이오로직스,매도,88,469286,2024-12-22 10:52:34.477455
158,23,000660,삼성전자,매도,63,126683,2025-05-16 03:36:59.446201
159,31,207940,삼성전자,매도,30,470120,2025-05-06 13:48:54.172723
160,16,005930,SK하이닉스,매도,91,32910,2025-03-28 10:14:57.530842
161,45,005380,삼성바이오로직스,매도,49,202814,2025-05-20 16:59:17.525532
162,14,000660,SK하이닉스,매도,63,440920,2025-05-04 15:12:03.034295
163,16,035420,현대차,매도,70,351146,2025-01-14 08:18:27.563768
164,27,000660,삼성전자,매수,98,165721,2025-01-10 05:12:10.018504
165,46,035420,SK하이닉스,매수,70,319805,2025-05-28 18:53:14.824512
166,20,005380,NAVER,매도,21,261978,2025-04-30 16:33:50.917037
167,8,035420,삼성전자,매도,88,356153,2025-05-02 16:25:42.623897
168,30,207940,SK하이닉스,매수,60,209819,2025-04-15 17:36:57.705255
169,38,035420,삼성전자,매도,39,145091,2025-04-16 21:39:29.935727
170,33,035420,삼성바이오로직스,매도,33,454312,2025-03-25 08:14:12.177085
171,1,035420,삼성전자,매수,15,104855,2025-01-04 13:15:39.194072
172,9,000660,삼성바이오로직스,매수,54,36396,2025-04-21 20:17:36.565341
173,23,005380,NAVER,매수,100,90892,2025-04-02 12:03:11.154586
174,5,000660,NAVER,매도,34,374637,2025-05-07 21:03:12.532608
175,41,005930,삼성전자,매도,99,453070,2024-12-14 22:27:14.072142
176,9,207940,삼성바이오로직스,매도,78,461699,2025-01-20 16:03:45.545187
177,19,035420,삼성바이오로직스,매도,50,85302,2025-02-21 00:23:47.811137
178,15,207940,SK하이닉스,매도,61,149683,2025-03-09 00:49:09.605125
179,48,005930,NAVER,매수,55,483003,2024-12-13 04:43:17.738583
180,29,000660,현대차,매도,57,172367,2025-03-28 02:34:45.789568
181,17,005930,삼성전자,매도,41,103823,2024-12-16 12:37:44.023924
182,15,005380,삼성바이오로직스,매수,30,25579,2025-04-04 11:13:03.674191
183,37,000660,삼성전자,매도,75,120230,2025-04-19 18:45:02.620213
184,4,005380,NAVER,매도,98,28417,2025-03-20 21:31:01.711752
185,48,035420,삼성전자,매수,60,494757,2025-01-22 17:00:09.294007
186,18,005380,삼성바이오로직스,매도,94,100707,2025-02-07 00:58:18.128701
187,6,207940,현대차,매도,90,215710,2025-04-30 23:55:38.285760
188,36,000660,삼성전자,매수,47,354110,2024-12-10 01:14:50.223190
189,38,005930,SK하이닉스,매수,1,438358,2025-05-06 06:28:10.409338
190,21,035420,SK하이닉스,매수,74,53380,2025-02-11 21:34:36.808336
191,31,005380,삼성바이오로직스,매도,46,476740,2024-12-29 10:35:51.052778
192,42,005380,삼성전자,매수,100,429777,2025-01-15 15:16:26.677136
193,13,035420,현대차,매도,22,14191,2025-04-23 23:27:05.606757
194,37,035420,삼성전자,매도,26,302294,2025-05-18 01:17:09.084762
195,36,005380,SK하이닉스,매도,29,216667,2025-02-07 09:27:44.408858
196,44,207940,NAVER,매수,23,212392,2025-01-26 08:30:30.691838
197,2,035420,삼성바이오로직스,매도,20,349909,2025-04-13 19:20:14.950961
198,28,035420,현대차,매수,14,189022,2024-12-21 01:44:25.160026
199,5,000660,삼성전자,매수,88,207386,2025-05-10 10:19:45.933180
200,19,000660,SK하이닉스,매도,43,101784,2025-01-19 05:51:30.752722
