entry_id,author_id,author_year,entry_date,title,content,mood,mood_score,weather,is_private,word_count,created_at,updated_at
11,6,1982,2025-04-22,Ea labore exercitationem quae impedit.,"Blanditiis fuga libero quidem corporis. Facere assumenda excepturi ipsa placeat aliquam. Rem suscipit et esse.
Atque repellendus doloremque ratione laboriosam animi iste. Nisi excepturi quam quo exercitationem quo alias. Beatae optio ad odio architecto sit voluptatem.
Sequi harum tempora veniam quod. Totam aspernatur nemo quaerat dolorem sequi laborum optio.
Recusandae atque excepturi fugit. Modi nisi impedit. Nihil eum cumque vitae.
Error inventore dolorem laborum harum expedita. Ex ipsa suscipit fuga optio.
Repudiandae neque natus doloribus laudantium. Alias ab inventore suscipit magni.
Molestiae odit aperiam possimus fugit. Molestiae suscipit ad temporibus voluptatibus. Laudantium deleniti cupiditate odit.
Commodi excepturi laboriosam minus facilis. Ipsum quaerat cum. Iusto minus explicabo molestiae optio.
Ratione cum eos architecto. Numquam labore deserunt unde. Odio ut unde voluptatem harum.
Dolores similique magnam laborum. Officia repellat neque nobis molestiae excepturi.",나쁨,8,비,True,1509,2024-06-29 00:12:14.955786,2025-04-11 06:46:38.552175
12,23,1984,2024-08-31,Nostrum reprehenderit unde iste quisquam quam.,"Velit repudiandae earum unde. Enim veniam numquam quam.
Expedita officiis dolores. Aliquam beatae dolorem. Nesciunt minima pariatur tempora voluptatum.
Ipsa officia illo consequuntur aspernatur laboriosam magnam. Possimus quis saepe excepturi velit dolores. Repudiandae facere itaque suscipit eum.
Pariatur perferendis aliquid cumque temporibus. Magnam quidem totam tenetur earum modi commodi. Temporibus voluptatum ducimus libero beatae nam praesentium tenetur.
Laborum ratione nesciunt ut officiis voluptates. Reprehenderit ut consequatur cumque illo totam non.
Officiis reprehenderit quis eum. Iure voluptates qui.
Non recusandae quo nulla ad placeat. Porro sed iusto. Cumque libero rerum animi. A iure exercitationem harum nisi error libero.
Enim minima ipsum facere dignissimos ullam earum eum. Provident maiores aut rem. Porro vero impedit hic fugit sunt magni cum.",매우좋음,8,눈,True,1911,2025-04-30 06:34:43.092115,2025-05-28 21:32:06.098593
13,30,1997,2025-05-04,Consectetur earum veritatis dolorem error optio.,"Recusandae rem praesentium quo magnam. Pariatur debitis minus repudiandae molestias qui blanditiis placeat. Possimus illum illum sit numquam.
Excepturi optio fugit nemo. Fugit quis iure reprehenderit.
Quos mollitia laudantium dignissimos reprehenderit voluptatem. Iste officia iste hic. A voluptates perspiciatis illo sint quos laudantium quo. Voluptatibus iste excepturi exercitationem quis.
Ex esse ea id minus libero. Saepe nobis omnis.
Recusandae repudiandae eos eligendi perspiciatis fugit possimus expedita. Omnis ad tempore exercitationem. Vitae ratione labore amet officia.
Dolorem quibusdam animi. Veritatis quis a laboriosam inventore facere mollitia dignissimos. Repellendus modi tenetur laboriosam sed sapiente.
Minus inventore totam at fugiat ullam consequuntur. Explicabo iste praesentium deserunt nulla commodi consequuntur laudantium. Expedita optio inventore.
Non suscipit rem nostrum officia. Optio unde aperiam inventore soluta.
Repudiandae quis ratione.",매우나쁨,4,맑음,True,953,2025-03-27 00:39:48.564757,2024-12-09 13:34:27.847944
14,17,1987,2024-12-27,Expedita alias beatae magni natus odit.,"Quidem fuga debitis saepe. Illum quaerat mollitia quasi.
Asperiores repellat natus iure rerum. Quibusdam ea illum ipsam officiis consequatur fugiat.
Commodi officia illum. Pariatur enim fugit corporis excepturi aspernatur. Repudiandae eum aspernatur nostrum.
Nulla eveniet pariatur reprehenderit quod voluptas sed. Reiciendis similique necessitatibus iste facilis nihil blanditiis.
Delectus perspiciatis tempora explicabo atque esse amet. Dolor unde reprehenderit architecto aliquam. Nam blanditiis possimus molestias optio a perspiciatis.
Maiores officiis ad qui veniam.
Excepturi corrupti dolor maiores. Quis unde dolorem ipsa consequuntur quae. Error ducimus a ipsum doloribus iusto voluptatem.
Quo voluptas reiciendis et assumenda saepe dolore. Quia quae rerum optio magnam possimus eos.
Ab consequatur natus architecto assumenda. Odio id labore numquam maxime quos tempore. Occaecati fuga dolores est odit ipsum.",나쁨,1,눈,True,224,2024-09-23 11:10:12.552343,2025-02-28 16:02:10.434175
15,15,1996,2024-07-23,Id consectetur dicta error accusantium cupiditate.,"Ex placeat incidunt praesentium nobis. Atque odit repellendus at consectetur.
In numquam at fuga cumque fuga aperiam. Quo quidem incidunt commodi. Placeat fuga repellat temporibus magni. Eius odit quod optio.
Tempora veniam sed unde. Mollitia tenetur consectetur. Possimus dolor dolorum dignissimos expedita natus. Autem ab hic recusandae culpa sed.
Dicta eos hic mollitia perferendis temporibus nemo. Ducimus ducimus soluta consequuntur velit.
Non fuga quaerat. Ullam iure molestiae iusto in ducimus et.
Voluptate accusantium a. Numquam commodi rem atque soluta maxime expedita cumque. Rem sint voluptatem laborum.
Eos tempora neque. Nam sapiente ratione.
Fuga ut quis voluptatem veritatis. Fugiat magni eum itaque nobis repellendus quo. Neque fugiat error saepe odio quasi omnis.
Cupiditate minus ducimus quisquam aliquid. Magnam eius praesentium minima hic.",매우좋음,3,눈,True,1474,2025-02-03 17:37:53.581210,2024-12-31 00:51:35.640456
16,14,1988,2024-11-27,Quod aperiam fugit.,"Odit laboriosam alias vitae. Nisi quidem esse dolores doloribus rerum. Minima temporibus tenetur sapiente voluptatem nulla qui.
Quae cumque libero qui. Atque eius nisi nemo. Aliquam illo inventore reprehenderit ea eveniet. Iure veniam rem fuga.
Ex quos culpa. Iste voluptatibus dolorum reiciendis dicta labore consectetur.
Ut aperiam saepe exercitationem aspernatur magnam odio. Nulla perspiciatis eligendi quis.
Sint dignissimos sint maxime deserunt. Natus in praesentium provident. Consequuntur iusto similique.
Molestias odit facere laboriosam. Veniam dolores omnis quis.
Repudiandae praesentium laudantium culpa. Repellendus molestiae facilis eos alias. Eaque recusandae fugiat in id animi.
Saepe qui dolorum aspernatur. Nostrum ipsum amet ullam. Nulla cupiditate a minus provident distinctio.
Vitae eius ratione praesentium ipsa iure. Velit facere repellat debitis qui vitae hic. Commodi delectus neque temporibus veritatis ipsum ea. Facere deleniti sint hic nostrum repellendus nam.",매우좋음,6,맑음,False,415,2024-10-18 00:01:14.453547,2025-06-01 04:45:53.331814
17,10,2004,2025-05-27,Commodi cumque similique.,"Vel architecto nam veritatis reprehenderit perspiciatis error possimus.
Quo ab saepe porro adipisci illum. Eum nesciunt nisi consequatur tenetur recusandae. Accusantium deserunt laboriosam fuga cupiditate labore quisquam.
Laborum reiciendis quam eos expedita deleniti odio temporibus. Accusantium minus ea quo nemo nostrum. Veniam facere aperiam quam dicta aliquid.
Eligendi quidem quasi unde. Dicta dolore impedit doloremque. Rerum dolore esse harum.
Rerum nostrum magni. Excepturi sequi fuga ipsum. Ipsam deserunt maiores qui in.
Sed quam ipsa dolorem animi. Eius saepe architecto vero tempora non inventore blanditiis. Blanditiis corporis magni qui id cupiditate et accusantium.
Temporibus sint tempore voluptatibus corporis eveniet mollitia. Ipsum architecto occaecati aliquam.
Repellendus a fugit laborum. Voluptatem cumque veritatis perferendis et quae.",매우좋음,3,바람,True,1617,2025-02-19 15:53:31.952457,2024-12-26 21:24:23.297024
18,40,1982,2024-12-20,Sed rem dolor iure.,"Magnam sint nam rerum eius repellendus voluptas. Possimus quidem magnam eum eum.
Dolore aliquid quidem ullam quisquam reprehenderit recusandae. Exercitationem quod eos consequatur. Possimus libero veniam blanditiis fugiat quo.
Iusto ad facere illo nemo explicabo. Veniam adipisci velit voluptatem repellendus.
Doloremque voluptas hic veritatis neque excepturi dicta. Ipsum voluptas labore eos accusantium cupiditate. Beatae earum amet atque error officia.
Impedit consequatur culpa. Cumque unde inventore nihil ullam minima consequuntur.
Vel sed veniam atque cumque. Ad dolores doloremque nulla in illum.
Dolores at corporis. Iure error asperiores.
Minima voluptate dolorem unde esse veniam repudiandae. Provident illo officia ad. Enim mollitia ea.
Facilis perferendis dolorum nisi corrupti. Voluptatum corrupti eum tempora quod. Accusamus in autem dicta expedita.
Inventore possimus eum sequi ab. Laborum eum cumque provident quis repudiandae natus molestias.",매우나쁨,6,비,False,460,2024-08-18 09:53:32.457512,2025-03-10 13:46:52.121124
19,34,1984,2024-11-28,Hic eum accusamus dolorem.,"Reiciendis molestias amet laudantium reprehenderit. Incidunt quis maiores illum nulla quae.
Harum quasi omnis porro possimus culpa sed. Iusto dolorem quo sapiente.
Eveniet ducimus ullam facere blanditiis adipisci. Quibusdam ullam vitae nam voluptate.
Fuga laudantium esse facere quidem perferendis. Corporis corrupti similique doloribus amet sequi.
Culpa aliquid rerum quibusdam in deserunt maiores.
Blanditiis suscipit dolor illum. Iste quia maiores.
Veniam sint eveniet nam maiores. Eligendi labore libero explicabo sunt nobis ex.
Dolor aliquid nihil quidem architecto. Enim corrupti omnis fuga sed voluptatum.
Ipsa corrupti animi. Cumque praesentium quaerat quidem nostrum modi ab dolorum. Laboriosam eaque est ipsam sunt a aliquid.
Blanditiis in iure pariatur neque ut.
Repellat accusantium itaque facere. Veritatis totam laboriosam tenetur iste. Dolorem ipsam deserunt accusamus assumenda quasi magnam.",나쁨,3,맑음,True,798,2024-08-15 14:24:38.658236,2025-02-23 17:51:02.603466
20,11,1987,2024-11-24,In amet alias.,"Sed explicabo explicabo sed beatae laboriosam adipisci amet.
Quia quasi ab repellendus. Quam iure temporibus a corporis.
Necessitatibus eligendi occaecati. Debitis eligendi sint dignissimos vero eos iure. Sequi voluptatem tenetur.
Rerum nobis nam omnis. Ratione molestias omnis necessitatibus odit fugiat facilis. Asperiores itaque explicabo magni.
Aspernatur expedita magni rem. Exercitationem excepturi nulla adipisci quas.
A nulla ipsa delectus dignissimos doloribus sequi eveniet. Omnis cupiditate vel sequi sit quis.
Quidem aspernatur corrupti nulla excepturi magni possimus. Et adipisci corrupti quos beatae recusandae velit. Minus ad laudantium ipsum nihil. At minus architecto occaecati dolor consectetur.
Aut eum ab quasi perspiciatis blanditiis saepe. Corrupti vel animi quaerat amet architecto iure.
Aspernatur voluptatibus ullam iusto eos sint. Alias voluptatum eos neque nostrum.
Facilis ratione unde vero aut. Dolore distinctio ea dignissimos dolore. Porro sapiente fugit dolore.",보통,1,바람,True,1819,2025-02-11 07:57:45.405362,2025-03-29 18:03:42.424139
21,23,1991,2024-08-05,Debitis quos velit rem nesciunt ipsam.,"Nostrum dolorum labore incidunt. Laudantium earum voluptas nobis.
Tempora ad hic cum minima. Adipisci non placeat facilis reprehenderit dicta. Rerum veniam omnis culpa.
Esse veritatis laudantium optio explicabo assumenda. Cum aspernatur dolor quis dolores deserunt nulla. Cumque maxime soluta iste commodi ea.
Culpa quam iusto ab rerum voluptatem error. Laborum pariatur quasi necessitatibus.
Ratione praesentium praesentium laboriosam maiores consectetur.
Quasi suscipit possimus quisquam harum nobis. Saepe nihil laboriosam possimus omnis. Odit delectus esse vero.
Quo voluptas est quos facere ipsum laudantium. Natus optio vero vel nesciunt iste optio. Deserunt blanditiis iure asperiores repudiandae error deserunt.
Error laudantium delectus ea deleniti delectus repudiandae. Dolore id libero rerum.
Exercitationem magni repellendus reprehenderit. Architecto nemo in. Ratione placeat dolorum esse praesentium vero.",나쁨,4,눈,True,436,2024-06-19 05:30:09.727190,2025-04-07 19:50:29.965151
22,4,1995,2025-01-04,Neque eligendi quae voluptas.,"Repellat tenetur laboriosam aliquid reiciendis quae. Sunt perspiciatis soluta atque dolor.
Modi culpa magnam. Enim iusto perferendis excepturi mollitia explicabo. Magnam laboriosam nostrum aliquid. Eligendi maxime nisi perspiciatis illo.
Eaque natus aspernatur laboriosam tempore aspernatur. Cum voluptatem alias officiis recusandae dolore. Eaque ipsa at aliquam accusantium.
Tempora alias praesentium. Voluptate in similique labore fugiat eligendi itaque. Eos nihil culpa totam enim aliquam inventore.
Nemo dignissimos hic corporis tenetur. Numquam modi vero facilis modi. Quasi asperiores debitis numquam ipsam.
Reiciendis quidem aliquam dolore.
Reiciendis nesciunt nihil deserunt repellat vero. Sapiente pariatur doloremque omnis.
Reprehenderit magni quo aliquam sapiente quasi. Quo quis quasi ad sunt laboriosam ad dolorum. Facere praesentium ratione animi dolores fuga.
Quod eligendi veniam incidunt.",좋음,1,흐림,False,241,2025-03-10 19:14:14.927058,2025-02-10 07:02:53.530113
23,13,1999,2025-03-27,Veritatis doloremque laborum recusandae dolore.,"Aliquam rem tempore mollitia expedita quia. Aliquid cumque ut. Natus vero eius.
Veritatis veniam quibusdam voluptatibus labore vitae reiciendis voluptatibus. Provident dolorum eius enim nemo. Debitis recusandae velit odit quod omnis.
Inventore error aliquid voluptatibus occaecati necessitatibus culpa. Quibusdam eligendi quam illo neque alias quis laborum.
Quo cumque assumenda magni dignissimos doloremque. Dolore facere labore minus blanditiis. Consequatur eius beatae vero.
Nisi dolore doloremque vel illum consectetur impedit. Inventore quisquam iste ut quaerat nulla.
Possimus necessitatibus officia occaecati. Expedita distinctio iusto.
Earum accusantium sed nemo impedit harum reprehenderit itaque. Fugiat accusantium aliquid voluptate. Delectus aut aliquid unde aliquam sequi.
Iste quasi voluptatem atque ex ducimus adipisci. Iste reiciendis repudiandae at atque ipsum.
Sint autem ipsa. Quod ab vitae iusto explicabo. Ipsa laboriosam at.",좋음,2,맑음,True,1192,2025-04-12 19:13:33.296091,2025-03-07 08:56:03.054774
24,37,1986,2024-08-29,Recusandae similique laudantium dolores suscipit praesentium.,"Itaque unde exercitationem sit accusantium. Quisquam quibusdam nemo repellat dolor. Est itaque impedit quasi enim velit laudantium.
Provident eius voluptatum quibusdam. Quibusdam voluptatum minus eaque quod. Suscipit perspiciatis deleniti dolores possimus. Quod rem sapiente ipsa inventore voluptatum.
Ad doloribus ipsa in.
Asperiores temporibus quaerat cumque totam magni. Dolorum inventore nihil distinctio nulla. Et odit velit.
Ad corporis vitae in quidem tenetur. Facere molestiae ut doloribus dolorem natus minus doloribus.
Porro laudantium iure harum ad sunt aspernatur. Velit quisquam nulla minima voluptatem vitae quia.
Nostrum tempora cumque voluptatum quaerat veritatis. Rerum dolores atque temporibus. Corporis quo ut voluptatum iste aperiam. Asperiores animi nostrum itaque velit.
Earum perferendis perferendis rerum tempora. Necessitatibus maiores sit excepturi tenetur. Aspernatur nisi et vitae corrupti suscipit.",보통,8,바람,False,1292,2025-02-28 17:24:29.295748,2025-01-21 05:07:44.262905
25,39,1983,2024-11-04,Et explicabo nemo repudiandae dolore aliquid.,"Perferendis deserunt enim magnam. Minus aliquid omnis sunt. Dolore architecto magnam adipisci architecto expedita.
Neque ratione modi. Sint quo repellendus expedita totam consequuntur.
Animi odio alias quam sed laborum ex. Quod odio aperiam quia sequi animi cumque voluptatem. Fugiat est eligendi eum repellat. Unde in accusamus animi velit aut.
Ipsa sed iure. Non autem autem odio quam commodi. Aspernatur libero dolorem optio.
Voluptatibus nemo blanditiis doloremque aperiam quae quae. Sed quod tempora mollitia vel iste. Non cumque exercitationem ex.
Illo est tempore dolores modi reprehenderit excepturi. Placeat ad ipsum consequuntur iure necessitatibus recusandae. Quo sint nesciunt quo explicabo.
Pariatur consectetur culpa enim ratione. Incidunt tempore esse ad vitae velit et. Illo impedit dolor eaque maiores repellat architecto.
Libero in occaecati. Eius minima ut amet eligendi. Consectetur non occaecati eveniet.
Consectetur amet repellat ullam maiores esse molestias consectetur.",좋음,9,눈,True,747,2025-04-26 12:50:16.045821,2024-12-26 11:21:55.949226
26,30,1984,2024-10-12,Totam dolorum iste eveniet.,"Autem nesciunt amet pariatur. Illo aliquam illo magnam iusto repellendus.
Perspiciatis ipsa libero dolore. Eos amet quibusdam quae quas dolorum.
Aperiam fugiat perferendis illum. Aut fugiat quidem est ad. Repudiandae necessitatibus fugiat autem nesciunt doloremque porro.
Quam dicta aliquid blanditiis iste. Nihil omnis omnis consequatur dolorum culpa.
Soluta qui perspiciatis consequatur quos ut libero. Dolore perferendis cum excepturi quas quas voluptatibus.
Pariatur dignissimos atque vitae fugit cumque. Corporis animi blanditiis temporibus expedita fugit est. Quasi enim nostrum neque eius sunt assumenda.
Dolores rem doloremque molestiae labore incidunt ipsam. Unde quidem unde non tempora. Ullam odio atque ipsum.
Error reprehenderit quisquam facilis officiis. Aperiam cumque eveniet dolorem id aperiam. Temporibus enim accusamus at.
Adipisci nam incidunt autem vitae. Sint dignissimos sit quas atque nisi.",매우좋음,10,눈,True,945,2024-10-05 15:47:11.841224,2025-02-17 11:32:16.909925
27,29,2000,2024-10-18,Unde deserunt laudantium cum cumque.,"Error beatae sunt unde voluptas voluptatibus vel molestias. Maxime tempore maiores laborum sequi dicta aliquam.
Soluta similique molestiae quis. Ipsum impedit ipsum. Numquam aut blanditiis asperiores nisi aut.
Beatae sequi pariatur aperiam labore. Consequuntur quisquam tenetur maxime fuga. Tempore enim quaerat. Eligendi fugiat facilis doloremque exercitationem aspernatur tempora dicta.
Praesentium aspernatur enim vero illum. Consectetur aliquam fuga delectus voluptatum.
Amet quasi laudantium a voluptatibus incidunt neque. Natus neque quaerat suscipit quasi assumenda accusamus fuga.
Sequi harum laborum mollitia aspernatur sit officia. Quo quisquam at doloremque illo fugiat earum.
Dolorum doloribus perferendis consequuntur assumenda aliquam et. Ut quis pariatur unde amet. Cumque ipsa eaque quidem omnis.
Fuga numquam quidem accusamus.
Totam voluptatibus expedita omnis eius commodi.
Excepturi quos voluptates doloremque. Debitis fuga excepturi asperiores.",나쁨,9,흐림,False,99,2024-08-27 01:09:52.473083,2024-12-11 20:03:13.072219
