record_id,owner,game_type,score,result,play_time,created_at
678,249,이벤트,6804,패배,107,2025-01-22 06:55:04.212758
823,182,퀘스트,7337,패배,97,2025-05-02 21:36:10.931025
625,29,PvP,1411,승리,20,2024-12-05 17:19:37.926456
754,131,PvE,751,승리,56,2025-01-16 13:24:36.616903
686,121,PvP,1505,무승부,73,2025-04-15 19:46:17.697449
387,207,레이드,5777,패배,96,2025-02-07 21:45:32.546244
873,128,이벤트,2886,패배,115,2024-12-09 10:19:05.301955
510,8,퀘스트,3890,승리,113,2025-05-23 04:26:24.304288
268,127,PvP,4049,무승부,20,2025-02-17 07:51:48.173722
755,83,PvP,7307,무승부,96,2025-02-09 23:48:12.770438
442,249,PvE,9473,무승부,107,2024-12-01 23:09:14.372680
497,111,PvP,9294,무승부,6,2025-01-15 23:20:30.800605
113,82,이벤트,2479,무승부,77,2025-01-29 23:37:54.343232
233,4,레이드,2086,승리,61,2025-04-02 06:17:52.507773
781,279,PvE,8334,패배,75,2025-05-15 13:24:21.474169
608,36,퀘스트,1901,패배,116,2025-03-21 08:44:53.307954
672,94,이벤트,8436,승리,43,2025-01-05 15:21:08.649217
374,81,퀘스트,5410,승리,85,2025-02-11 11:19:20.664095
882,83,퀘스트,1746,승리,33,2025-03-03 09:03:20.905954
758,6,레이드,2059,승리,115,2024-12-02 23:47:39.869964
234,172,레이드,3634,승리,32,2025-01-17 07:34:48.772462
708,146,PvE,7507,무승부,43,2025-04-24 00:55:00.727651
677,279,퀘스트,6845,무승부,40,2024-12-17 20:34:13.281848
318,105,퀘스트,210,승리,105,2024-12-15 05:15:13.677790
649,41,PvE,7667,무승부,74,2025-03-11 05:39:05.971561
411,232,PvP,8908,패배,25,2025-05-21 19:58:14.016272
874,30,이벤트,6834,패배,13,2025-03-20 15:01:30.254798
359,56,PvE,9756,패배,114,2025-05-28 12:39:39.340202
259,139,레이드,6786,패배,49,2025-05-08 11:45:14.739267
628,65,레이드,7842,무승부,105,2025-01-25 11:13:30.410529
633,43,퀘스트,4122,무승부,28,2025-04-03 03:01:55.350451
283,133,이벤트,169,승리,90,2025-04-25 12:06:51.283792
377,96,PvP,1154,승리,5,2025-04-12 10:55:12.665303
385,81,이벤트,7302,무승부,87,2025-01-30 01:43:22.568666
225,290,퀘스트,7535,패배,45,2025-01-31 13:52:04.998870
855,116,퀘스트,1235,승리,56,2025-03-01 00:36:12.101823
737,51,레이드,9308,패배,73,2025-04-10 17:52:56.215352
473,289,PvE,5538,무승부,41,2025-01-12 08:42:14.145800
348,240,이벤트,9852,승리,115,2025-01-22 19:02:45.839981
506,181,퀘스트,4425,승리,80,2025-01-05 16:36:06.171420
640,61,이벤트,3412,승리,25,2024-12-03 02:39:53.421256
888,236,PvP,9061,패배,120,2025-05-20 13:02:04.321716
850,66,이벤트,3694,승리,35,2025-05-06 23:54:09.839056
811,211,레이드,4546,무승부,21,2024-12-20 10:29:29.611130
620,278,PvP,6400,승리,106,2025-03-08 13:35:27.606445
768,16,레이드,3660,패배,119,2025-04-25 05:46:43.896709
646,3,이벤트,7577,승리,102,2025-05-03 15:01:35.719109
761,231,이벤트,1237,승리,109,2025-03-10 10:16:07.818156
557,200,퀘스트,9292,무승부,27,2025-03-08 23:42:15.736495
859,210,PvE,1156,무승부,24,2025-01-15 05:26:51.410063
578,233,PvE,9021,무승부,120,2025-03-24 17:28:58.299205
86,207,레이드,371,무승부,107,2025-04-11 00:31:25.510536
243,138,이벤트,5331,패배,54,2025-05-10 04:35:43.821365
699,179,PvE,4292,패배,81,2025-04-20 08:42:04.195421
160,272,퀘스트,5710,승리,119,2025-01-14 08:15:38.971519
525,27,PvE,6788,승리,57,2025-04-09 13:51:38.886103
36,129,PvE,1682,승리,102,2025-02-05 18:30:48.017085
541,140,레이드,5707,승리,24,2024-12-20 21:07:03.684491
171,98,PvE,9557,패배,30,2025-01-29 04:23:00.719508
655,169,이벤트,2371,패배,66,2024-12-23 07:17:54.867059
878,240,PvE,1752,승리,50,2025-05-14 09:53:01.260952
762,145,레이드,7219,패배,83,2024-12-31 06:30:11.555507
847,242,이벤트,2109,무승부,102,2025-03-02 09:45:32.859032
734,8,퀘스트,7927,승리,120,2025-04-10 05:05:35.739521
96,278,PvE,5014,패배,64,2025-04-12 03:10:28.396895
564,52,레이드,5457,무승부,13,2025-05-27 17:43:34.930066
241,193,레이드,1738,패배,96,2025-05-26 16:34:29.773884
575,212,PvE,2752,패배,16,2025-04-13 16:43:43.971951
691,280,레이드,4957,승리,41,2024-12-20 09:41:29.613753
461,228,PvP,1756,승리,93,2024-12-30 12:26:18.447789
554,19,레이드,5245,패배,88,2025-04-12 00:47:08.925003
787,89,PvE,5085,승리,16,2025-03-26 16:46:39.923810
207,288,퀘스트,9516,승리,82,2025-03-21 04:28:44.674192
393,61,이벤트,7330,패배,119,2025-01-06 20:40:04.443781
398,135,PvE,6145,패배,21,2025-01-20 06:30:49.151458
763,232,PvP,7131,승리,92,2025-06-01 15:50:59.763602
218,14,레이드,1657,무승부,84,2025-02-22 06:23:18.303874
5,2,퀘스트,2166,무승부,91,2025-03-03 02:44:54.615086
643,156,PvE,6050,패배,41,2025-02-26 22:00:32.665114
805,94,레이드,6223,패배,114,2025-03-26 12:57:29.751238
613,196,레이드,9827,승리,21,2025-01-18 16:48:56.434444
739,86,PvE,3404,승리,46,2024-12-19 08:43:50.793645
547,127,PvE,4600,승리,95,2025-01-24 02:54:59.295504
726,55,이벤트,2680,무승부,75,2025-02-25 20:57:16.918880
684,273,PvE,3641,승리,16,2025-01-03 13:54:50.121162
99,187,PvP,3274,무승부,60,2025-03-21 22:48:44.562940
728,206,PvE,8469,무승부,73,2025-02-23 18:04:08.119684
574,169,PvE,1400,승리,22,2025-01-14 00:20:38.522074
407,206,이벤트,2359,승리,10,2024-12-22 06:05:57.666231
503,195,퀘스트,5970,무승부,51,2025-04-10 09:20:30.840960
48,52,PvP,2239,패배,70,2024-12-20 14:03:29.210925
33,157,퀘스트,4225,승리,91,2025-01-21 18:40:30.609481
201,84,퀘스트,1926,무승부,92,2025-02-17 18:09:30.948541
135,93,PvP,4464,승리,115,2024-12-16 10:08:47.476218
28,267,퀘스트,1911,패배,53,2025-01-09 01:45:25.920628
789,85,이벤트,1664,승리,23,2025-02-24 20:17:46.638749
231,208,이벤트,4878,무승부,33,2025-02-19 11:04:00.520534
490,159,이벤트,7356,패배,59,2025-03-16 13:38:37.160990
379,205,PvE,627,무승부,91,2025-01-21 20:21:00.462520
289,57,레이드,1179,승리,81,2025-03-17 14:10:56.592458
419,176,PvE,1668,무승부,52,2025-02-22 15:54:03.942696
675,258,PvP,4203,승리,55,2025-05-20 20:08:37.587508
392,274,퀘스트,9896,승리,14,2025-05-17 17:30:00.081678
593,286,PvE,1949,승리,17,2025-03-18 00:36:11.118794
499,117,퀘스트,5758,패배,92,2024-12-09 16:14:46.060785
139,268,PvP,9923,패배,43,2025-02-09 03:37:52.797925
63,221,이벤트,2731,승리,89,2024-12-25 02:08:06.217015
472,130,이벤트,5216,패배,49,2025-03-17 04:44:53.364911
648,100,이벤트,7646,패배,118,2024-12-25 10:46:18.295404
129,111,퀘스트,901,패배,12,2025-03-21 21:20:31.486570
877,29,레이드,6862,승리,58,2025-02-18 11:50:23.143459
521,261,PvE,8774,승리,34,2025-04-30 17:12:31.619437
65,167,PvP,3876,승리,44,2025-01-26 03:15:43.225870
15,115,PvE,5108,패배,53,2025-05-03 11:39:17.795385
157,76,이벤트,6717,승리,70,2025-03-04 23:21:22.393482
41,66,PvP,2012,승리,11,2025-03-08 17:35:10.094082
493,64,퀘스트,9941,패배,73,2025-04-10 22:33:47.514523
380,163,레이드,4858,무승부,80,2025-02-07 10:19:45.739973
188,124,PvP,1146,무승부,70,2025-01-30 16:10:12.065143
764,192,PvE,7688,무승부,57,2025-01-09 21:19:42.328619
217,14,이벤트,9930,무승부,55,2025-04-27 06:29:13.859455
792,55,PvE,428,패배,62,2025-05-01 15:25:43.914461
53,215,레이드,2080,패배,98,2024-12-18 06:00:52.848672
338,11,PvE,4719,패배,30,2024-12-04 10:11:54.429698
749,198,PvP,9171,무승부,75,2024-12-15 02:14:26.375533
720,224,PvP,646,패배,64,2025-03-27 03:57:50.916408
725,72,이벤트,5525,승리,120,2025-04-27 08:43:53.795126
296,130,레이드,6107,승리,21,2025-01-23 19:46:22.893519
702,92,퀘스트,954,무승부,87,2024-12-27 07:01:29.071038
252,280,레이드,6570,패배,120,2025-02-05 21:02:33.951765
727,6,이벤트,6274,무승부,42,2025-03-28 19:29:01.251155
462,216,PvE,4495,승리,57,2025-04-16 23:05:53.873907
456,89,PvP,5825,무승부,57,2025-01-18 13:56:05.074627
897,296,PvE,3796,승리,107,2025-01-01 02:48:40.827613
270,72,퀘스트,8740,패배,8,2025-03-17 02:38:42.687494
202,23,레이드,5523,승리,95,2025-04-12 22:19:17.255078
162,65,레이드,6410,패배,85,2025-05-05 01:25:58.573529
556,70,PvE,8394,승리,60,2025-05-25 07:25:21.209817
730,209,이벤트,3312,패배,116,2025-03-30 16:56:33.985051
402,137,퀘스트,390,패배,72,2025-05-22 02:23:32.796685
703,37,이벤트,3733,패배,21,2025-03-13 08:13:39.448344
477,76,퀘스트,5384,무승부,56,2024-12-19 14:35:13.501723
772,16,레이드,4205,패배,41,2024-12-15 08:28:27.258785
106,89,PvP,4751,무승부,19,2025-03-29 08:21:02.704038
566,187,레이드,7816,패배,85,2024-12-27 11:40:54.257476
390,101,퀘스트,5225,무승부,36,2025-01-28 12:16:03.544161
2,213,퀘스트,7601,무승부,45,2025-01-29 09:21:32.412649
840,189,레이드,3276,승리,84,2025-02-26 23:36:21.385393
562,54,PvE,5453,패배,16,2025-04-25 05:02:34.017779
81,15,레이드,199,승리,47,2025-03-03 09:11:52.235496
206,131,레이드,2585,승리,64,2025-01-19 07:15:47.927598
35,68,PvP,9760,승리,75,2025-04-19 03:03:56.105491
776,158,PvE,2941,무승부,106,2025-03-19 21:29:36.182374
509,291,이벤트,6456,패배,58,2025-05-22 04:34:51.521869
428,15,퀘스트,3465,패배,109,2025-05-09 14:37:07.664912
455,221,레이드,9372,패배,26,2025-03-14 08:56:34.980297
367,162,PvE,4808,패배,69,2025-02-13 01:23:47.351833
92,25,이벤트,4911,승리,94,2025-01-11 22:50:27.856223
340,41,PvP,1440,무승부,97,2025-04-01 03:01:56.673146
565,158,레이드,5534,무승부,37,2025-01-30 11:41:39.164680
346,174,PvE,3254,무승부,103,2025-02-19 22:14:49.546283
777,106,PvP,6683,무승부,63,2025-05-15 05:48:28.415322
242,149,레이드,1422,패배,96,2025-03-30 02:47:31.104352
14,28,PvP,8222,무승부,80,2025-01-06 06:51:16.655278
316,71,퀘스트,4324,승리,64,2024-12-31 10:27:44.511475
601,62,PvE,2831,승리,46,2025-04-15 01:12:41.384661
388,167,PvE,7325,승리,12,2025-06-01 23:15:27.608904
274,232,PvP,8487,패배,61,2025-01-19 00:49:46.466142
167,242,레이드,1240,패배,49,2025-01-17 21:19:35.527191
841,118,PvE,8618,승리,103,2025-05-10 16:09:33.341641
893,72,레이드,3316,승리,10,2024-12-23 16:51:35.477706
647,236,레이드,4404,패배,47,2025-05-22 21:26:11.655920
819,168,이벤트,2381,승리,25,2024-12-18 20:05:20.897608
485,267,PvP,6850,패배,105,2025-05-21 02:51:02.346951
881,56,퀘스트,7478,무승부,34,2025-03-24 16:50:22.848068
505,105,이벤트,1992,승리,38,2024-12-15 09:51:54.263791
832,181,레이드,2494,승리,94,2024-12-18 02:50:48.014583
244,27,퀘스트,9292,무승부,120,2024-12-31 03:05:01.488252
567,128,퀘스트,4223,패배,66,2024-12-02 07:00:33.635119
563,211,이벤트,1358,승리,72,2024-12-15 23:16:21.020156
687,189,퀘스트,9770,무승부,77,2025-01-10 18:52:50.267694
190,65,PvP,8669,패배,24,2025-04-08 06:52:06.357005
783,88,PvE,8516,승리,113,2025-04-12 08:17:21.775414
700,82,퀘스트,1945,패배,43,2024-12-31 11:16:28.856316
476,287,PvE,5424,패배,106,2024-12-26 14:35:27.876802
682,151,레이드,196,무승부,38,2025-01-15 02:38:27.569005
511,184,이벤트,5017,무승부,11,2025-01-28 02:59:38.445628
59,125,PvE,3391,패배,98,2025-05-03 13:54:33.085427
475,274,이벤트,508,승리,78,2025-05-15 15:46:14.055930
561,80,레이드,4982,패배,17,2025-05-03 10:42:17.808548
857,66,PvP,6948,패배,96,2025-04-18 22:49:07.347549
748,23,PvP,4732,승리,51,2025-05-05 19:23:09.554738
253,173,PvP,2809,패배,80,2025-04-07 04:34:28.307022
22,291,PvP,4771,무승부,44,2025-02-15 08:51:42.657635
314,97,레이드,7108,승리,9,2025-02-11 20:23:50.307985
460,242,레이드,6889,패배,12,2025-05-26 09:53:44.150881
161,59,PvP,4921,승리,39,2025-05-19 20:49:14.730939
277,161,PvP,6288,무승부,20,2025-05-08 19:33:57.400822
192,204,PvE,2305,패배,54,2025-04-18 08:23:22.378335
386,171,레이드,3200,무승부,27,2025-03-10 05:28:13.620718
806,286,PvE,4007,무승부,55,2025-05-14 16:46:28.221985
414,7,레이드,4016,승리,101,2025-04-25 13:05:27.135531
492,267,레이드,8722,승리,23,2024-12-27 16:59:11.643111
344,296,이벤트,4654,패배,86,2025-03-16 02:41:20.655099
770,234,레이드,9447,패배,42,2025-02-16 10:10:28.181831
309,144,PvP,4036,패배,52,2025-04-15 17:35:18.059927
662,154,레이드,1612,무승부,53,2025-01-05 13:44:16.422624
131,72,PvP,3784,승리,113,2025-03-06 17:26:27.152763
664,140,레이드,3283,패배,57,2025-04-29 04:12:53.941581
872,116,PvE,5552,승리,67,2024-12-09 03:15:25.174297
100,283,PvE,5572,무승부,42,2025-05-08 06:05:55.878193
373,92,이벤트,1215,무승부,95,2025-05-01 10:15:58.747304
88,115,이벤트,2269,승리,57,2025-05-10 09:09:13.424286
459,216,PvE,825,패배,68,2025-03-09 12:22:28.014359
331,300,퀘스트,6842,승리,69,2024-12-12 00:14:48.997048
215,184,PvP,1247,무승부,69,2025-01-31 00:27:01.285661
467,112,PvP,2833,패배,33,2024-12-07 18:25:12.933917
122,230,PvE,6974,무승부,119,2025-02-19 03:52:56.167859
615,219,PvE,7965,승리,15,2024-12-09 02:24:26.496748
21,145,레이드,3897,패배,31,2025-05-03 17:10:00.697758
701,192,PvE,756,승리,50,2025-05-17 02:28:12.658739
72,9,레이드,6112,승리,72,2025-02-23 16:00:31.790817
107,90,퀘스트,2415,무승부,112,2025-04-18 09:52:35.877959
271,30,이벤트,7243,무승부,46,2025-05-04 19:20:32.166010
861,34,이벤트,9546,승리,17,2025-05-02 05:05:46.404467
436,3,퀘스트,8639,승리,8,2025-02-09 21:29:01.142684
103,41,퀘스트,896,무승부,57,2025-01-18 08:39:59.552499
