result_id,takers_id,test_type,test_date,completion_time,total_score,personality_type,stress_level,validity_check,report_generated
122,145,MBTI,2024-12-14,19,115,None,높음,True,0
123,160,NEO-PI-R,2024-11-19,74,106,INFP,낮음,True,1
124,175,MBTI,2024-12-29,26,80,ESTP,보통,True,1
125,18,CPI,2025-01-20,33,94,ESTP,보통,True,0
126,114,NEO-PI-R,2024-06-28,83,61,ENFP,매우높음,True,1
127,111,MBTI,2025-05-29,39,87,ISFP,높음,True,1
128,195,CPI,2025-04-19,110,53,INTJ,높음,True,1
129,2,MMPI,2025-01-11,27,75,ISFJ,매우높음,True,0
130,179,CPI,2025-01-14,86,126,ISFP,보통,True,1
131,131,MBTI,2025-05-13,63,121,INTJ,높음,True,1
132,157,MBTI,2024-12-28,120,103,INFP,높음,True,1
133,127,MMPI,2024-07-03,72,113,ENTJ,보통,True,1
134,181,NEO-PI-R,2024-06-12,53,138,INFP,높음,True,1
135,81,MBTI,2024-10-12,116,137,None,보통,True,1
136,14,MBTI,2024-11-21,26,103,ENTJ,높음,True,1
137,166,NEO-PI-R,2025-02-05,74,82,INTJ,보통,True,1
138,103,CPI,2025-04-10,16,130,None,높음,True,1
139,76,MBTI,2024-12-03,27,143,ESTP,낮음,True,1
140,21,CPI,2024-09-22,15,68,ISFJ,높음,True,1
141,144,CPI,2024-12-26,118,101,INTJ,높음,True,1
142,26,Big5,2024-06-20,62,106,ENFP,보통,True,1
143,122,Big5,2025-02-17,54,59,ENTP,높음,True,1
144,90,MMPI,2024-09-11,117,101,None,매우높음,True,0
145,53,NEO-PI-R,2025-04-25,63,112,ENFP,낮음,False,1
146,180,NEO-PI-R,2024-12-09,90,101,ENTP,낮음,True,1
147,39,MBTI,2024-12-27,105,150,ENTJ,낮음,True,1
148,161,MBTI,2024-09-11,17,105,ENTJ,낮음,True,1
149,51,MBTI,2024-10-15,58,79,INFP,높음,True,1
150,30,NEO-PI-R,2024-07-18,23,118,ENFP,높음,False,1
151,95,MBTI,2025-04-15,20,84,ENTP,보통,True,1
152,108,NEO-PI-R,2025-01-31,95,143,ESTP,매우높음,True,1
153,84,NEO-PI-R,2024-12-26,20,74,ISFP,낮음,True,1
154,83,MBTI,2024-09-06,18,130,ENFP,매우높음,True,1
155,104,CPI,2025-02-01,60,76,None,높음,True,0
156,169,CPI,2024-12-07,98,105,None,높음,True,0
157,88,NEO-PI-R,2025-01-04,81,90,ISFJ,보통,True,1
158,37,MBTI,2024-11-02,62,104,INTJ,보통,True,1
159,195,MMPI,2025-04-02,120,85,ISFP,매우높음,True,1
160,152,Big5,2024-07-19,79,144,INTJ,낮음,True,1
161,115,MMPI,2025-04-10,65,97,INFP,매우높음,False,1
162,81,NEO-PI-R,2024-10-15,33,99,INFP,높음,True,1
163,49,CPI,2024-09-25,37,65,INTJ,보통,True,0
164,7,MBTI,2025-04-21,44,82,ISFP,매우높음,True,0
165,15,MMPI,2025-03-15,31,139,ENFP,매우높음,True,1
166,15,Big5,2024-06-27,55,83,ISFP,낮음,True,1
167,18,CPI,2025-05-11,48,56,ENTP,낮음,True,1
168,112,MBTI,2025-01-12,39,72,INTJ,낮음,True,1
169,115,NEO-PI-R,2024-10-08,89,52,INFP,보통,True,1
170,176,CPI,2025-05-13,28,104,INTJ,매우높음,False,1
171,127,Big5,2025-02-09,57,82,ISFP,매우높음,True,1
172,36,Big5,2024-07-03,25,71,ISFJ,높음,False,1
173,87,MMPI,2024-07-21,91,84,INTJ,보통,False,1
174,45,CPI,2025-03-24,84,68,ENTJ,매우높음,True,1
175,27,MMPI,2024-12-24,22,108,INTJ,높음,False,1
176,175,MMPI,2025-02-08,39,136,INTJ,낮음,True,0
177,194,NEO-PI-R,2025-03-09,78,134,ISFP,보통,True,1
178,155,MMPI,2025-03-14,18,150,INFP,낮음,True,1
179,168,Big5,2025-05-18,54,60,ENFP,낮음,True,1
180,79,NEO-PI-R,2024-10-22,50,109,ESTP,매우높음,True,0
181,14,NEO-PI-R,2024-10-18,116,57,ENTJ,높음,False,1
182,138,NEO-PI-R,2024-08-10,53,144,INFP,매우높음,True,1
183,143,NEO-PI-R,2024-07-23,48,90,ESTP,매우높음,True,1
184,24,CPI,2025-03-10,75,121,ESTP,높음,True,1
185,81,NEO-PI-R,2025-03-23,32,134,ENTJ,보통,True,0
186,35,MMPI,2024-12-13,71,111,ENTP,매우높음,False,1
187,24,Big5,2024-11-15,108,92,ISFP,높음,True,0
188,19,NEO-PI-R,2024-11-25,74,92,INFP,높음,False,0
189,90,MBTI,2024-10-28,95,78,ENTP,매우높음,True,1
190,65,Big5,2025-03-21,87,106,ENTP,매우높음,True,1
191,157,CPI,2024-08-09,106,135,INFP,매우높음,True,0
192,132,MBTI,2024-11-07,112,76,ISFP,높음,True,1
193,18,MMPI,2025-04-28,27,145,INFP,매우높음,True,1
194,164,MMPI,2024-10-14,28,129,ISFP,낮음,True,1
195,63,MBTI,2025-02-23,108,59,ISFJ,높음,False,1
196,156,MMPI,2024-12-25,77,106,ENTP,매우높음,True,1
197,199,NEO-PI-R,2025-03-14,55,108,INTJ,높음,True,1
198,10,Big5,2024-10-31,94,65,ENTP,매우높음,True,1
199,117,NEO-PI-R,2025-02-27,30,135,ESTP,매우높음,False,1
200,150,CPI,2024-09-20,97,131,ESTP,높음,True,1
201,112,NEO-PI-R,2025-04-01,23,82,INTJ,높음,True,1
202,50,Big5,2024-08-13,100,106,ENTP,높음,True,1
203,29,MBTI,2024-06-21,104,72,ENTP,보통,True,1
204,26,Big5,2025-05-01,46,124,ISFJ,높음,True,0
205,5,CPI,2024-12-03,110,56,ISFJ,보통,True,1
206,77,NEO-PI-R,2024-06-18,32,119,None,낮음,True,1
207,63,NEO-PI-R,2025-01-12,51,130,None,낮음,True,1
208,33,NEO-PI-R,2025-03-26,26,117,INFP,높음,True,1
209,7,NEO-PI-R,2024-09-06,82,74,ENFP,낮음,True,1
210,164,CPI,2024-08-10,61,62,INTJ,매우높음,True,1
211,70,NEO-PI-R,2025-01-25,35,68,ENTP,높음,True,0
212,158,Big5,2024-09-25,91,130,ISFJ,보통,True,1
213,33,CPI,2024-12-28,65,64,ISFP,매우높음,True,1
214,184,CPI,2024-07-14,62,115,ENTP,높음,True,1
215,200,Big5,2025-06-01,33,82,ISFJ,낮음,True,1
216,103,MMPI,2024-06-09,22,93,INFP,매우높음,True,1
217,89,Big5,2024-11-28,45,82,None,보통,True,1
218,164,MMPI,2025-05-18,35,79,ENTP,낮음,True,1
219,9,NEO-PI-R,2024-07-06,107,144,ISFJ,보통,True,1
220,82,CPI,2025-03-29,21,95,ESTP,높음,True,1
221,86,MMPI,2024-12-23,36,64,INTJ,보통,True,1
222,104,CPI,2024-12-18,57,135,INTJ,높음,True,1
223,190,MBTI,2025-01-24,55,126,ENFP,매우높음,True,1
224,2,NEO-PI-R,2024-12-19,52,124,ISFJ,높음,True,1
225,137,CPI,2024-07-17,25,105,ISFJ,높음,True,0
226,127,NEO-PI-R,2024-08-13,98,132,ISFP,매우높음,True,1
227,183,MBTI,2024-12-14,117,58,ESTP,보통,True,1
228,73,MBTI,2025-01-13,18,91,INFP,낮음,True,1
229,177,MBTI,2024-10-18,81,79,ISFP,낮음,False,1
230,122,NEO-PI-R,2025-02-13,52,71,ISFP,보통,True,1
231,153,NEO-PI-R,2025-02-25,106,149,ENFP,낮음,True,1
232,87,MBTI,2025-05-14,35,77,ESTP,높음,True,1
233,191,MBTI,2025-01-04,16,94,ISFP,보통,False,1
234,31,MMPI,2024-09-20,84,101,INFP,낮음,True,1
235,124,MMPI,2024-08-30,112,83,ISFJ,높음,True,1
236,37,Big5,2025-04-27,36,94,ISFJ,보통,True,1
237,104,NEO-PI-R,2025-03-21,22,138,ESTP,보통,True,1
238,132,Big5,2024-10-12,93,69,ENTP,높음,True,1
239,137,CPI,2024-10-28,113,90,INFP,보통,True,1
240,69,CPI,2024-06-24,104,72,None,매우높음,True,1
241,82,CPI,2024-08-14,89,50,ENFP,높음,True,1
242,137,CPI,2024-12-14,71,71,ENTP,매우높음,True,1
243,199,NEO-PI-R,2025-03-29,27,120,ENFP,매우높음,True,0
244,105,MBTI,2025-03-04,94,130,ISFP,높음,True,1
245,121,Big5,2024-10-07,57,101,ENTP,보통,True,1
246,48,Big5,2024-09-01,36,112,INFP,보통,True,1
247,122,NEO-PI-R,2025-03-09,95,66,ENTJ,매우높음,True,1
248,52,NEO-PI-R,2024-07-18,119,78,ISFP,보통,True,1
249,173,MMPI,2024-11-13,81,56,ESTP,낮음,True,0
250,142,MMPI,2025-02-05,40,58,ESTP,높음,True,1
251,26,NEO-PI-R,2025-03-15,103,82,None,낮음,True,1
252,102,Big5,2025-01-11,57,74,ENFP,낮음,True,0
253,169,NEO-PI-R,2025-04-11,59,124,None,높음,True,1
254,63,NEO-PI-R,2024-07-25,85,122,ENTP,매우높음,True,1
255,118,Big5,2025-04-29,17,107,INFP,낮음,True,1
256,179,CPI,2025-01-05,78,147,ENFP,높음,True,0
257,12,MBTI,2024-09-05,99,128,ENTP,매우높음,True,1
258,6,MBTI,2024-12-03,19,103,ENTJ,낮음,True,1
259,37,MMPI,2024-12-07,67,130,ENTP,매우높음,True,1
260,3,NEO-PI-R,2025-06-01,106,76,ESTP,낮음,True,1
261,169,CPI,2024-11-03,115,116,INTJ,높음,True,1
262,40,MMPI,2025-04-05,68,142,ISFJ,보통,True,1
263,178,MMPI,2024-06-07,86,70,ISFP,매우높음,True,0
264,18,NEO-PI-R,2024-10-03,86,96,ISFJ,낮음,True,1
265,54,CPI,2024-08-11,109,74,ESTP,보통,True,1
266,196,Big5,2025-01-20,112,68,None,보통,True,0
267,146,NEO-PI-R,2024-12-13,119,84,INFP,높음,True,1
268,64,MBTI,2025-05-05,18,116,ISFJ,높음,True,1
269,78,Big5,2025-05-15,107,137,ESTP,높음,True,1
270,130,MMPI,2024-07-18,107,53,ENTJ,매우높음,True,1
271,80,Big5,2025-05-12,59,141,ISFP,낮음,True,1
272,77,NEO-PI-R,2024-10-24,77,147,ISFP,매우높음,True,1
273,128,CPI,2025-04-15,107,70,INFP,매우높음,True,1
274,84,NEO-PI-R,2024-10-07,63,87,ENTJ,매우높음,True,1
275,53,MMPI,2025-03-10,71,100,INFP,높음,True,0
276,93,MMPI,2024-07-21,41,65,INFP,높음,True,1
277,46,NEO-PI-R,2024-11-17,90,92,ENFP,낮음,True,1
278,8,Big5,2025-02-16,64,54,ISFJ,보통,True,1
279,77,MMPI,2025-01-03,46,84,INTJ,낮음,True,1
280,162,Big5,2025-02-14,119,107,INTJ,낮음,True,0
281,72,MMPI,2025-03-22,98,87,ESTP,매우높음,True,1
282,158,MMPI,2025-04-01,105,82,ENFP,높음,True,1
283,91,NEO-PI-R,2024-09-01,110,66,ESTP,보통,True,1
284,21,CPI,2024-09-10,16,137,INFP,매우높음,True,1
285,56,CPI,2025-05-23,41,128,ESTP,높음,True,1
286,169,CPI,2025-02-07,55,130,INTJ,매우높음,True,1
287,92,MMPI,2024-10-04,94,56,None,매우높음,True,1
288,147,Big5,2025-01-19,108,92,INFP,보통,True,1
289,99,CPI,2024-06-03,92,88,ENTP,보통,True,0
290,83,MMPI,2025-04-23,74,85,ENTJ,매우높음,False,1
291,194,CPI,2024-12-09,90,74,INTJ,낮음,True,1
292,80,CPI,2024-09-08,72,81,ENTP,매우높음,True,1
293,33,MBTI,2024-09-25,48,69,ENTP,낮음,True,0
294,119,Big5,2024-09-26,20,68,ENTJ,보통,True,1
295,166,MBTI,2025-05-25,24,92,ENTJ,보통,True,1
296,89,MBTI,2025-05-02,95,136,None,보통,False,0
297,143,MMPI,2024-12-10,102,52,ENFP,높음,True,1
298,142,NEO-PI-R,2024-11-20,72,121,ESTP,높음,True,1
299,6,NEO-PI-R,2025-01-15,106,107,ENTJ,보통,False,1
300,135,MBTI,2024-11-09,51,94,ENTP,높음,True,1
301,182,MMPI,2025-05-11,108,54,INFP,매우높음,False,1
302,28,Big5,2024-07-24,53,100,ISFP,높음,True,1
303,98,MBTI,2024-10-08,97,80,ESTP,매우높음,True,1
304,66,Big5,2025-04-13,97,113,ENTP,보통,True,0
305,119,Big5,2024-06-21,17,64,INTJ,보통,True,0
306,133,MMPI,2024-07-15,104,88,None,매우높음,True,1
307,160,MMPI,2025-02-19,69,69,INFP,보통,True,1
308,180,MBTI,2024-12-28,68,74,ENFP,매우높음,True,0
309,104,MBTI,2024-11-04,60,52,None,보통,True,1
310,89,NEO-PI-R,2024-11-08,53,63,INFP,낮음,True,0
311,119,Big5,2025-03-25,51,147,ENTJ,보통,True,0
312,152,CPI,2024-07-18,68,133,ENTP,보통,True,1
313,129,MMPI,2024-07-26,41,120,INTJ,높음,True,1
314,164,NEO-PI-R,2024-12-29,102,51,INTJ,낮음,False,1
315,195,NEO-PI-R,2025-05-05,31,131,ESTP,높음,True,1
316,3,MMPI,2025-04-27,97,50,INTJ,보통,True,1
317,131,MMPI,2024-10-24,75,126,INFP,보통,True,1
318,77,Big5,2024-08-30,64,93,ISFP,높음,True,1
319,63,MBTI,2024-09-10,97,142,ISFJ,낮음,True,1
320,153,NEO-PI-R,2024-06-12,61,124,ENTP,낮음,True,1
321,106,CPI,2024-11-10,105,76,INFP,높음,True,1
322,80,MBTI,2025-04-08,72,68,ENTP,낮음,True,1
323,178,Big5,2024-12-24,33,89,ENTJ,매우높음,True,1
324,7,MMPI,2024-06-18,93,77,ENFP,낮음,True,1
325,48,CPI,2024-07-30,27,149,INTJ,낮음,True,1
326,19,MBTI,2025-02-19,71,105,ISFJ,매우높음,True,1
327,181,MMPI,2025-04-03,46,120,INFP,낮음,True,1
328,158,MBTI,2024-09-18,112,75,ENTJ,낮음,True,1
329,144,MBTI,2024-06-01,100,79,ISFJ,매우높음,True,1
330,103,Big5,2024-06-15,119,89,ENTP,낮음,True,1
331,94,MMPI,2025-03-10,91,53,None,보통,True,0
332,14,MBTI,2024-10-06,51,141,None,높음,True,1
333,86,MBTI,2025-01-29,70,150,ISFP,낮음,True,1
334,131,CPI,2025-01-12,48,63,ENTJ,낮음,True,1
335,2,MBTI,2025-01-21,102,64,None,낮음,False,1
336,116,Big5,2024-06-28,53,59,None,낮음,True,1
337,51,MMPI,2025-02-07,115,117,ISFJ,낮음,True,1
338,176,NEO-PI-R,2024-10-07,48,76,ESTP,높음,True,1
339,164,NEO-PI-R,2025-02-05,42,97,ISFJ,높음,True,1
340,159,CPI,2025-05-08,61,140,INTJ,낮음,True,1
341,67,Big5,2025-04-20,76,127,ENFP,낮음,True,0
342,105,CPI,2024-10-16,48,54,INTJ,보통,True,0
343,50,MBTI,2024-10-18,50,72,ESTP,매우높음,False,1
344,97,CPI,2024-08-15,32,122,INTJ,낮음,True,1
345,108,MBTI,2025-03-26,101,55,INTJ,높음,False,1
346,152,NEO-PI-R,2025-03-27,38,115,ENTP,낮음,True,1
347,72,Big5,2024-08-12,55,60,ISFJ,높음,True,1
348,58,MBTI,2024-11-29,51,62,INFP,높음,False,0
349,116,NEO-PI-R,2025-05-01,96,131,None,매우높음,False,1
350,37,MBTI,2024-09-19,25,66,ENTP,매우높음,True,0
351,26,NEO-PI-R,2025-02-13,51,129,ENFP,높음,True,1
352,5,NEO-PI-R,2024-12-20,90,51,ENTJ,매우높음,True,1
353,105,Big5,2025-02-13,41,56,INTJ,낮음,True,1
354,77,MMPI,2024-09-14,93,102,None,높음,True,1
355,191,MMPI,2024-06-06,111,123,ENTP,매우높음,False,1
356,24,MBTI,2025-04-19,80,107,ENTJ,높음,True,0
357,162,MMPI,2024-07-28,70,65,INFP,보통,True,1
358,181,NEO-PI-R,2024-07-27,79,120,INTJ,매우높음,True,1
359,163,CPI,2024-08-06,37,99,ENTJ,높음,True,1
360,127,NEO-PI-R,2025-05-23,53,66,INFP,매우높음,True,1
361,32,MBTI,2025-01-26,43,122,INFP,낮음,True,1
362,115,MBTI,2025-04-07,111,77,ISFJ,매우높음,True,1
363,197,NEO-PI-R,2024-10-12,35,52,ENTP,높음,True,1
364,2,NEO-PI-R,2024-07-05,62,66,ENTP,보통,True,1
365,157,NEO-PI-R,2024-12-13,109,69,ESTP,매우높음,True,1
366,58,MMPI,2025-01-16,99,125,ISFJ,높음,False,1
367,53,NEO-PI-R,2025-02-24,71,57,ISFP,매우높음,False,1
368,182,Big5,2025-05-06,83,140,ESTP,매우높음,True,1
369,88,NEO-PI-R,2025-03-25,33,79,ESTP,보통,True,1
370,83,MBTI,2025-04-01,118,138,None,보통,True,1
371,151,CPI,2024-09-19,70,111,INFP,보통,True,1
372,39,NEO-PI-R,2024-11-09,19,93,ESTP,낮음,True,1
373,48,NEO-PI-R,2024-10-28,77,141,ISFJ,높음,True,1
374,15,Big5,2025-01-20,46,127,ENFP,보통,True,1
375,10,MMPI,2024-11-18,80,86,ENTJ,높음,True,1
376,135,MBTI,2025-01-23,68,53,ISFJ,낮음,True,1
377,8,MMPI,2024-06-05,63,110,None,보통,False,1
378,173,CPI,2024-09-15,82,114,ENTJ,매우높음,True,1
379,119,CPI,2024-12-03,29,69,ISFP,높음,True,0
380,183,Big5,2025-01-25,36,85,ENTJ,낮음,True,1
381,172,NEO-PI-R,2024-08-09,33,52,INFP,보통,True,1
382,175,Big5,2025-01-10,31,133,ENFP,매우높음,True,1
383,175,NEO-PI-R,2024-09-05,108,144,ENFP,높음,True,0
384,17,MMPI,2024-07-24,32,125,ENFP,매우높음,True,1
385,130,CPI,2025-02-08,33,68,ENTJ,높음,True,1
386,154,Big5,2025-01-05,51,101,ENTP,낮음,True,1
387,161,MMPI,2024-12-13,60,69,ENTJ,낮음,True,1
388,195,CPI,2025-05-22,114,123,None,높음,True,0
389,171,CPI,2025-02-15,83,90,INTJ,보통,True,1
390,176,CPI,2024-08-06,97,64,None,낮음,False,1
391,125,MMPI,2025-04-30,24,116,ISFP,매우높음,True,1
392,49,MMPI,2024-08-04,31,66,INTJ,보통,True,1
393,172,CPI,2024-11-02,50,94,INTJ,높음,True,1
394,16,CPI,2024-12-03,74,77,ISFP,매우높음,True,0
395,148,Big5,2024-07-17,28,66,INTJ,보통,True,1
396,31,CPI,2025-05-10,70,102,ISFP,높음,True,1
397,130,CPI,2024-06-02,72,115,ENFP,낮음,True,1
398,175,CPI,2025-03-20,64,81,ENFP,높음,True,1
399,88,MMPI,2024-12-08,77,67,INFP,매우높음,True,1
400,161,CPI,2024-12-19,87,57,INTJ,보통,True,1
