detail_id,project_id,description,start_date,end_date,category,reward_info,risk_info,delivery_date,thumbnail_url
50,50,"Quisquam officia voluptas eligendi consectetur autem amet animi. Quis ipsa id nostrum maxime. Quo enim vel veritatis sint officiis.
Quas consequuntur architecto reprehenderit. Omnis inventore unde placeat laboriosam magni. Facere corporis delectus optio amet.
Dolores eum unde. Velit minus quos.
Ipsa incidunt fuga minus tempore vero. Voluptates deserunt rerum dolores officia.",2025-03-07,2025-06-28,예술,Pariatur dolorem optio velit. Reprehenderit quia similique dignissimos corporis exercitationem asperiores. Voluptatibus sed unde recusandae cum vitae suscipit.,Eligendi eveniet repellendus ratione. Doloribus quidem inventore sapiente. Beatae soluta rerum eaque consectetur.,2025-07-11,https://img.example.com/thumb_50.jpg
34,34,"Animi quidem suscipit dignissimos mollitia consequuntur mollitia quas.
Laboriosam recusandae praesentium expedita autem ex. Consectetur voluptates aspernatur distinctio. Hic magnam non itaque neque temporibus. Saepe quae animi quisquam fuga.
Doloremque mollitia quia earum. In non aliquam distinctio iste debitis deleniti.
Similique sed veritatis. Nobis accusantium quae numquam corrupti eum.
Voluptas nemo incidunt quae voluptatem tenetur.",2025-05-29,2025-07-07,푸드,"Ipsam deserunt rerum aliquid possimus neque. Voluptatem animi qui.
Amet quidem commodi itaque inventore non. Eligendi vero voluptate.","Minima dolorum veniam perferendis at. Quaerat molestiae repudiandae laborum dicta deserunt.
Eveniet qui mollitia aspernatur. Quia aperiam dolore amet placeat. Distinctio et blanditiis.",2026-02-17,https://img.example.com/thumb_34.jpg
68,68,"Deserunt at perferendis facilis. Expedita ea esse deleniti reprehenderit nobis illo.
Minus pariatur sint veniam. Assumenda expedita ipsam minima minima pariatur laborum eius.
Temporibus vitae voluptatem. Minus facere inventore omnis neque recusandae molestias. Magnam voluptatibus velit a sint beatae quaerat.
Error asperiores tenetur dolore cupiditate odit beatae. Iste ratione temporibus ab nulla labore quidem.",2025-05-19,2025-07-14,패션,Aspernatur officiis voluptatibus voluptas ipsam laboriosam molestiae sint. Repellendus delectus iste perspiciatis sequi. Veritatis amet odit laudantium deleniti.,Minima deleniti totam cumque eum libero vero dolore. Voluptatum natus molestiae.,2026-03-15,https://img.example.com/thumb_68.jpg
36,36,"Deleniti a beatae dolore quas saepe. Quo ducimus facere.
Velit cumque accusantium natus maiores aperiam cupiditate ullam. Dolorem magni minima beatae fuga.
Tempore quas accusamus iste. Pariatur sapiente ducimus tenetur vitae repellendus.
Molestias debitis dolores aliquam assumenda aspernatur. Eaque explicabo aut exercitationem labore est molestiae. Ex nemo est voluptas.
Doloremque repellendus est pariatur rerum quibusdam sint nam. Mollitia a esse. Soluta quas voluptatibus.",2025-04-22,2025-08-01,푸드,Itaque alias deserunt facilis similique earum. Ut saepe ea laudantium accusamus necessitatibus temporibus. Quo sed beatae necessitatibus.,Error quisquam odio laudantium doloremque voluptatem. Quisquam quibusdam commodi hic officia voluptates sapiente.,2025-09-07,https://img.example.com/thumb_36.jpg
69,69,"Cum doloribus eaque eligendi sequi nesciunt labore. Exercitationem unde odit similique ipsam odit at adipisci.
Non nulla non modi doloremque velit.
Ratione dolorum omnis modi neque officiis. Possimus consectetur cum iste. Voluptatibus animi repellat aut necessitatibus accusamus commodi.
Consectetur commodi ipsam ullam. Sint corporis non in velit eaque fugit.
Officia dolor incidunt temporibus perspiciatis nemo culpa beatae. Itaque dolorum consectetur.",2025-05-21,2025-07-31,예술,Impedit repellat enim vero ea expedita explicabo. Harum tempore ea neque molestias quos quae. Corrupti perferendis porro odit.,"Nobis doloremque hic ab quibusdam esse maiores.
Neque officia quaerat illum optio quo consequuntur. Quae repudiandae eum architecto quidem suscipit soluta.",2025-07-05,https://img.example.com/thumb_69.jpg
46,46,"Consectetur minus occaecati sed tempore incidunt reprehenderit. Voluptatem placeat perferendis sed rem fuga aliquam.
Excepturi quaerat quis delectus ex. Voluptates voluptatum aspernatur velit. Earum sunt quisquam animi maiores quos veritatis. Recusandae eos inventore similique.
Eum sit corporis libero similique occaecati aliquam alias. Officia doloremque sapiente unde repellat officiis.
Sequi ducimus alias totam voluptatem officiis quod.
Magni esse porro beatae excepturi.",2025-03-31,2025-07-18,예술,Dolores nisi voluptatem quia. Consequuntur eaque provident pariatur voluptatibus eum tempore. Velit quo officiis ab consequatur quia.,Qui voluptate quis fugiat aperiam. A necessitatibus hic sed dolores.,2025-07-22,https://img.example.com/thumb_46.jpg
74,74,"In vitae sapiente eius. Sapiente aspernatur eos asperiores ea non inventore.
Quas saepe culpa dolorem adipisci reiciendis iste.
Atque reprehenderit accusamus a. Enim suscipit nisi similique. Provident perferendis consequuntur earum ipsa ipsum illum. Magni eaque quae possimus suscipit.
Maiores autem necessitatibus quo asperiores sed delectus. Laboriosam similique assumenda tempora. Officiis minima tenetur ab tenetur.",2025-05-09,2025-06-20,기타,Mollitia veritatis aspernatur et ad. Aut aut eos pariatur tempora delectus quam. Odio ab quasi soluta iure tempora perferendis.,Praesentium labore rerum dolores assumenda hic. Perspiciatis quae doloremque recusandae adipisci earum facere. Fuga quia deleniti tenetur qui numquam totam.,2025-10-01,https://img.example.com/thumb_74.jpg
62,62,"Minima perspiciatis ex molestiae unde. Voluptates voluptatem laborum voluptatibus nostrum atque reprehenderit.
Autem voluptates quibusdam eius minima. Recusandae illum doloremque ea voluptatem. Officia at natus quisquam dolores natus.
Debitis recusandae quaerat illo omnis itaque temporibus. Eligendi eaque quod quos a assumenda.
Error illo assumenda voluptatum aliquid. Quas voluptates magnam cum.
Expedita mollitia nobis consectetur. Accusantium excepturi animi vero.",2025-04-21,2025-07-14,기술,"Aperiam blanditiis temporibus praesentium impedit nostrum similique.
Animi accusantium sed praesentium consequatur quia. Iure cumque sequi.",Saepe ut dignissimos rem distinctio rerum. Et neque laudantium quaerat ea expedita ipsa.,2026-05-07,https://img.example.com/thumb_62.jpg
56,56,"Vero repellendus occaecati ut. Eum minima corrupti eveniet fugit.
Dolorum sunt hic et quam. Nulla suscipit delectus aliquam iusto. Voluptatibus sunt quos praesentium neque.
Necessitatibus laborum aspernatur aliquam labore. Architecto beatae ut repellendus quisquam. Mollitia ducimus sequi voluptas alias quasi.
Officia dolorum sed saepe recusandae nihil. Nulla optio consequuntur consectetur. Animi quam provident optio tempora.",2025-05-29,2025-06-02,예술,"Dolores dignissimos porro minus. Possimus saepe explicabo suscipit. Dolorum ab vitae itaque magni.
Quo quia necessitatibus rerum et non.","Tempore sunt voluptatibus placeat voluptas quia. Alias laborum cum sapiente atque suscipit.
Reprehenderit rem iste fugiat qui dignissimos. Fuga ducimus ex commodi inventore quos nihil.",2025-09-24,https://img.example.com/thumb_56.jpg
41,41,"Officiis alias voluptatem in temporibus recusandae totam. Nihil iste illum dolore quae dolorum ducimus asperiores. Dolore facilis dignissimos aliquid quaerat.
Eos fugiat impedit. Doloribus cum tempora similique illum quam dolores.
Itaque atque fugiat autem nisi. Quos corporis beatae ratione porro ut.
Vitae perferendis sunt eum. Ratione ut tempore impedit ullam recusandae distinctio. Modi eaque adipisci nesciunt at.",2025-05-13,2025-06-24,푸드,Officiis provident impedit expedita inventore. Maxime accusamus magni tenetur odit omnis distinctio.,Esse occaecati praesentium. Aut excepturi possimus fugit aliquam officia sit perspiciatis. Voluptatem consequuntur unde perspiciatis unde vitae vero.,2026-04-26,https://img.example.com/thumb_41.jpg
10,10,"Rerum praesentium expedita eos atque vel debitis. Numquam qui ut totam itaque mollitia perferendis.
Modi veritatis ipsum provident aspernatur.
Labore sed sapiente debitis eveniet. Ea neque velit nam odio earum. Error modi at voluptas non non voluptas excepturi.
Aliquam laudantium consequatur illum ipsa. Quo assumenda aperiam architecto libero modi suscipit. Nisi adipisci numquam porro quia.",2025-03-12,2025-08-14,기타,Hic accusamus cumque ullam magni numquam. Fugit tempore magni vel quas quas. Ut commodi sequi earum.,"Omnis assumenda eaque accusamus dolorem at praesentium optio.
Necessitatibus odio exercitationem ipsa. Sequi labore a magnam est. Eum eaque adipisci architecto facere culpa.",2026-05-21,https://img.example.com/thumb_10.jpg
65,65,"Ratione quidem cum enim. Maxime recusandae voluptatibus dolore doloribus neque illum. Ullam non exercitationem perspiciatis id.
Veniam dolorum velit minus. Repellat rerum autem est quos.
Ex et nulla accusamus debitis repellat. Ullam quisquam voluptatum eveniet eligendi veniam ea reprehenderit.
Nihil ut quia totam neque. Illo laborum similique odit temporibus commodi.
Consectetur odio ex. Dicta sed in nobis fuga. Illum sed aspernatur cupiditate distinctio recusandae.",2025-03-26,2025-08-30,예술,"Quia aut qui ipsam explicabo ad praesentium. Incidunt nemo maxime exercitationem dolorum provident. Non officiis sit optio accusamus.
Hic nemo iste laudantium. Eos nemo voluptatibus a.","Vero dolorum vitae vel quasi corporis earum. Porro soluta cumque sed.
Quidem doloribus distinctio aliquid dolor.
Rerum voluptate repellendus ipsam. Fugit aperiam provident ad.",2026-05-21,https://img.example.com/thumb_65.jpg
6,6,"Neque vel eveniet veritatis nulla praesentium optio. Fugiat sit accusamus.
Ipsa ab voluptatum voluptatum recusandae quidem. Officiis cumque eos deserunt voluptatibus eveniet saepe.
Nesciunt modi id facilis inventore laboriosam. Consequuntur debitis veritatis deserunt harum dolor eveniet.
Sapiente nam quam ipsam itaque sequi voluptate fuga. Commodi dolorem iusto quibusdam.
Nostrum iste quos eius iure quas.
Cupiditate tenetur ullam optio. Molestias iure consequatur vero sequi hic voluptatem.",2025-05-09,2025-06-06,푸드,Praesentium libero at excepturi harum impedit. Ipsum officia dignissimos accusantium ullam. Corrupti natus ea ipsum eos amet. Voluptatem nesciunt voluptatum.,"Exercitationem perferendis ducimus error quae sunt earum.
Sint at ducimus placeat adipisci. Porro veritatis sequi eum.",2026-02-14,https://img.example.com/thumb_6.jpg
48,48,"Dolorum velit rem iusto ipsa aliquid. Dolore vel at eveniet corrupti necessitatibus maxime. Reprehenderit consequatur beatae natus officiis.
Praesentium rem autem quo. Perferendis cum ipsum adipisci delectus natus voluptas. Eum numquam sit facere totam corporis corrupti.
Ex cupiditate rem quod impedit iusto repudiandae. Quidem eos tenetur libero in ab perferendis.",2025-03-11,2025-07-20,패션,Cum eligendi ipsa. Assumenda dolor tempore molestiae eos mollitia. Asperiores eaque mollitia quaerat nihil accusantium at reprehenderit.,"Modi commodi itaque harum nemo maiores. Repellendus perspiciatis ipsam. Ea molestias architecto consequatur.
Eos recusandae veniam rem rerum. Consequatur dolor error culpa excepturi doloribus totam.",2025-11-13,https://img.example.com/thumb_48.jpg
35,35,"Quis temporibus eum iste perspiciatis sapiente. Ipsam dolor laborum ratione.
Repellat aspernatur quisquam eligendi accusamus. Tempora officiis vero ut possimus. Soluta perferendis pariatur doloribus magni delectus atque est.
Nesciunt adipisci sapiente veniam quod natus labore. Laborum enim maxime tenetur ea cum nam eveniet. Itaque autem ut maxime corrupti porro qui.",2025-04-29,2025-06-29,기타,"Eligendi aspernatur dolorem. Voluptatem deleniti sit sapiente.
Dolor eveniet sapiente aliquam. Eveniet nulla tempora molestiae.",Laboriosam amet voluptatum ea veniam sunt asperiores inventore. Eos tempore error. Itaque nesciunt facere exercitationem cupiditate rerum.,2025-12-11,https://img.example.com/thumb_35.jpg
63,63,"Eum nihil ea expedita suscipit labore vero temporibus. Exercitationem doloribus quas sint eius nemo perspiciatis.
Error error asperiores quo voluptatum porro voluptatem. Minima cum molestiae autem autem. Id rerum perspiciatis quaerat.
Doloremque doloribus sequi repellendus ab consectetur esse. Sed incidunt iste fugit ducimus et repellendus. Et non natus.
Molestias enim explicabo.
Dolorem quidem natus nulla aspernatur omnis.",2025-04-23,2025-06-16,패션,Soluta ullam eum odio. Placeat velit eum alias.,Consequatur exercitationem ut nobis perspiciatis. Architecto in suscipit reprehenderit quos.,2026-03-18,https://img.example.com/thumb_63.jpg
43,43,"Numquam quis modi accusantium fuga exercitationem soluta dolor. Neque fugiat doloremque. Neque quasi sunt facere quasi a voluptate neque.
Sunt impedit quasi illo.
Voluptas est vel distinctio omnis magni voluptatum. Deserunt explicabo ipsam iusto.
Fugit ratione velit cumque velit eveniet error odio. Tenetur magnam tempora. Neque nesciunt iusto quia delectus voluptatem.",2025-03-24,2025-06-02,게임,Commodi aliquam iste inventore rerum blanditiis fugiat. Iste a qui optio quas doloremque nam. Recusandae eum inventore neque quibusdam esse soluta quae.,Perspiciatis laudantium sunt facere. Eligendi ab libero explicabo repudiandae enim. Rerum expedita recusandae nisi provident debitis veniam quasi.,2026-05-27,https://img.example.com/thumb_43.jpg
55,55,"Laboriosam odio dolorem. Sapiente cum vitae odit dolorem. Placeat iure laudantium blanditiis voluptate quidem unde.
Inventore ipsam ut voluptate quidem aut. Dolor nihil quibusdam. Odit nesciunt eos quam cum fugiat qui impedit.
Totam nostrum fugiat vel optio dicta beatae. Blanditiis quia quibusdam delectus repellat itaque optio in. Pariatur eligendi provident.
Iusto sunt hic id commodi voluptate numquam alias. A iste assumenda. Cumque nam illum eveniet.",2025-03-26,2025-06-05,기술,Vel temporibus quia sint deleniti occaecati. Numquam molestiae quo veniam soluta. Odit eveniet vel dolores ex. Repudiandae debitis perferendis sit voluptas provident optio.,Dolores neque impedit. Fugiat at impedit consectetur occaecati optio. Dolore distinctio iure rem atque excepturi.,2026-05-09,https://img.example.com/thumb_55.jpg
17,17,"Quasi fugit voluptatibus sit delectus exercitationem corporis cupiditate.
Porro sed voluptatibus nostrum dolore facere doloribus. Recusandae minus eius officia distinctio asperiores aliquam non.
Iusto ea tenetur enim assumenda non laborum. Eaque fugiat nostrum libero rem magnam magnam. Distinctio alias tempora perspiciatis ea.
Vitae similique esse odit aut. Sit laborum omnis odio modi numquam.",2025-03-21,2025-07-14,기타,"Aut esse sunt esse modi maiores vitae. Eius molestias maiores soluta culpa aspernatur.
Vel ut mollitia voluptates doloribus perspiciatis doloribus.",Illum amet labore eos. Quaerat a aliquam aperiam explicabo magni. Velit natus similique maxime delectus. Deserunt similique illum blanditiis.,2025-10-24,https://img.example.com/thumb_17.jpg
40,40,"Similique inventore distinctio unde omnis reprehenderit. Quisquam assumenda dolores maiores earum adipisci itaque earum.
Hic quaerat reiciendis sed totam fuga. Recusandae temporibus deserunt asperiores nam blanditiis.
Quod suscipit eos labore et amet.
Omnis accusantium provident cum error. At repudiandae est repudiandae repudiandae fugit itaque voluptatum.
Eum totam fuga animi excepturi totam aperiam soluta. Ex voluptatem recusandae beatae.",2025-03-14,2025-07-13,게임,Qui dolorem sapiente repellendus. Expedita saepe quidem modi perferendis. Nemo inventore neque.,Repellat tempore maiores pariatur. Est quos blanditiis deserunt minima facilis consectetur. Sequi omnis aliquid.,2026-04-18,https://img.example.com/thumb_40.jpg
57,57,"Iure modi repellendus. Maiores neque deserunt vitae incidunt sint.
Amet nobis earum vero. Architecto ea voluptatem.
Reiciendis provident sit. Voluptatum dignissimos saepe aliquam nesciunt. Provident in distinctio vero.
Eligendi dolore dolores expedita. Qui tempore doloremque perspiciatis.
At eum deserunt eaque unde illum commodi. Saepe beatae harum ut molestias maiores iusto laudantium.
Provident consectetur similique animi facilis.",2025-04-02,2025-06-16,게임,"Quo ea assumenda libero sunt quas. Omnis nulla qui.
Corrupti quo facilis officiis molestias odit. Sunt quisquam nesciunt veniam.",Officiis eligendi sint non deleniti velit. Enim distinctio quas ipsum. Neque tempora consequatur corporis quod perspiciatis.,2026-04-21,https://img.example.com/thumb_57.jpg
80,80,"Aliquid voluptas nihil recusandae minus. Aspernatur enim quod dicta corporis sapiente provident. Nisi hic atque quisquam. Tempora tempora iure odit dolorem voluptas reprehenderit.
Ad placeat magnam dignissimos ipsum deserunt aliquam. Quasi enim consequuntur.
Id officiis sunt ut. Doloremque incidunt minus eius non magnam.
Laborum dolore ipsam voluptatem porro. Quae necessitatibus excepturi tempora.",2025-03-14,2025-08-23,기타,"Culpa eum ut necessitatibus. Placeat minus aut voluptatem.
Architecto nihil culpa consequatur possimus repudiandae.
Quam reprehenderit labore. Eveniet rem quaerat officia. Quam dolorem odit quis.",Illo beatae assumenda vitae voluptate possimus. Maxime eaque similique. Expedita magni hic inventore hic autem culpa.,2026-05-14,https://img.example.com/thumb_80.jpg
