match_id,user_id,matched_user_id,match_status,match_score,matched_at,processed,notes
20,8,52,거절,61,2025-05-11 14:38:20.932255,False,Quis dolorum reiciendis tempore. Veritatis modi quae error possimus placeat ipsam deleniti. Qui minus officia amet quia tempora.
21,16,32,만료,66,2025-03-26 21:06:21.047272,True,Repellat eum impedit natus. Vero repellat iusto accusantium eaque. Eaque maiores ad quis hic neque ab laudantium.
22,9,6,거절,91,2025-03-23 06:01:04.119612,False,Maxime iste in. Sunt error corrupti iure sit libero necessitatibus. Voluptate vel at quos deserunt voluptatibus.
23,23,51,대기중,69,2025-04-24 17:33:09.918536,True,Non neque tempora autem. Natus repudiandae ut voluptas.
24,20,19,만료,70,2025-05-05 18:40:43.902644,False,Assumenda eaque saepe molestias ut odio molestias rem. Iusto sint quis laudantium saepe.
25,57,19,만료,68,2025-04-17 03:53:28.507718,False,"Incidunt quia fugiat iure odio nam qui. Veniam cumque doloribus fuga quos.
Vel suscipit velit."
26,33,15,만료,73,2025-03-19 06:03:08.168982,False,"Officiis autem odio recusandae laborum. Earum autem porro fuga magni.
Quibusdam odit quae quod nam fugit quod."
27,31,35,거절,92,2025-05-01 14:40:34.660995,True,Veritatis quaerat cumque itaque distinctio sapiente aperiam. Ipsum sunt nobis. Totam omnis sint necessitatibus quo ex.
28,14,12,만료,94,2025-05-28 09:10:59.932736,False,Fuga iste hic explicabo nobis earum autem. Laudantium et maxime magnam neque odit deserunt labore. Facere hic atque iure beatae accusantium.
29,27,51,거절,76,2025-04-03 13:00:33.346757,False,Eius ullam dignissimos veniam ea quae impedit. Eius minus iure odio ad. Facere quod maxime architecto vitae accusantium.
30,15,23,거절,96,2025-03-28 10:40:30.097051,False,In et maiores quidem. Ad quidem asperiores occaecati explicabo natus.
31,11,30,성사,61,2025-03-26 19:23:30.701146,True,Sed a perspiciatis voluptas nihil natus deleniti cupiditate.
32,24,19,거절,74,2025-03-17 00:32:13.586174,False,Nostrum quam porro natus sunt fugiat error aperiam. Deleniti quam occaecati commodi libero repudiandae. Inventore quis architecto voluptates.
33,41,58,성사,92,2025-04-09 21:02:34.594242,False,"Nulla officia enim perspiciatis. Rerum veniam ipsam aliquid.
Ad quisquam odit nam. Error adipisci iure ratione suscipit quaerat ea."
34,58,21,대기중,95,2025-05-20 20:30:41.917184,True,Odio ex maiores quam. Iure vero placeat aspernatur unde laborum delectus. Nisi aut vel culpa. Libero non voluptates quas.
35,46,10,대기중,71,2025-03-15 11:25:18.997009,True,Nobis asperiores cumque accusamus. Aspernatur tempora unde quod.
36,20,34,거절,60,2025-03-26 15:06:07.992077,False,Eligendi corrupti tempora. Distinctio voluptatum dolores eveniet est deserunt quo. In nisi in repudiandae consectetur.
37,30,46,거절,75,2025-03-03 17:51:51.904932,False,Numquam eum laborum deleniti expedita voluptatibus tempora. Facilis est explicabo sit atque fugiat quasi.
38,52,47,성사,79,2025-03-30 11:01:59.272670,True,Ab voluptatum repudiandae quas. Occaecati aut voluptate nostrum laboriosam.
39,59,52,만료,79,2025-04-22 15:45:11.765125,True,In facilis sint odit minus quae eaque. Magni labore dolorem autem.
40,30,55,성사,76,2025-03-04 05:11:42.965358,False,"Pariatur excepturi ullam sequi necessitatibus optio libero.
Laudantium necessitatibus harum. Eum exercitationem cupiditate aliquid voluptatum minima."
41,19,57,거절,76,2025-04-09 05:12:07.144445,False,"Sequi accusantium porro tenetur.
Beatae natus asperiores fugiat dolore quod commodi."
42,7,8,성사,66,2025-04-25 16:33:59.467450,False,"Incidunt dolore architecto odio tempore fugit unde velit. Esse maiores aspernatur.
Temporibus magni expedita. Velit sed beatae doloribus."
43,3,49,만료,66,2025-05-01 03:54:21.212596,False,Exercitationem doloribus cumque nihil repudiandae laudantium. Sequi ipsum totam in enim modi voluptatibus nobis.
44,18,35,대기중,64,2025-05-03 21:23:40.135161,True,Possimus excepturi quis ut doloribus ea quasi. Ea magni deserunt doloremque asperiores.
45,59,8,성사,75,2025-05-20 06:52:03.006387,True,Officia eum inventore perspiciatis doloribus reiciendis. Optio nulla autem quam minus quisquam.
46,44,11,성사,99,2025-05-25 11:31:20.736409,False,Distinctio sapiente magni. Repellat nobis consequuntur inventore.
47,3,58,성사,60,2025-04-26 10:39:48.517509,True,Animi fuga dolorum dolore dolorem iure. Aut perspiciatis neque harum id molestiae. Officiis facilis deleniti libero quibusdam.
48,24,16,거절,75,2025-06-02 05:44:23.492832,True,Numquam quae adipisci quidem cumque error. Eaque reprehenderit cumque cupiditate optio esse.
49,5,52,대기중,91,2025-04-19 05:43:37.921782,False,Alias fugiat ex eos. Adipisci laborum facere velit vitae eum rerum.
50,55,28,대기중,85,2025-03-30 11:59:54.090539,True,Quos quo ab sit placeat. Distinctio dolor dolore tempore neque. Id ipsam molestiae voluptatem. Dolore explicabo consequuntur dignissimos magnam.
51,56,57,성사,96,2025-05-19 22:35:04.645777,True,"Quos vel possimus placeat repellat et. Odit laborum impedit exercitationem laborum mollitia suscipit.
Fugiat eaque inventore dolore inventore."
52,30,36,성사,88,2025-03-08 06:16:58.309518,True,Sapiente atque cupiditate pariatur eligendi temporibus tenetur. Est natus mollitia facere quae laudantium nam cupiditate.
53,27,9,만료,78,2025-05-19 08:03:50.324865,False,Distinctio assumenda inventore modi doloribus. Doloribus deleniti ipsa beatae recusandae.
54,55,47,대기중,82,2025-04-05 13:39:52.371261,False,Ad consequatur eligendi repellat totam. Corporis officia enim saepe voluptatem aliquid facilis illum.
55,18,49,대기중,94,2025-05-06 18:40:11.033467,True,Officiis quo earum consequatur dolorem. Iure natus doloribus laudantium quibusdam.
56,42,9,대기중,81,2025-04-19 05:21:11.632047,True,Nisi error distinctio at voluptas quaerat nulla. Maxime tenetur laudantium animi animi voluptatum.
57,33,42,성사,62,2025-03-15 17:03:02.792940,True,"Consequatur quidem maxime illo quos.
Ab ipsa eligendi adipisci sint dignissimos. Eaque enim adipisci consequatur."
58,38,35,만료,65,2025-03-08 14:49:39.207979,True,Modi voluptate placeat totam. Illum suscipit ullam minus. Architecto quidem totam repudiandae quos.
59,54,28,성사,91,2025-04-14 17:50:38.949219,True,Mollitia quis sapiente amet. Repudiandae magnam beatae debitis facere. Fuga ea culpa in numquam ea ipsa.
60,11,23,거절,63,2025-04-30 03:59:48.706709,True,Laboriosam molestias rerum commodi molestiae. Provident minima quod soluta ratione officiis recusandae. Repellat quasi optio nemo aperiam iusto odio.
61,13,56,만료,72,2025-05-12 23:49:19.197444,True,Est reprehenderit amet quis alias sequi. Recusandae saepe debitis necessitatibus est expedita. Sed in at molestias id.
62,54,53,대기중,89,2025-03-29 01:59:21.185627,True,Assumenda modi facere aperiam excepturi. Suscipit quasi autem vitae eveniet. Ipsum placeat possimus.
63,16,16,만료,71,2025-04-30 05:34:24.276803,False,Non consectetur provident cupiditate dicta occaecati. Dolore ratione voluptatem laboriosam ipsum.
64,34,36,거절,62,2025-05-21 05:41:55.924660,True,Necessitatibus quibusdam quod facere. Porro sint laboriosam accusamus delectus occaecati.
65,23,39,거절,73,2025-04-10 16:11:47.612595,True,"Odit impedit similique. Itaque modi suscipit.
Velit quidem minus quis corrupti voluptatum modi at. Ipsum expedita iusto est dolores quas quaerat."
66,7,9,대기중,75,2025-05-11 14:13:53.785978,False,Nobis nam commodi doloremque dicta et maiores. Sint sit eius aspernatur vel iusto corporis. Itaque modi repudiandae possimus.
67,20,33,만료,98,2025-05-07 14:32:36.326507,True,Vitae consequuntur reiciendis ipsa quas nesciunt. Minus dignissimos sequi iusto cum totam.
68,7,32,대기중,83,2025-05-15 08:31:00.198934,False,Vel architecto soluta quia. Aliquam ut quos in. Ratione dolore alias quae magnam asperiores.
69,18,10,성사,90,2025-04-25 19:40:24.460047,False,Iste exercitationem est cupiditate voluptate facilis similique. Ab sequi facere quisquam deleniti possimus inventore.
70,50,20,만료,87,2025-04-17 17:02:50.301126,False,Minima sequi facere aut assumenda. Illo aliquam aliquam fuga tempora expedita tempore.
71,42,12,성사,67,2025-05-18 04:04:16.673110,True,Praesentium tempore explicabo quas.
72,9,24,대기중,96,2025-05-24 12:11:06.186144,True,Sed facilis perferendis quaerat inventore similique. Occaecati itaque alias quae iste dolorem.
73,33,31,거절,64,2025-05-14 00:13:08.752735,False,Dignissimos repellendus ut expedita delectus atque aliquam. Quae at deleniti dolorum deserunt commodi. Magni qui natus quidem.
74,15,18,만료,87,2025-05-11 07:33:53.819892,False,Perspiciatis veritatis nesciunt ex eos sequi. Nulla mollitia accusantium excepturi ducimus.
75,8,46,대기중,89,2025-03-10 19:14:25.337990,True,Nisi sequi tempore repellat dolore. Maiores animi alias non dicta natus repudiandae. Optio enim animi commodi saepe.
76,22,57,대기중,82,2025-03-06 15:45:33.602265,True,"Recusandae sequi cum maxime exercitationem inventore. Esse dolor perspiciatis delectus sed.
A libero rem. Dolore odit sunt hic in doloribus facilis."
77,35,15,만료,78,2025-05-30 23:42:24.680569,True,Eos provident eligendi repellendus. Magni ad impedit iste alias nostrum debitis. Tempora ducimus maxime sapiente a. Quae sapiente sed vero.
78,6,17,대기중,71,2025-05-28 19:41:20.907875,True,Magni modi doloribus quo sunt ipsa laudantium. Nulla fugiat consequuntur consequuntur ullam.
79,52,17,만료,71,2025-03-26 00:18:20.004117,True,Molestias sit earum fugiat autem maxime earum. Voluptatem quisquam accusamus autem quam eum assumenda. Veritatis corrupti porro accusantium.
80,37,25,성사,87,2025-04-24 07:45:27.411527,True,Omnis possimus accusantium suscipit. Deserunt quam vel culpa nemo voluptatum accusantium.
81,14,10,거절,90,2025-03-06 05:07:47.031118,True,Inventore voluptatum dolor expedita accusamus ea. Cumque sed aliquid accusantium animi. Quas impedit placeat ratione ipsum eos earum.
82,21,49,대기중,80,2025-05-17 15:20:47.856465,True,Quaerat corporis et eos fugiat quidem. Doloribus corrupti eos ea nesciunt.
83,11,10,만료,71,2025-05-16 00:55:45.710876,True,Optio dolor alias natus vel reprehenderit. Non maiores doloribus accusamus ullam. Eligendi exercitationem voluptates vitae odio non.
84,25,4,성사,71,2025-03-21 00:49:30.948714,True,Iusto illo repudiandae alias eius veritatis vero omnis. Itaque laborum quod animi similique consequuntur vitae.
85,59,59,대기중,100,2025-04-15 00:22:47.896268,False,Deleniti quisquam alias consequuntur dolorum. Quos animi laboriosam magnam.
86,49,1,만료,98,2025-05-18 07:12:21.234076,False,Sapiente laborum illum deserunt. Minima earum quo laboriosam. Aut ipsam totam possimus.
87,4,24,대기중,67,2025-05-06 15:02:26.255505,False,Sint provident mollitia minus. Repellendus enim blanditiis commodi laboriosam porro. Mollitia sit reprehenderit sit id.
88,33,16,거절,96,2025-05-07 07:31:32.870119,False,Vitae dicta ab explicabo ex. Voluptas inventore natus odio unde aliquid ad incidunt. Pariatur a sapiente deleniti.
89,54,43,대기중,64,2025-04-14 11:22:42.853521,False,Nisi explicabo illo ipsam dicta. Temporibus totam harum voluptates. Dolores perspiciatis dolorem vero ipsa aut labore.
90,2,42,거절,80,2025-03-23 12:15:26.339638,False,Ipsa tempore aliquid. Possimus consequatur recusandae culpa ipsum. Eos distinctio sequi dignissimos.
91,53,47,대기중,64,2025-04-22 09:40:53.347023,True,"Sequi debitis nulla quaerat non. Iusto a quidem necessitatibus. Maiores illo veniam.
Omnis repellat veniam libero."
92,8,26,거절,86,2025-03-08 22:36:59.968531,True,Tempore voluptatem dolores debitis culpa quibusdam dolorem. Odio dolor iste esse culpa reprehenderit.
93,23,2,대기중,66,2025-05-31 00:04:40.190334,False,Voluptate ratione id architecto. Occaecati cumque doloribus optio. Adipisci asperiores impedit quae quia accusantium. Quae voluptates error.
94,14,3,성사,95,2025-05-08 14:52:26.523162,False,Totam aperiam architecto quibusdam incidunt. Itaque pariatur quasi.
95,28,46,대기중,77,2025-05-13 04:45:23.300965,False,"Natus totam ipsum molestiae veritatis.
Beatae accusantium soluta sint."
96,32,24,대기중,80,2025-05-31 09:36:03.610180,False,"Eveniet corrupti doloremque fugit. Rerum perferendis eum quis.
Exercitationem reprehenderit maxime aliquam repellendus. Quisquam ab vel eum."
97,38,34,대기중,96,2025-03-28 13:40:10.703283,False,Quidem suscipit voluptatem quibusdam aspernatur animi. Cumque qui soluta magnam. Tenetur natus commodi fugit illum consequatur.
98,49,6,대기중,100,2025-05-27 23:36:04.974426,True,Velit magni quaerat commodi recusandae nostrum quia. Dolores reiciendis fugit molestias laboriosam dolorum aliquid.
99,14,56,성사,93,2025-05-01 16:31:39.272497,False,Fuga ad consectetur impedit aspernatur sit est. Aliquid perferendis aperiam non error non laboriosam nesciunt.
100,21,10,만료,94,2025-05-01 17:28:57.466479,True,"Dolor nihil perferendis facere ea. Eum ipsum atque ratione.
Cumque maxime rem saepe. Asperiores temporibus libero commodi."
101,21,57,대기중,96,2025-04-19 21:47:44.595145,False,Iusto labore fugiat earum. Excepturi consequatur quia quia maxime iusto. Sed doloremque ipsum. Eveniet eaque maxime necessitatibus dolorum.
102,16,15,성사,74,2025-05-31 01:19:43.922590,False,Recusandae atque est repudiandae. Totam facere asperiores necessitatibus ad.
103,4,48,대기중,93,2025-05-07 13:12:31.747982,True,Excepturi asperiores ducimus ab. Rem et esse accusantium odio. Tenetur alias iste nostrum dolorum id cupiditate.
104,4,38,거절,64,2025-03-17 17:53:22.846375,True,Neque quod unde.
105,56,17,성사,93,2025-05-17 00:35:41.496065,False,Aspernatur repudiandae quae quisquam fugiat. Ut cupiditate itaque velit nulla. Suscipit nostrum nulla beatae dolores laudantium fuga.
106,12,1,거절,76,2025-05-02 09:52:56.043870,False,Cumque doloremque numquam labore tempore ullam dignissimos. Quibusdam numquam porro.
107,39,55,성사,70,2025-05-14 23:05:29.427745,True,Dolorem numquam asperiores quasi. Autem incidunt nobis molestias odio.
108,53,17,성사,70,2025-04-24 20:27:07.798006,False,"Aperiam vero a eveniet. Velit quae delectus.
Nam possimus aspernatur est vel dolor. Explicabo nulla iste eius quaerat fugiat."
109,7,35,거절,89,2025-04-06 04:42:07.574427,False,Accusantium vero molestias nemo. Officiis dolores debitis modi voluptate fugit corporis vel.
110,46,50,대기중,95,2025-04-06 06:14:26.527133,True,Tempore labore deleniti quae fugit. Ratione neque voluptatum atque repudiandae beatae nobis. Officia sint ab quisquam. At quam molestias recusandae.
111,22,26,대기중,92,2025-03-10 06:58:46.865513,False,Perspiciatis tempora ab minima qui pariatur. Dicta deleniti eius explicabo quidem. Aliquid iusto voluptatibus quos accusantium eius fuga.
112,57,47,성사,90,2025-04-01 17:32:56.752911,True,Sequi rerum aliquam voluptate. Officia ex magnam ab ab explicabo. Voluptatibus iusto molestias explicabo.
113,33,39,만료,69,2025-05-24 23:47:16.724837,False,Enim commodi nam quis non molestiae repudiandae. Harum reprehenderit eligendi mollitia delectus vel. Expedita ipsum eaque voluptatem.
114,2,47,만료,78,2025-04-27 12:14:28.273594,False,Optio voluptatibus quis quaerat sequi. Iusto voluptatum sapiente ratione.
115,42,31,대기중,93,2025-03-07 02:19:25.167058,False,Odit repudiandae voluptatum eum voluptas doloribus provident vero.
116,4,25,만료,64,2025-04-16 18:17:52.394795,False,Corporis officiis reprehenderit ipsum. Amet dolor veritatis repellat pariatur.
117,18,59,거절,74,2025-05-09 09:55:45.187617,False,"Quas numquam id facere. Odio hic quam doloribus.
Quas repellendus iste odit maxime ad. Architecto temporibus modi nobis."
118,9,34,대기중,90,2025-04-02 05:31:59.621451,False,Voluptate natus enim veniam doloribus facilis ducimus. Sit maiores qui qui soluta officia. Officiis dicta esse praesentium saepe.
119,51,20,거절,96,2025-03-05 14:16:33.699909,False,Fuga eligendi asperiores odit maxime. Earum aspernatur praesentium eligendi.
120,8,31,만료,63,2025-04-15 16:23:19.744272,True,Aspernatur facilis ipsum. Enim perspiciatis officiis veritatis.
121,54,55,거절,98,2025-03-21 10:03:10.854712,True,Nisi ipsum ad sint ducimus possimus. Pariatur aspernatur omnis porro dolor quidem. Veritatis repellat sapiente velit odio commodi magnam.
122,19,38,거절,71,2025-04-28 03:24:57.039380,False,Non asperiores deleniti expedita fuga vitae. Quidem iste aperiam animi assumenda.
123,32,18,만료,68,2025-04-04 17:45:20.698155,True,Iste ab quod animi. Cum mollitia vel.
124,21,30,만료,99,2025-04-20 15:32:03.450437,False,Molestias est atque quasi. Expedita quos quis ipsam maxime.
125,6,28,성사,68,2025-05-04 21:01:34.465470,True,"Quia deserunt natus non minima ratione. Nobis quaerat explicabo nam.
Voluptate iusto magnam dolorem rem molestias autem. Modi debitis blanditiis."
126,7,60,대기중,79,2025-05-21 01:26:18.174227,True,Cum velit dolorem aut harum ex sit. Numquam placeat esse quaerat.
127,37,3,만료,89,2025-03-20 19:29:54.134133,True,"Qui illo non similique.
Quae vel nemo dolores ex laudantium architecto. Illum voluptatibus reprehenderit consequatur."
128,41,4,성사,67,2025-06-01 06:13:46.192104,True,Ad sit reiciendis quia minus quam. Veritatis perspiciatis beatae aliquam laudantium dicta. Alias quaerat magnam quos.
129,51,15,대기중,88,2025-03-24 15:28:08.897860,True,Nam itaque exercitationem ex esse perspiciatis. Pariatur recusandae sit voluptatem.
130,50,3,만료,83,2025-03-29 15:52:50.078562,False,Enim dolor cupiditate quis. Culpa sit dolore possimus. Tenetur ad ipsum.
131,6,5,거절,92,2025-05-12 04:32:22.901376,False,Facilis officia eligendi modi nemo eum. Necessitatibus labore deserunt. Quaerat explicabo accusantium incidunt facilis quod possimus.
132,13,12,성사,74,2025-03-29 21:59:31.208643,False,Dicta temporibus cum quibusdam doloribus soluta iure. Quam animi id voluptatibus doloribus quod possimus.
133,36,42,거절,85,2025-04-25 03:23:43.531210,False,Reprehenderit non exercitationem magnam molestias. Consectetur ut saepe possimus veniam nisi.
134,21,10,성사,92,2025-05-18 10:24:59.467734,True,Exercitationem officiis quo amet. Laboriosam quis pariatur sapiente commodi itaque corporis. Temporibus nobis enim praesentium.
135,27,53,대기중,70,2025-04-23 08:53:07.889949,True,Quae reprehenderit velit similique nihil excepturi odit. Fugit sit dicta praesentium nobis odit. Ducimus dignissimos occaecati.
136,23,59,성사,97,2025-04-12 06:55:14.233663,False,Illum aliquam rerum fugiat modi. Quibusdam corporis neque modi itaque libero reprehenderit modi.
137,6,44,성사,74,2025-03-27 02:41:14.060364,False,Neque impedit nobis incidunt hic repudiandae quo.
138,11,37,대기중,88,2025-04-03 21:08:18.050834,True,Excepturi numquam incidunt asperiores. Ducimus nobis totam debitis officia explicabo nihil.
139,29,59,대기중,69,2025-03-31 09:28:03.394643,True,Voluptatum perspiciatis doloribus iste dolor culpa sapiente. Deleniti animi repudiandae impedit.
140,40,45,성사,88,2025-04-29 14:06:52.834404,True,"Dolor quasi nesciunt voluptatum odit ipsam. Dolore ad harum eligendi a.
Exercitationem provident expedita odio sed non."
141,55,41,거절,66,2025-04-23 17:24:27.171593,False,Odio impedit ducimus voluptatibus nam corporis asperiores error. Dolor incidunt autem delectus ea voluptatum eaque.
142,58,47,성사,65,2025-05-09 09:38:31.893001,False,Cumque aliquam repellendus dolores vero laudantium facilis. Earum ut enim quam saepe.
143,14,10,성사,81,2025-04-27 21:19:59.596087,False,"Animi fugit perspiciatis molestiae veritatis quas vel. Natus corporis deserunt. Nobis dolore minima dolor.
Vitae doloribus nisi nulla ea."
144,54,34,거절,92,2025-03-11 00:36:27.746321,True,Alias ipsam consequuntur praesentium excepturi assumenda repellat eaque. Quae animi repudiandae repellendus.
145,37,39,대기중,84,2025-04-26 03:57:36.771563,True,Impedit modi delectus cum incidunt. In suscipit aspernatur veniam. Neque fugit voluptates eos quaerat.
146,13,41,거절,86,2025-05-22 02:57:38.538667,True,Esse cum nihil maxime delectus. Voluptates optio earum ut accusamus dolor. Libero dignissimos omnis assumenda inventore commodi nulla.
147,41,28,거절,76,2025-04-12 07:14:15.040928,False,Quidem deserunt ad ducimus. Facere beatae natus neque. Quas fugit autem recusandae aspernatur.
148,18,35,만료,84,2025-04-21 10:07:49.286718,False,Reprehenderit nobis ipsam iusto. Suscipit quidem quasi commodi quaerat repellat perspiciatis. Nesciunt reprehenderit placeat sunt sed.
149,34,34,대기중,71,2025-04-22 10:28:58.784717,False,Tenetur quod fuga numquam incidunt pariatur. Atque rem doloremque facere nobis a ratione.
150,14,21,거절,86,2025-05-24 00:25:38.971264,True,Quaerat enim laborum deserunt ea tempora reprehenderit.
151,34,57,거절,90,2025-04-07 12:16:30.509641,True,"Animi cum amet fuga animi distinctio optio. Quos aperiam doloribus modi. Saepe iste expedita.
Cupiditate eum quisquam."
152,60,12,대기중,68,2025-03-23 10:06:36.123072,False,Quod minima quo veritatis dicta deserunt. Autem voluptatem incidunt iure totam aspernatur ea.
153,8,59,만료,68,2025-05-13 03:55:06.139390,False,Cumque laboriosam officia tempore velit placeat. Facere blanditiis beatae dicta aut eum. Animi ex non dignissimos voluptatum.
154,30,5,대기중,64,2025-04-26 15:36:12.041155,True,Amet consequuntur at tenetur saepe. Vero tempore praesentium non consectetur mollitia commodi eaque.
155,9,18,대기중,89,2025-05-29 08:13:53.332259,True,Quod nesciunt rerum. Ducimus explicabo tempore fugiat a asperiores. Dolorem minus officia est eveniet.
156,10,40,거절,78,2025-05-17 14:23:26.923158,True,Nisi exercitationem repellendus nostrum similique numquam delectus. Ullam dolores libero quos et. Officia possimus adipisci velit.
157,30,56,만료,67,2025-04-06 10:48:37.446735,True,"Placeat distinctio perferendis qui id.
Minus praesentium quod eius alias cupiditate. Recusandae porro dolor distinctio recusandae quia sit."
158,41,59,거절,74,2025-03-29 05:42:22.344166,True,Recusandae deserunt ab aut. Harum rem repellat consequuntur.
159,55,47,거절,93,2025-03-31 08:01:09.602109,False,Tenetur nam dolores repellendus quibusdam nobis. Exercitationem sunt aspernatur molestiae labore soluta. Laudantium dicta recusandae quod.
160,60,36,만료,97,2025-03-09 10:03:32.933011,True,"Quis aliquam exercitationem totam. Eligendi maiores occaecati iure vitae.
Ipsa velit quo dicta doloribus aperiam culpa."
161,40,57,거절,93,2025-04-22 23:19:43.480986,False,Pariatur nisi exercitationem animi reprehenderit. Eos distinctio deserunt fugit architecto ratione. Cum asperiores voluptatibus consequuntur.
162,49,5,성사,74,2025-05-14 12:34:21.925994,True,"Nemo sapiente itaque minus magnam. Temporibus maiores aliquid. Eos officia inventore enim magni.
Necessitatibus ad dolor porro iste officia."
163,9,9,성사,73,2025-04-20 12:59:06.965959,True,Eius reprehenderit quisquam veniam repudiandae nam nesciunt. Necessitatibus officia ex quod. Odio dolorum repudiandae quaerat corrupti maxime.
164,55,9,만료,84,2025-04-03 05:20:32.902101,True,Architecto asperiores corporis cupiditate vitae architecto optio quibusdam. Labore quae at eos aliquam nulla numquam.
165,16,57,대기중,93,2025-05-05 21:23:49.135107,False,Quo error iure ipsam quam. Iste cupiditate dolorum quam. Aperiam dolores animi ab hic.
166,20,39,거절,85,2025-04-24 10:51:00.206773,False,"Earum sit ducimus facilis sint. Voluptate repellendus aut deserunt.
Iure placeat animi dolor. Ipsam adipisci dolorum hic incidunt cum culpa."
167,42,49,거절,96,2025-03-03 14:13:01.724442,False,Velit ea doloremque ducimus. Iure quisquam eos numquam accusantium.
168,43,48,만료,92,2025-03-07 17:26:54.347390,False,Quia sint maxime. Maiores esse harum quo facere doloribus aliquam.
169,55,46,대기중,60,2025-03-17 11:20:53.477534,True,Incidunt facilis enim ipsum. Fugiat soluta placeat delectus. Perferendis unde suscipit nobis id repellendus.
170,46,16,만료,95,2025-03-12 16:31:12.643643,True,Quia tempore sequi laboriosam expedita. Sed sint ullam itaque quae. Dicta harum nemo numquam quidem amet aliquam. Magnam molestias reprehenderit.
171,29,5,대기중,73,2025-05-24 17:50:09.039255,True,Accusantium eligendi doloremque aut. Exercitationem pariatur eveniet perferendis. Illum quaerat laborum itaque ipsa quasi veniam.
172,55,29,성사,76,2025-05-10 00:26:48.019306,False,Officiis doloribus illum inventore. Laudantium voluptas dolore corporis excepturi ipsum.
173,14,17,거절,94,2025-05-21 14:47:18.192695,True,Dignissimos rerum officia minus culpa temporibus. Repellat dicta consequuntur quas.
174,10,38,대기중,82,2025-04-12 15:51:30.170891,True,Tempora recusandae officiis minima. Veniam accusamus provident necessitatibus mollitia perferendis. A sequi omnis voluptatem iusto reprehenderit.
175,21,1,거절,87,2025-04-29 20:05:34.072406,True,"Temporibus vero eius enim facilis minima autem. Possimus molestias quasi.
Velit mollitia dolor. Error dignissimos quibusdam itaque."
176,3,17,성사,94,2025-05-16 16:34:40.593141,False,Eos eveniet voluptatem quisquam alias. Ex pariatur nemo totam harum eius perferendis corporis.
177,2,6,거절,68,2025-04-15 05:37:41.285594,True,Occaecati officiis provident. Omnis nostrum quis modi.
178,32,44,거절,84,2025-05-14 23:08:27.620250,False,Alias totam inventore sapiente sit earum. Eius harum ratione a quaerat id sequi. Odit assumenda nisi officiis quidem nam asperiores.
179,16,41,성사,65,2025-03-28 14:15:26.904762,True,Tempora quaerat neque. Mollitia molestiae nemo officia voluptate iusto quam ipsa. Cumque facilis est possimus alias sequi.
