transaction_id,user_id,stock_code,stock_name,transaction_type,quantity,price,transaction_date
145,30,035420,NAVER,매수,32,409596,2025-01-02 15:12:58.804223
11,37,207940,삼성전자,매수,79,114866,2025-05-15 00:22:08.202894
63,8,005380,현대차,매도,27,192036,2025-03-04 14:43:05.036149
113,25,000660,SK하이닉스,매수,40,98216,2024-12-09 16:22:13.563194
147,43,005930,NAVER,매수,3,348202,2025-02-07 19:38:33.481494
167,8,035420,삼성전자,매도,88,356153,2025-05-02 16:25:42.623897
1,2,005930,삼성바이오로직스,매수,18,228166,2025-02-21 07:24:06.857763
199,5,000660,삼성전자,매수,88,207386,2025-05-10 10:19:45.933180
154,18,035420,삼성전자,매도,8,479295,2025-06-02 00:52:20.575783
71,46,005930,삼성바이오로직스,매도,12,254318,2025-01-19 21:58:33.664586
124,3,005930,삼성전자,매수,79,391825,2025-01-29 10:26:15.691069
65,2,207940,SK하이닉스,매수,35,272794,2025-02-16 05:42:32.517931
45,44,005380,SK하이닉스,매도,46,490304,2025-04-17 23:30:40.200584
164,27,000660,삼성전자,매수,98,165721,2025-01-10 05:12:10.018504
29,37,207940,삼성전자,매수,100,47616,2025-04-08 12:24:33.855804
41,4,207940,현대차,매도,11,140906,2025-01-20 08:12:25.469481
109,48,207940,현대차,매수,24,488427,2024-12-26 05:02:28.710115
156,32,000660,삼성바이오로직스,매수,37,26854,2025-05-11 23:57:40.861967
157,22,005380,삼성바이오로직스,매도,88,469286,2024-12-22 10:52:34.477455
26,39,000660,SK하이닉스,매도,61,291197,2025-03-31 22:46:15.341320
24,36,207940,SK하이닉스,매도,66,42558,2025-02-12 16:35:12.355951
185,48,035420,삼성전자,매수,60,494757,2025-01-22 17:00:09.294007
148,34,005930,삼성바이오로직스,매도,31,409497,2025-04-08 16:21:17.220698
82,18,035420,삼성전자,매수,55,23583,2025-04-01 13:13:43.824851
40,17,035420,삼성전자,매수,92,460138,2025-02-16 10:08:21.638764
169,38,035420,삼성전자,매도,39,145091,2025-04-16 21:39:29.935727
48,42,005380,현대차,매도,38,163981,2024-12-19 23:48:06.836482
95,18,207940,SK하이닉스,매수,16,337705,2024-12-06 16:41:13.383674
155,38,005380,삼성전자,매수,9,159359,2025-05-06 07:41:11.381692
44,21,005930,NAVER,매도,62,400421,2025-04-13 01:38:59.952430
139,16,005380,SK하이닉스,매도,32,321595,2025-04-22 20:33:16.724464
4,18,000660,SK하이닉스,매도,90,117501,2024-12-02 02:36:40.976274
106,1,005380,삼성전자,매수,64,444393,2025-02-23 19:26:03.730102
54,42,035420,삼성바이오로직스,매도,60,101545,2025-03-16 18:48:01.444576
134,3,005930,SK하이닉스,매도,44,338520,2025-03-19 13:00:59.065774
