record_id,owner,result,created_at,score,play_time
81,15,승리,2025-03-03 09:11:52.235496,199,47
82,41,무승부,2025-01-15 15:34:59.225694,9407,104
83,256,무승부,2025-05-18 08:57:16.409851,7450,64
84,277,무승부,2025-01-26 23:55:48.603606,6437,10
85,177,무승부,2024-12-20 12:09:15.098688,6862,28
86,207,무승부,2025-04-11 00:31:25.510536,371,107
87,247,패배,2024-12-08 22:41:45.625140,5740,28
88,115,승리,2025-05-10 09:09:13.424286,2269,57
89,244,승리,2025-01-12 00:27:16.921065,6605,18
90,271,패배,2025-03-14 10:15:25.736243,4506,115
91,193,무승부,2025-04-22 12:06:30.543321,9226,15
92,25,승리,2025-01-11 22:50:27.856223,4911,94
93,275,무승부,2024-12-31 12:18:46.593426,9592,44
94,41,승리,2025-03-23 08:00:50.332774,9758,107
95,204,패배,2025-02-26 08:32:30.844219,1841,116
96,278,패배,2025-04-12 03:10:28.396895,5014,64
97,190,패배,2025-01-02 07:21:35.850554,4976,120
98,212,무승부,2025-05-01 12:51:33.675446,4632,78
99,187,무승부,2025-03-21 22:48:44.562940,3274,60
100,283,무승부,2025-05-08 06:05:55.878193,5572,42
101,192,패배,2025-03-14 06:15:35.816777,6382,70
102,141,패배,2025-05-08 17:25:58.923512,942,12
103,41,무승부,2025-01-18 08:39:59.552499,896,57
104,45,승리,2025-05-30 21:13:43.583241,7528,64
105,146,패배,2025-05-07 20:52:57.627999,6176,76
106,89,무승부,2025-03-29 08:21:02.704038,4751,19
107,90,무승부,2025-04-18 09:52:35.877959,2415,112
108,229,패배,2025-04-09 13:31:20.868599,1409,111
109,26,승리,2025-01-17 01:48:35.134387,2214,53
110,187,패배,2025-02-16 06:59:23.845931,7223,60
111,255,승리,2025-03-01 01:52:56.635489,6926,101
112,294,승리,2025-01-08 17:08:58.333730,562,110
113,82,무승부,2025-01-29 23:37:54.343232,2479,77
114,18,승리,2025-01-19 03:35:35.442566,7529,99
115,131,무승부,2025-02-02 05:35:31.657370,8774,104
116,182,승리,2024-12-02 17:59:28.752089,7101,14
117,191,무승부,2025-01-31 05:35:30.319240,4441,42
118,253,승리,2025-02-16 11:08:11.128780,8284,40
119,54,패배,2024-12-06 18:31:21.486838,9568,42
120,120,패배,2025-02-21 06:31:04.914563,8152,37
121,38,패배,2024-12-06 09:45:03.145900,7083,79
122,230,무승부,2025-02-19 03:52:56.167859,6974,119
123,49,승리,2024-12-27 23:10:41.385890,5280,118
124,254,무승부,2025-04-04 14:02:39.718584,1392,108
125,147,무승부,2025-04-11 19:01:31.240381,1253,28
126,216,무승부,2025-01-19 05:58:49.691344,243,60
127,1,승리,2025-01-30 12:40:21.784100,2606,51
128,157,무승부,2025-05-29 18:05:21.898577,5967,12
129,111,패배,2025-03-21 21:20:31.486570,901,12
130,254,무승부,2025-04-21 13:59:17.667699,3028,11
131,72,승리,2025-03-06 17:26:27.152763,3784,113
132,8,패배,2025-05-16 06:08:41.464602,1952,44
133,181,승리,2025-05-13 00:18:28.002187,6641,83
134,74,승리,2025-03-30 13:04:48.900600,1386,22
135,93,승리,2024-12-16 10:08:47.476218,4464,115
136,105,무승부,2025-05-22 01:20:32.544478,8008,44
137,270,승리,2025-04-26 16:47:55.523544,7328,8
138,8,무승부,2025-04-27 05:57:45.404206,9618,41
139,268,패배,2025-02-09 03:37:52.797925,9923,43
140,97,무승부,2025-04-07 12:13:19.335963,8316,72
141,279,패배,2025-02-10 15:31:50.596150,9730,80
142,256,무승부,2025-01-22 03:53:43.664029,1083,78
143,256,패배,2025-04-04 04:00:19.910711,270,87
144,94,패배,2025-04-23 10:46:24.457805,9290,51
145,8,무승부,2025-05-17 19:07:28.672071,9883,27
146,52,패배,2025-02-01 12:26:57.042454,2065,36
147,261,승리,2025-02-23 23:27:41.829745,8298,110
148,128,패배,2025-05-18 08:32:35.896216,1252,55
149,83,승리,2025-04-17 11:43:10.441515,5749,101
150,151,승리,2025-01-20 10:50:27.031164,1773,92
151,40,무승부,2025-02-25 13:10:57.000236,3355,117
152,292,패배,2025-05-15 18:29:53.998450,9924,20
153,23,승리,2025-03-11 06:03:50.373434,7900,32
154,84,패배,2025-02-18 04:19:01.441895,911,108
155,2,승리,2025-01-28 18:12:30.366126,3729,68
156,134,패배,2025-03-02 00:25:36.480296,3222,49
157,76,승리,2025-03-04 23:21:22.393482,6717,70
158,234,패배,2025-02-13 04:05:17.162574,1243,20
159,19,패배,2025-03-21 22:59:57.342364,2636,25
160,272,승리,2025-01-14 08:15:38.971519,5710,119
161,59,승리,2025-05-19 20:49:14.730939,4921,39
162,65,패배,2025-05-05 01:25:58.573529,6410,85
163,91,패배,2025-01-30 16:19:20.749640,4908,118
164,165,패배,2025-05-04 21:43:18.069997,8282,54
165,203,패배,2024-12-05 00:45:49.719341,4606,81
166,159,승리,2025-01-28 14:56:21.565948,8205,106
167,242,패배,2025-01-17 21:19:35.527191,1240,49
168,119,패배,2025-01-26 11:39:44.316689,4398,112
169,209,무승부,2024-12-13 23:24:37.243529,1151,16
170,64,패배,2025-05-20 19:05:56.263869,8493,29
171,98,패배,2025-01-29 04:23:00.719508,9557,30
172,44,무승부,2025-02-17 04:51:27.529386,4480,60
173,290,무승부,2025-04-19 15:51:30.489439,5674,29
174,60,승리,2025-02-05 17:45:30.646120,1410,21
175,94,패배,2025-05-10 19:48:20.868953,6158,12
176,31,패배,2025-05-11 11:26:59.774396,1368,28
177,257,무승부,2024-12-18 21:32:11.845772,1075,61
178,196,승리,2025-05-12 22:25:47.909874,799,70
179,152,패배,2025-05-03 05:12:59.084011,8637,39
180,49,무승부,2025-02-10 04:34:55.197203,2750,63
181,209,무승부,2025-02-02 05:35:26.965372,537,29
182,88,무승부,2025-01-24 04:46:45.320120,6814,57
183,275,승리,2025-02-16 16:55:34.868308,922,103
184,265,무승부,2025-03-06 14:02:32.329808,4481,46
185,212,승리,2025-02-28 14:02:13.782936,2999,89
186,80,무승부,2025-02-09 06:09:55.199708,2885,108
187,273,승리,2024-12-11 01:21:10.568320,2987,33
188,124,무승부,2025-01-30 16:10:12.065143,1146,70
189,264,무승부,2025-01-10 21:35:30.045129,2165,79
190,65,패배,2025-04-08 06:52:06.357005,8669,24
191,260,승리,2025-02-02 13:03:36.839407,9833,21
192,204,패배,2025-04-18 08:23:22.378335,2305,54
193,254,승리,2025-05-01 00:45:32.432027,6557,98
194,202,패배,2025-04-08 22:49:57.656082,5992,98
195,43,승리,2025-02-10 12:48:02.009990,1204,13
196,94,무승부,2025-05-13 23:53:47.736384,9930,107
197,167,패배,2025-02-23 10:43:02.305868,378,110
198,150,패배,2024-12-16 12:04:18.614213,7498,91
199,121,패배,2025-02-14 06:00:58.913310,6668,62
200,116,무승부,2025-02-10 00:53:43.404987,3430,36
201,84,무승부,2025-02-17 18:09:30.948541,1926,92
202,23,승리,2025-04-12 22:19:17.255078,5523,95
203,112,무승부,2024-12-28 12:38:52.990831,721,119
204,234,승리,2025-04-18 12:26:34.890422,2073,59
205,123,패배,2025-02-17 01:00:44.186858,6695,32
206,131,승리,2025-01-19 07:15:47.927598,2585,64
207,288,승리,2025-03-21 04:28:44.674192,9516,82
208,292,무승부,2025-02-11 12:12:50.565485,6860,79
209,102,패배,2025-02-06 06:28:00.669882,8461,93
210,105,무승부,2025-01-17 00:44:43.224856,7536,51
211,40,무승부,2025-02-22 15:47:06.241034,9729,70
212,131,무승부,2025-01-18 11:24:10.163362,5030,21
213,178,패배,2025-03-23 06:36:07.788171,830,105
214,249,패배,2025-05-31 17:15:20.962027,1843,94
215,184,무승부,2025-01-31 00:27:01.285661,1247,69
216,150,패배,2024-12-09 11:45:53.463755,6373,87
217,14,무승부,2025-04-27 06:29:13.859455,9930,55
218,14,무승부,2025-02-22 06:23:18.303874,1657,84
219,221,무승부,2025-03-02 07:35:20.265135,1277,91
220,91,승리,2025-05-06 05:51:32.111294,286,15
221,299,승리,2025-01-17 21:57:37.210470,9068,65
222,86,승리,2025-04-18 22:40:17.218975,567,40
223,121,무승부,2025-04-20 00:26:28.149844,8313,9
224,103,무승부,2025-01-07 03:35:02.379755,1976,22
225,290,패배,2025-01-31 13:52:04.998870,7535,45
226,77,패배,2025-03-04 03:15:12.496280,8938,112
227,152,무승부,2025-01-03 12:36:20.894515,1767,21
228,79,승리,2025-01-17 03:18:57.324385,1917,22
229,10,무승부,2025-01-02 21:20:53.676232,3300,33
230,112,패배,2025-01-06 18:00:05.857831,864,11
231,208,무승부,2025-02-19 11:04:00.520534,4878,33
232,57,무승부,2025-05-30 05:41:28.537381,4004,74
233,4,승리,2025-04-02 06:17:52.507773,2086,61
234,172,승리,2025-01-17 07:34:48.772462,3634,32
235,203,무승부,2025-04-10 09:36:18.990128,6070,18
236,5,승리,2025-04-13 21:40:05.606947,7930,101
237,207,패배,2024-12-25 10:06:04.928550,7215,29
238,101,무승부,2025-03-06 10:33:47.816265,2396,87
239,285,무승부,2025-04-14 17:05:19.833155,5842,77
240,7,무승부,2025-01-10 08:33:29.419280,2033,55
241,193,패배,2025-05-26 16:34:29.773884,1738,96
242,149,패배,2025-03-30 02:47:31.104352,1422,96
243,138,패배,2025-05-10 04:35:43.821365,5331,54
244,27,무승부,2024-12-31 03:05:01.488252,9292,120
245,181,무승부,2025-05-28 13:49:15.915768,1455,13
246,110,무승부,2025-02-25 13:10:29.399201,9614,23
247,25,승리,2025-03-13 07:54:33.999815,6680,114
248,26,패배,2024-12-09 11:28:28.600899,1961,83
249,270,무승부,2024-12-09 21:19:08.855756,9946,69
250,54,패배,2025-03-26 18:26:31.352344,5260,35
251,70,무승부,2025-01-03 10:07:45.457920,1924,114
252,280,패배,2025-02-05 21:02:33.951765,6570,120
253,173,패배,2025-04-07 04:34:28.307022,2809,80
254,224,승리,2025-01-15 00:07:11.655517,4908,9
255,172,승리,2025-01-01 11:47:12.567968,7817,116
256,43,무승부,2025-04-16 09:59:42.061916,3680,8
257,181,패배,2025-03-21 12:54:33.215149,5249,39
258,83,승리,2025-04-27 09:30:59.220983,4166,71
259,139,패배,2025-05-08 11:45:14.739267,6786,49
260,229,승리,2025-02-15 09:16:19.105548,3005,31
261,99,패배,2024-12-11 13:24:43.847564,6091,17
262,39,무승부,2024-12-09 01:23:56.123294,3808,78
263,165,무승부,2025-02-02 17:21:43.317519,4131,108
264,237,무승부,2025-05-28 15:48:43.398598,2532,40
265,62,승리,2025-03-26 06:16:32.594476,9282,74
266,291,무승부,2025-01-05 01:08:36.152582,1277,111
267,54,무승부,2025-05-22 19:26:59.130657,2569,96
268,127,무승부,2025-02-17 07:51:48.173722,4049,20
269,55,무승부,2025-04-19 09:11:25.495331,7258,28
270,72,패배,2025-03-17 02:38:42.687494,8740,8
271,30,무승부,2025-05-04 19:20:32.166010,7243,46
272,287,패배,2025-04-21 18:18:58.004632,2352,75
273,2,무승부,2024-12-26 04:59:07.578737,6429,12
274,232,패배,2025-01-19 00:49:46.466142,8487,61
275,211,무승부,2025-04-14 17:56:14.627282,3052,51
276,133,승리,2025-02-06 08:24:04.302216,8906,58
277,161,무승부,2025-05-08 19:33:57.400822,6288,20
278,74,무승부,2025-01-17 20:38:54.689779,5884,48
279,65,승리,2025-02-08 03:36:08.797688,1142,97
280,126,패배,2025-03-03 19:26:43.760912,1767,34
281,149,패배,2024-12-08 19:36:17.528545,6656,49
282,71,무승부,2025-02-11 00:02:54.124151,6503,13
283,133,승리,2025-04-25 12:06:51.283792,169,90
284,21,패배,2025-05-10 04:38:28.030609,1919,89
285,16,승리,2025-02-22 22:47:05.972138,7895,81
286,197,무승부,2025-04-11 04:51:16.435278,7910,43
287,216,패배,2024-12-06 18:03:49.758682,8392,39
288,41,승리,2025-03-11 16:12:55.597250,908,71
289,57,승리,2025-03-17 14:10:56.592458,1179,81
290,29,패배,2024-12-22 05:24:33.066118,233,77
291,247,승리,2025-03-31 18:24:55.973438,7520,73
292,244,패배,2024-12-26 07:42:04.040725,524,103
293,179,승리,2025-04-06 05:52:19.368020,7923,101
294,70,무승부,2025-04-15 10:32:14.421922,2775,98
295,246,패배,2025-01-13 09:19:06.504969,1866,91
296,130,승리,2025-01-23 19:46:22.893519,6107,21
297,203,승리,2025-04-05 09:28:45.487123,5098,26
298,10,승리,2025-04-19 03:29:35.513581,7321,97
299,198,패배,2025-04-19 09:07:01.949109,1467,80
300,87,무승부,2025-04-05 19:35:48.844532,1655,19
301,106,승리,2025-02-20 01:55:09.220937,5935,86
302,48,무승부,2025-03-03 10:25:50.977496,6163,75
303,209,무승부,2025-05-02 03:37:18.797883,7738,64
304,80,승리,2025-02-26 04:32:10.986422,382,98
305,228,패배,2025-02-28 07:46:31.612838,7061,74
306,39,패배,2025-02-10 00:11:06.426170,2600,42
307,214,패배,2025-06-01 11:20:57.435757,9915,14
308,104,패배,2025-01-24 01:03:30.125770,4644,84
309,144,패배,2025-04-15 17:35:18.059927,4036,52
310,133,패배,2025-01-12 19:40:51.937947,6396,95
311,272,승리,2025-03-22 14:46:32.145410,7574,80
312,60,패배,2024-12-24 11:03:23.123956,2931,34
313,60,승리,2025-03-28 12:46:51.019463,1217,63
314,97,승리,2025-02-11 20:23:50.307985,7108,9
315,269,패배,2025-03-17 19:04:35.870604,1095,5
316,71,승리,2024-12-31 10:27:44.511475,4324,64
317,156,패배,2025-01-04 07:03:21.095827,4490,9
318,105,승리,2024-12-15 05:15:13.677790,210,105
319,281,패배,2025-05-04 02:30:15.322433,6967,96
320,206,무승부,2025-01-17 13:29:01.767073,8983,67
321,6,승리,2025-01-24 14:46:23.636842,7355,74
322,229,무승부,2025-02-04 03:23:34.742419,8786,42
323,151,승리,2025-05-12 19:26:14.810320,4690,107
324,92,승리,2025-02-17 09:28:20.790955,5760,58
325,42,무승부,2025-03-18 00:36:24.813515,8757,43
326,204,무승부,2025-05-23 10:21:25.402168,7412,83
327,288,무승부,2025-04-03 12:59:21.754567,3675,93
328,96,패배,2024-12-09 12:49:31.891793,5991,96
329,44,승리,2025-04-24 22:09:09.795267,848,76
330,222,무승부,2025-03-20 18:00:00.724004,6664,85
331,300,승리,2024-12-12 00:14:48.997048,6842,69
332,83,무승부,2025-02-27 04:25:58.429960,9129,112
333,290,승리,2025-01-23 22:29:42.038411,2780,31
334,252,승리,2025-03-10 09:52:18.940628,4276,119
335,6,무승부,2025-05-19 22:00:20.392470,8461,6
336,202,무승부,2025-03-20 15:20:01.931890,4257,54
337,214,무승부,2024-12-08 18:45:06.321077,4852,44
338,11,패배,2024-12-04 10:11:54.429698,4719,30
339,287,승리,2025-05-31 19:44:46.107932,6684,12
340,41,무승부,2025-04-01 03:01:56.673146,1440,97
341,154,승리,2025-05-20 08:46:27.170592,6914,20
342,145,패배,2025-01-15 10:20:45.584108,8148,92
343,123,승리,2025-01-28 17:27:19.979672,951,24
344,296,패배,2025-03-16 02:41:20.655099,4654,86
345,237,패배,2025-05-29 18:14:44.167143,4767,70
346,174,무승부,2025-02-19 22:14:49.546283,3254,103
347,103,패배,2025-03-05 05:41:23.774680,7968,104
348,240,승리,2025-01-22 19:02:45.839981,9852,115
349,41,패배,2025-05-21 03:01:48.136060,7988,103
350,246,무승부,2025-01-14 22:27:14.279700,5813,63
351,45,무승부,2025-03-17 07:55:12.414654,7582,65
352,225,무승부,2025-04-06 10:58:51.697977,4895,85
353,286,승리,2025-05-12 12:42:57.689167,9300,16
354,147,패배,2025-04-25 10:46:53.394614,2693,70
355,139,패배,2025-04-26 18:15:37.027142,8363,66
356,293,패배,2024-12-29 01:15:49.387047,1789,21
357,250,승리,2025-04-13 11:29:25.973642,4059,84
358,71,패배,2025-05-04 15:59:27.268119,2079,24
359,56,패배,2025-05-28 12:39:39.340202,9756,114
360,202,무승부,2024-12-26 15:55:23.806867,3148,38
361,265,승리,2024-12-28 09:26:19.023854,644,7
362,49,무승부,2025-05-12 14:43:26.587713,7286,87
363,84,무승부,2025-04-22 05:42:27.674755,2776,87
364,120,승리,2025-03-11 22:48:14.479880,2372,108
365,108,무승부,2024-12-22 16:52:40.687421,3062,69
366,145,패배,2025-05-20 06:51:42.035365,7748,106
367,162,패배,2025-02-13 01:23:47.351833,4808,69
368,122,패배,2025-04-16 02:10:39.001415,8499,26
369,91,무승부,2025-02-20 07:38:48.192046,3880,11
370,214,무승부,2025-02-27 19:32:33.775955,171,79
371,234,승리,2025-04-08 06:51:24.311885,5901,73
372,236,승리,2024-12-26 14:17:21.304045,6977,30
373,92,무승부,2025-05-01 10:15:58.747304,1215,95
374,81,승리,2025-02-11 11:19:20.664095,5410,85
375,194,무승부,2025-03-22 07:26:13.395076,4906,16
376,185,승리,2025-04-07 10:06:03.254715,2894,111
377,96,승리,2025-04-12 10:55:12.665303,1154,5
378,64,승리,2025-01-04 21:35:06.343654,8703,34
379,205,무승부,2025-01-21 20:21:00.462520,627,91
380,163,무승부,2025-02-07 10:19:45.739973,4858,80
381,275,패배,2024-12-05 01:01:39.552945,8106,31
382,278,무승부,2025-04-09 15:34:04.661405,2872,97
383,67,무승부,2025-04-18 22:18:44.293938,4307,108
384,58,무승부,2025-01-28 15:27:24.376736,8465,92
385,81,무승부,2025-01-30 01:43:22.568666,7302,87
386,171,무승부,2025-03-10 05:28:13.620718,3200,27
387,207,패배,2025-02-07 21:45:32.546244,5777,96
388,167,승리,2025-06-01 23:15:27.608904,7325,12
389,35,패배,2025-02-02 19:16:18.353723,4162,36
390,101,무승부,2025-01-28 12:16:03.544161,5225,36
391,17,승리,2025-02-03 12:43:08.516564,6314,111
392,274,승리,2025-05-17 17:30:00.081678,9896,14
393,61,패배,2025-01-06 20:40:04.443781,7330,119
394,133,무승부,2025-03-17 09:52:05.974931,5193,25
395,39,승리,2024-12-24 22:20:32.759494,4216,42
396,53,패배,2025-02-13 14:11:28.988876,9543,9
397,59,무승부,2025-03-20 03:06:49.046505,3412,66
398,135,패배,2025-01-20 06:30:49.151458,6145,21
399,188,무승부,2025-05-01 16:15:21.839065,7345,107
400,106,승리,2025-05-09 00:38:25.975992,3571,61
401,224,승리,2025-05-20 22:05:35.856015,5296,59
402,137,패배,2025-05-22 02:23:32.796685,390,72
403,90,승리,2025-02-19 00:38:06.181441,6574,108
404,33,무승부,2025-05-16 22:37:48.446965,1770,54
405,146,패배,2025-04-23 01:23:14.351336,7827,64
406,203,승리,2025-02-02 05:59:28.017984,2813,79
407,206,승리,2024-12-22 06:05:57.666231,2359,10
408,132,무승부,2025-01-07 22:54:44.247284,8522,90
409,202,패배,2025-05-05 10:46:36.465234,8216,88
410,298,무승부,2025-02-16 16:08:18.192478,8955,79
411,232,패배,2025-05-21 19:58:14.016272,8908,25
412,167,패배,2024-12-03 23:49:13.828152,2040,109
413,161,패배,2025-01-31 22:25:34.462866,4370,64
414,7,승리,2025-04-25 13:05:27.135531,4016,101
415,255,패배,2025-04-12 16:08:50.831657,5218,36
416,289,패배,2024-12-31 22:06:45.106714,2074,42
417,4,패배,2025-04-27 10:02:42.218237,5502,6
418,13,무승부,2025-03-02 14:21:20.701313,1659,85
419,176,무승부,2025-02-22 15:54:03.942696,1668,52
420,43,승리,2025-03-15 06:24:11.228789,7786,101
421,27,패배,2025-01-20 10:17:24.366350,4008,92
422,62,패배,2024-12-09 08:08:01.524034,6835,57
423,235,승리,2025-05-02 10:27:24.160905,9649,66
424,13,무승부,2025-02-22 02:26:54.594136,9314,12
425,166,패배,2025-01-02 12:54:59.752417,7279,110
426,212,승리,2025-01-15 20:14:16.874853,1746,47
427,134,무승부,2025-04-16 12:09:35.893092,4194,63
428,15,패배,2025-05-09 14:37:07.664912,3465,109
429,147,승리,2025-04-23 11:03:34.332786,5960,21
430,138,무승부,2025-03-13 18:19:09.614395,8391,57
431,182,무승부,2025-04-25 00:42:41.461783,110,99
432,63,승리,2024-12-03 07:19:27.742543,7741,107
433,288,패배,2024-12-03 06:26:58.789501,5483,89
434,29,승리,2025-02-18 20:19:49.439818,1169,94
435,231,무승부,2024-12-18 01:28:21.938384,8162,65
436,3,승리,2025-02-09 21:29:01.142684,8639,8
437,85,패배,2025-03-27 01:19:13.501123,6763,79
438,39,패배,2025-06-01 06:41:18.952771,1538,29
439,78,패배,2025-06-01 12:21:07.399905,7867,67
440,190,승리,2025-02-26 16:14:04.316622,7868,22
441,224,패배,2025-03-05 07:47:19.019264,7046,29
442,249,무승부,2024-12-01 23:09:14.372680,9473,107
443,72,패배,2025-05-18 23:26:04.453084,2791,99
444,224,승리,2025-01-29 02:46:34.909220,8596,97
445,157,승리,2024-12-18 17:01:37.002305,8870,119
446,17,승리,2025-05-22 15:22:14.342554,7419,44
447,44,승리,2025-06-01 06:11:31.862341,9050,68
448,67,무승부,2025-05-07 08:05:37.364135,989,46
449,205,무승부,2025-01-29 11:47:18.100225,2735,29
450,63,무승부,2024-12-17 12:23:05.937749,5805,10
451,191,승리,2025-02-04 19:27:54.840741,2815,55
452,241,무승부,2025-02-10 17:55:20.550133,2515,64
453,9,승리,2025-03-31 05:01:43.223724,8533,27
454,151,무승부,2025-02-12 18:38:00.891239,7828,52
455,221,패배,2025-03-14 08:56:34.980297,9372,26
456,89,무승부,2025-01-18 13:56:05.074627,5825,57
457,5,무승부,2025-01-10 20:41:54.826287,5104,23
458,291,무승부,2025-03-20 14:01:18.802090,5443,108
459,216,패배,2025-03-09 12:22:28.014359,825,68
460,242,패배,2025-05-26 09:53:44.150881,6889,12
461,228,승리,2024-12-30 12:26:18.447789,1756,93
462,216,승리,2025-04-16 23:05:53.873907,4495,57
463,268,무승부,2025-02-19 05:01:47.408017,9878,39
464,54,패배,2025-04-16 01:05:02.935039,3834,57
465,297,승리,2025-06-01 06:29:49.529577,561,86
466,270,패배,2024-12-10 11:48:25.085458,8540,38
467,112,패배,2024-12-07 18:25:12.933917,2833,33
468,182,패배,2025-02-21 12:26:16.069914,990,108
469,81,패배,2025-02-18 23:47:20.895404,3629,5
470,128,승리,2025-05-25 10:37:05.386477,207,57
471,45,무승부,2025-01-11 06:51:50.875910,6811,31
472,130,패배,2025-03-17 04:44:53.364911,5216,49
473,289,무승부,2025-01-12 08:42:14.145800,5538,41
474,111,무승부,2025-05-17 15:47:43.184514,5612,61
475,274,승리,2025-05-15 15:46:14.055930,508,78
476,287,패배,2024-12-26 14:35:27.876802,5424,106
477,76,무승부,2024-12-19 14:35:13.501723,5384,56
478,211,승리,2025-05-29 12:52:18.925002,1958,8
479,227,무승부,2025-03-03 07:48:30.532449,3406,51
480,290,무승부,2025-04-22 09:38:49.630696,1213,93
481,55,무승부,2025-02-27 13:46:35.720236,271,68
482,80,무승부,2025-04-02 15:00:00.851267,3497,58
483,192,무승부,2025-04-12 04:21:35.039918,2296,84
484,184,패배,2025-04-28 14:25:17.418018,9185,102
485,267,패배,2025-05-21 02:51:02.346951,6850,105
486,160,무승부,2025-02-14 23:01:40.121264,8358,89
487,232,무승부,2025-04-01 16:00:59.960712,1321,40
488,210,승리,2025-04-12 04:22:09.911871,9772,94
489,138,승리,2025-02-05 01:47:32.034015,6399,63
490,159,패배,2025-03-16 13:38:37.160990,7356,59
491,193,무승부,2025-04-06 23:56:59.372224,1353,118
492,267,승리,2024-12-27 16:59:11.643111,8722,23
493,64,패배,2025-04-10 22:33:47.514523,9941,73
494,299,승리,2025-04-30 16:47:04.993622,7960,45
