price_id,livestock_mkt,product_type,price_per_kg,season,disease_outbreak,currency_rate,predicted_price,accuracy_score
139,30,소고기,34614,여름,False,1226.33,15879,0.707
140,47,소고기,21025,겨울,False,1245.27,8362,0.871
141,33,소고기,31005,봄,False,1123.08,31769,0.743
142,28,닭고기,30082,겨울,False,1175.51,25675,0.754
143,4,닭고기,28228,가을,False,1173.98,13534,0.747
144,26,닭고기,33706,봄,False,1287.51,19052,0.77
145,48,양고기,17614,여름,False,1278.14,30357,0.921
146,16,닭고기,17860,여름,False,1158.66,30032,0.709
147,17,오리고기,11686,가을,False,1132.09,29715,0.855
148,40,닭고기,9955,가을,False,1191.4,12140,0.761
149,27,양고기,19857,가을,False,1384.65,14524,0.774
150,37,돼지고기,25547,가을,False,1199.67,31658,0.803
151,4,돼지고기,32523,겨울,False,1286.06,22684,0.838
152,36,소고기,25218,여름,False,1341.22,23743,0.715
153,26,소고기,26712,여름,True,1198.86,22089,0.77
154,48,돼지고기,32679,겨울,False,1200.42,22393,0.734
155,8,소고기,28221,겨울,False,1344.64,11171,0.75
156,48,오리고기,32895,봄,False,1357.85,9636,0.921
157,17,닭고기,27098,겨울,False,1392.27,24164,0.831
158,4,오리고기,26792,겨울,False,1140.84,18755,0.858
159,26,소고기,31432,여름,False,1196.2,18271,0.901
160,1,양고기,12937,봄,False,1384.18,21859,0.899
161,10,닭고기,9450,겨울,False,1160.26,11110,0.947
162,28,소고기,21622,여름,False,1194.25,11715,0.895
163,26,소고기,17284,봄,False,1389.37,11107,0.79
164,27,돼지고기,8133,여름,False,1390.62,11912,0.836
165,18,돼지고기,22343,겨울,True,1187.43,13241,0.821
166,49,돼지고기,17437,여름,False,1308.49,21168,0.928
167,21,돼지고기,21583,가을,False,1247.3,10649,0.826
168,28,돼지고기,9431,가을,False,1272.76,23450,0.797
169,41,소고기,15492,가을,False,1172.73,14131,0.745
170,30,돼지고기,26081,겨울,False,1212.82,25680,0.78
171,20,닭고기,29579,겨울,False,1344.95,22827,0.755
172,2,닭고기,17014,가을,False,1217.88,19453,0.924
173,29,양고기,28075,가을,False,1134.17,34858,0.895
174,11,닭고기,22356,가을,False,1269.16,8025,0.715
175,31,소고기,30194,봄,False,1277.67,12034,0.948
176,44,닭고기,13156,봄,False,1263.69,12010,0.832
177,2,오리고기,17196,겨울,False,1304.51,12577,0.892
178,46,오리고기,18942,여름,False,1265.03,32053,0.95
179,26,오리고기,30201,여름,False,1385.9,22897,0.943
180,34,양고기,27216,여름,False,1238.49,27161,0.725
181,36,오리고기,24581,여름,False,1312.51,28552,0.864
182,3,닭고기,20639,봄,False,1231.54,20923,0.767
183,17,양고기,13884,봄,False,1187.4,20425,0.904
184,24,닭고기,16457,가을,False,1307.85,31099,0.929
185,7,돼지고기,15188,가을,False,1345.69,8534,0.714
186,10,소고기,20502,봄,False,1338.7,31339,0.949
187,4,양고기,16379,봄,False,1222.74,18972,0.755
188,49,오리고기,16913,겨울,False,1249.79,32380,0.912
189,19,오리고기,29068,가을,False,1290.0,21856,0.899
190,11,소고기,30064,봄,False,1172.61,33374,0.789
191,15,닭고기,13370,봄,False,1297.6,26245,0.91
192,38,닭고기,30576,봄,False,1314.57,28551,0.911
193,16,닭고기,32088,여름,False,1336.72,17188,0.744
194,36,양고기,20606,겨울,False,1122.19,18951,0.848
195,9,양고기,14813,여름,False,1397.21,34967,0.902
196,13,양고기,18726,봄,False,1243.77,31878,0.874
197,46,양고기,20196,겨울,False,1220.24,16083,0.928
198,26,소고기,18526,봄,False,1251.98,32741,0.707
199,16,돼지고기,13571,봄,False,1376.12,34700,0.875
200,3,오리고기,10750,가을,False,1307.51,16825,0.937
201,9,오리고기,27899,봄,False,1263.09,14289,0.841
202,46,돼지고기,8613,여름,False,1337.22,8908,0.841
203,29,소고기,26713,봄,False,1207.86,10238,0.747
204,17,닭고기,19838,여름,False,1368.65,10472,0.947
205,48,양고기,26992,봄,False,1261.07,17284,0.92
206,44,오리고기,27211,봄,False,1291.45,21410,0.823
207,13,닭고기,12769,여름,False,1125.49,29809,0.777
208,19,소고기,29858,여름,False,1330.69,31360,0.823
209,6,양고기,9982,가을,False,1297.28,29758,0.723
210,8,돼지고기,32627,봄,False,1206.5,9426,0.758
211,28,양고기,15802,겨울,False,1294.1,10594,0.755
212,11,돼지고기,16719,겨울,False,1113.29,13359,0.832
213,21,닭고기,12238,가을,False,1395.08,14978,0.7
214,5,양고기,14403,가을,False,1303.24,8127,0.929
215,35,닭고기,8818,겨울,False,1219.89,23873,0.75
216,18,양고기,23772,겨울,False,1325.8,25087,0.733
217,33,소고기,18852,겨울,False,1389.72,9208,0.879
218,38,소고기,23843,가을,False,1229.14,13946,0.93
219,47,오리고기,30366,가을,False,1103.16,15385,0.911
220,45,닭고기,24006,가을,False,1177.62,19235,0.781
221,19,소고기,32552,여름,False,1253.2,12789,0.705
222,15,돼지고기,22063,가을,False,1255.64,18525,0.847
223,48,닭고기,25384,여름,False,1274.16,8223,0.929
224,45,돼지고기,15676,봄,False,1272.57,33517,0.894
225,16,양고기,17421,여름,False,1233.73,13727,0.912
226,29,돼지고기,23156,겨울,False,1217.34,22132,0.915
227,5,양고기,9102,여름,False,1331.7,24408,0.94
228,13,오리고기,9571,봄,False,1276.58,26382,0.793
229,27,닭고기,21235,봄,False,1250.14,20933,0.935
230,29,소고기,17078,겨울,False,1203.49,30026,0.799
231,2,소고기,10679,가을,False,1107.37,19841,0.725
232,30,돼지고기,24719,겨울,False,1131.36,22076,0.775
233,47,닭고기,15537,여름,False,1224.79,27524,0.734
234,46,소고기,25507,겨울,False,1388.52,25973,0.739
235,37,닭고기,20944,봄,False,1134.82,16678,0.937
236,24,소고기,19012,봄,False,1382.2,8580,0.898
237,24,닭고기,8665,겨울,False,1142.5,11035,0.94
238,42,닭고기,31067,겨울,False,1193.57,28335,0.862
239,45,양고기,22565,봄,False,1236.6,29289,0.744
240,30,돼지고기,23733,봄,False,1162.06,24217,0.942
241,12,돼지고기,23738,봄,False,1244.88,33877,0.873
242,5,오리고기,34457,봄,False,1242.85,34572,0.932
243,34,오리고기,27103,여름,True,1231.45,31758,0.897
244,3,소고기,16467,여름,False,1309.03,16837,0.756
245,48,돼지고기,11126,봄,False,1195.67,34834,0.847
246,7,오리고기,20802,겨울,False,1190.08,9912,0.744
247,26,닭고기,14242,겨울,False,1343.06,10932,0.777
248,42,소고기,22034,봄,False,1134.53,14468,0.872
249,19,소고기,27515,여름,False,1354.75,11695,0.732
250,29,돼지고기,25221,가을,False,1294.39,30722,0.882
251,38,오리고기,11295,가을,False,1303.14,19561,0.937
252,4,돼지고기,26862,봄,True,1149.31,16287,0.937
253,14,양고기,14737,여름,False,1395.17,30379,0.798
254,36,닭고기,16600,겨울,False,1173.17,26123,0.949
255,12,돼지고기,28181,봄,False,1152.34,8850,0.941
256,32,오리고기,8029,가을,False,1148.04,11251,0.708
257,46,오리고기,8776,봄,False,1267.95,8475,0.851
258,11,양고기,19002,가을,False,1387.54,33054,0.93
259,3,돼지고기,26123,겨울,True,1169.56,33569,0.942
260,10,소고기,24604,봄,False,1221.51,26530,0.755
261,11,돼지고기,24136,봄,False,1155.34,25039,0.841
262,1,돼지고기,10799,여름,False,1292.14,33675,0.934
263,34,오리고기,18870,겨울,False,1229.64,29925,0.735
264,29,양고기,30117,봄,False,1108.76,28508,0.886
265,1,양고기,29051,겨울,False,1284.23,22139,0.759
266,40,소고기,10480,여름,False,1159.2,28742,0.946
267,15,소고기,34350,봄,False,1277.66,28805,0.742
268,37,양고기,32061,겨울,False,1216.65,15889,0.921
269,41,돼지고기,23227,봄,False,1311.42,33855,0.722
270,38,오리고기,14569,가을,False,1161.74,27607,0.877
271,23,돼지고기,26450,겨울,False,1325.7,14857,0.86
272,9,돼지고기,10526,봄,False,1342.62,34715,0.922
273,16,닭고기,27540,봄,False,1118.77,14156,0.812
274,27,양고기,30656,겨울,False,1130.53,27885,0.766
275,31,양고기,32190,겨울,False,1361.59,18938,0.762
276,19,닭고기,13130,겨울,False,1156.09,22232,0.717
277,36,돼지고기,20628,겨울,False,1197.8,27100,0.764
278,41,소고기,29828,가을,False,1237.27,20612,0.727
279,22,양고기,18475,가을,False,1178.71,29694,0.7
280,12,오리고기,19643,봄,False,1358.79,12963,0.796
281,18,소고기,11395,가을,False,1258.31,26016,0.883
282,20,돼지고기,15804,겨울,False,1291.73,25042,0.942
283,29,소고기,30010,봄,False,1279.09,33752,0.921
284,5,소고기,18046,가을,False,1283.39,8190,0.823
285,30,오리고기,26351,겨울,False,1276.1,19880,0.795
286,32,닭고기,24383,가을,False,1204.38,25234,0.837
287,41,소고기,30773,가을,False,1353.66,20172,0.725
288,24,소고기,15970,가을,False,1285.21,27505,0.82
289,4,오리고기,19347,여름,False,1344.12,25458,0.916
290,42,양고기,23655,봄,False,1311.8,12386,0.863
291,3,돼지고기,29100,봄,False,1189.23,34972,0.872
292,12,돼지고기,25057,여름,False,1284.35,13053,0.741
293,22,닭고기,33560,겨울,False,1125.43,34533,0.718
294,35,오리고기,12025,가을,False,1140.18,18398,0.911
295,32,양고기,30006,겨울,False,1135.36,30500,0.774
296,48,양고기,11461,가을,False,1191.61,32108,0.78
297,11,소고기,29214,봄,False,1154.91,34173,0.938
298,18,돼지고기,15284,봄,False,1308.03,26926,0.719
299,13,소고기,8034,여름,False,1253.25,8778,0.743
300,11,돼지고기,31287,여름,False,1225.47,26473,0.794
301,24,소고기,15409,겨울,False,1141.36,14667,0.883
302,39,오리고기,17708,봄,False,1215.11,12808,0.837
303,42,닭고기,16594,가을,False,1155.73,17449,0.925
304,25,돼지고기,32845,가을,False,1290.65,26897,0.723
305,28,돼지고기,26257,가을,False,1308.03,10489,0.849
306,39,양고기,14030,겨울,False,1293.58,25120,0.853
307,5,오리고기,25786,겨울,False,1399.97,11031,0.821
308,50,돼지고기,27305,겨울,False,1266.47,13520,0.708
309,31,오리고기,20909,봄,False,1246.89,33694,0.936
310,41,소고기,14956,여름,False,1142.09,29036,0.741
311,43,양고기,33427,가을,False,1194.37,18983,0.922
312,31,양고기,20988,겨울,False,1235.3,15876,0.739
313,16,닭고기,10393,봄,False,1116.08,20510,0.725
314,36,오리고기,23619,겨울,False,1207.71,28657,0.751
315,44,돼지고기,25431,겨울,False,1102.88,27828,0.747
316,21,오리고기,28363,여름,False,1140.96,24610,0.874
317,1,오리고기,10478,겨울,False,1344.56,21772,0.881
318,21,소고기,17644,봄,False,1389.15,25864,0.882
319,5,돼지고기,30157,가을,False,1251.63,27321,0.766
320,10,돼지고기,25139,봄,False,1248.49,33754,0.77
321,50,닭고기,19195,여름,False,1305.41,31381,0.759
322,12,오리고기,29412,봄,False,1224.69,8639,0.712
323,33,오리고기,25211,여름,False,1351.97,29480,0.843
324,23,소고기,10166,겨울,False,1246.61,15812,0.91
325,22,닭고기,32173,겨울,False,1124.8,21017,0.738
326,49,양고기,31983,봄,False,1109.26,30120,0.79
327,30,돼지고기,26830,봄,False,1328.32,9708,0.807
328,11,양고기,13860,봄,False,1187.63,21475,0.774
329,4,오리고기,19549,겨울,False,1182.46,19776,0.866
330,42,양고기,19387,겨울,False,1261.28,24642,0.85
331,27,돼지고기,19539,가을,False,1150.46,34437,0.75
332,24,양고기,26247,여름,False,1237.2,24395,0.706
333,5,양고기,21275,가을,False,1322.76,30514,0.743
334,17,양고기,15266,여름,True,1329.78,15675,0.773
335,49,닭고기,12609,봄,False,1264.92,19120,0.72
336,15,오리고기,25421,여름,False,1133.96,11601,0.911
337,50,소고기,23125,봄,False,1134.26,16272,0.777
338,39,양고기,21858,가을,False,1332.53,20414,0.799
339,19,닭고기,11235,봄,True,1346.98,12716,0.822
340,35,닭고기,33511,봄,False,1210.06,17361,0.865
341,29,소고기,34737,가을,False,1346.78,17486,0.723
342,14,닭고기,23573,겨울,False,1112.48,14758,0.836
343,27,닭고기,24686,봄,False,1315.69,15245,0.746
344,30,오리고기,23490,가을,False,1263.91,32707,0.921
345,41,돼지고기,12218,겨울,False,1396.93,34483,0.792
346,28,소고기,14070,여름,False,1130.72,30309,0.811
347,13,돼지고기,28130,겨울,False,1349.02,32654,0.766
348,24,양고기,11111,가을,False,1325.4,30514,0.816
349,19,소고기,31120,봄,False,1189.31,25404,0.757
350,9,돼지고기,30345,봄,False,1399.79,29426,0.767
351,36,닭고기,10103,겨울,False,1234.92,34954,0.715
352,1,소고기,34951,여름,False,1204.57,16530,0.888
353,48,오리고기,16595,겨울,False,1345.02,10050,0.867
354,48,오리고기,27567,봄,False,1231.72,29832,0.721
355,45,양고기,13983,봄,False,1398.19,20992,0.786
356,32,돼지고기,31208,봄,False,1332.69,8558,0.835
357,45,양고기,16960,가을,False,1171.08,10797,0.943
358,11,닭고기,22603,봄,False,1343.21,10811,0.847
359,40,오리고기,18843,겨울,False,1276.38,9467,0.838
360,25,양고기,16162,봄,False,1205.19,10256,0.91
361,10,오리고기,30665,봄,False,1313.23,23173,0.905
362,19,소고기,16742,겨울,True,1289.83,22821,0.805
363,33,양고기,29548,겨울,False,1149.79,12523,0.834
364,36,소고기,17492,가을,False,1141.77,11722,0.917
365,40,오리고기,21348,봄,False,1161.99,30688,0.819
366,31,오리고기,17501,여름,False,1162.08,18222,0.92
367,44,오리고기,8255,여름,False,1117.81,31380,0.819
368,16,양고기,12671,여름,False,1205.24,11469,0.72
369,50,소고기,24936,겨울,False,1184.33,24959,0.926
370,21,오리고기,20286,겨울,False,1261.63,16490,0.879
371,29,닭고기,22637,여름,False,1197.1,20439,0.826
372,18,소고기,31023,봄,False,1311.22,34050,0.925
373,26,소고기,24292,봄,False,1186.8,18265,0.9
374,35,닭고기,33649,봄,False,1180.2,23944,0.869
375,4,돼지고기,11092,겨울,False,1357.41,18547,0.855
376,25,돼지고기,10567,봄,False,1395.65,22682,0.73
377,15,닭고기,10759,여름,False,1303.79,8781,0.889
378,29,닭고기,27224,여름,False,1128.57,34803,0.743
379,48,소고기,10806,봄,False,1388.83,30199,0.946
380,35,오리고기,20139,겨울,False,1335.71,32320,0.943
381,21,닭고기,13898,봄,False,1375.63,17210,0.902
382,9,닭고기,33103,여름,False,1397.75,19227,0.732
383,29,오리고기,14489,가을,True,1360.11,13152,0.806
384,2,닭고기,28480,가을,False,1138.07,19903,0.947
385,12,소고기,34864,봄,False,1359.82,11093,0.809
386,35,소고기,29475,겨울,False,1174.9,33738,0.949
387,22,돼지고기,19575,가을,True,1313.42,25732,0.857
388,41,돼지고기,23756,여름,False,1348.54,21344,0.909
389,5,닭고기,22529,겨울,False,1328.44,18020,0.764
390,14,소고기,18698,겨울,False,1302.87,24948,0.928
391,45,오리고기,32194,봄,False,1246.84,18394,0.929
392,29,돼지고기,34231,여름,False,1273.23,10432,0.717
393,3,소고기,18093,겨울,False,1180.62,13661,0.797
394,30,소고기,20612,봄,False,1224.27,33181,0.799
395,24,오리고기,26588,가을,False,1235.6,15785,0.782
396,16,오리고기,34575,가을,True,1290.09,16085,0.769
397,32,닭고기,9732,가을,False,1364.04,14431,0.815
398,12,양고기,28092,겨울,False,1127.93,15458,0.918
399,42,닭고기,23036,여름,False,1254.68,10283,0.897
400,28,돼지고기,15438,봄,False,1183.47,8306,0.856
401,29,돼지고기,21491,겨울,False,1380.9,12186,0.831
402,18,닭고기,19167,겨울,False,1210.72,16229,0.805
403,35,닭고기,27355,가을,False,1385.08,25350,0.804
404,10,양고기,32110,가을,False,1198.19,28292,0.737
405,4,오리고기,18858,겨울,False,1100.74,13686,0.847
406,9,돼지고기,25904,여름,False,1332.24,27572,0.89
407,3,소고기,13341,봄,False,1319.82,25718,0.935
408,12,소고기,8661,가을,False,1319.28,12090,0.931
409,49,오리고기,19553,봄,False,1237.53,19608,0.841
410,39,닭고기,12833,봄,False,1299.24,25350,0.725
411,28,오리고기,17022,겨울,False,1207.47,23198,0.772
412,23,돼지고기,30658,겨울,False,1119.0,11355,0.834
413,7,돼지고기,21372,봄,False,1260.33,28152,0.786
414,2,돼지고기,13049,가을,False,1165.35,22390,0.803
415,32,소고기,11056,겨울,False,1228.89,23924,0.796
416,46,돼지고기,33809,봄,False,1163.56,18867,0.821
417,2,돼지고기,33049,가을,False,1180.56,15202,0.852
418,48,오리고기,32623,가을,False,1348.5,17412,0.709
419,45,소고기,14175,여름,False,1201.33,19994,0.769
420,15,소고기,16978,여름,False,1273.38,21244,0.736
421,7,오리고기,18221,여름,False,1269.84,8908,0.852
422,50,닭고기,17185,여름,False,1245.6,20922,0.873
423,13,오리고기,16687,겨울,False,1203.12,31207,0.71
424,34,돼지고기,11422,가을,True,1304.77,22469,0.922
425,33,오리고기,31893,가을,False,1114.52,13900,0.783
426,42,돼지고기,30260,가을,False,1129.87,22769,0.759
427,23,소고기,24983,봄,True,1335.17,29968,0.886
428,5,오리고기,22651,여름,False,1237.87,21030,0.93
429,12,닭고기,8241,여름,False,1137.27,19896,0.924
430,31,돼지고기,25129,봄,False,1357.3,30815,0.705
431,16,오리고기,19279,여름,True,1232.39,22339,0.904
432,46,소고기,11114,가을,False,1100.2,20690,0.776
433,36,소고기,27913,겨울,False,1387.41,12078,0.77
434,49,닭고기,34699,여름,False,1160.7,18839,0.823
435,35,닭고기,23271,겨울,False,1306.58,18430,0.874
436,34,돼지고기,28727,여름,False,1139.57,22098,0.725
437,16,돼지고기,30406,겨울,False,1295.0,24941,0.917
438,40,오리고기,32498,봄,False,1147.69,28475,0.734
439,32,오리고기,10313,봄,True,1379.82,8346,0.944
440,40,오리고기,25008,봄,False,1182.21,21392,0.811
441,3,닭고기,12875,여름,True,1296.38,14153,0.906
442,17,오리고기,8076,여름,False,1175.12,27356,0.767
443,50,돼지고기,17788,봄,False,1211.55,25021,0.804
444,6,소고기,33761,가을,False,1371.14,32068,0.861
445,36,양고기,33034,봄,False,1149.66,30678,0.747
446,33,돼지고기,12344,여름,False,1218.9,18036,0.753
447,27,소고기,9110,여름,False,1191.65,29477,0.906
448,1,닭고기,12878,가을,False,1309.83,24517,0.885
449,15,소고기,8935,여름,False,1170.24,22364,0.89
450,41,소고기,18625,겨울,False,1296.65,21188,0.917
451,49,소고기,26032,겨울,True,1311.11,16361,0.905
452,34,소고기,19418,겨울,False,1100.33,12290,0.829
453,13,닭고기,26388,가을,False,1243.04,18584,0.74
454,11,오리고기,15697,가을,False,1139.81,14519,0.778
455,43,양고기,31727,가을,False,1167.86,33698,0.827
456,47,돼지고기,16779,여름,False,1303.99,17097,0.734
457,28,소고기,8060,가을,False,1102.79,28931,0.913
458,25,양고기,29384,겨울,False,1308.68,32646,0.92
459,5,오리고기,23715,겨울,False,1345.13,13219,0.707
460,23,소고기,16437,겨울,False,1396.45,9182,0.748
461,16,양고기,8976,겨울,False,1226.69,20409,0.908
462,40,닭고기,27565,봄,False,1139.65,13580,0.909
463,28,닭고기,30672,겨울,False,1121.25,30229,0.762
464,42,돼지고기,25345,여름,False,1214.92,23306,0.814
465,18,소고기,8113,봄,False,1319.23,15755,0.93
466,39,양고기,33713,가을,False,1130.73,15815,0.876
467,47,양고기,18032,봄,False,1194.01,8422,0.768
468,5,양고기,21267,여름,False,1364.3,16805,0.906
469,10,돼지고기,16358,겨울,False,1141.14,15614,0.826
470,24,돼지고기,14570,가을,False,1332.04,11995,0.859
471,39,소고기,8004,여름,False,1325.95,25365,0.731
472,50,오리고기,21227,가을,False,1139.94,15165,0.708
473,23,닭고기,14581,겨울,False,1397.88,23500,0.793
474,39,오리고기,21676,가을,False,1142.86,10447,0.849
475,49,양고기,9224,가을,True,1259.15,27365,0.744
476,50,소고기,29277,겨울,False,1102.54,17116,0.918
477,23,소고기,32406,봄,True,1295.01,30043,0.847
