price_id,livestock_mkt,record_date,product_type,grade,part,price_per_kg,supply_volume,demand_level,season,disease_outbreak,currency_rate,predicted_price,accuracy_score
51,49,2023-07-12,닭고기,3등급,목살,22386,4568,낮음,여름,아니오,1112.77,14983,0.823
52,40,2023-10-07,양고기,3등급,등심,12452,1369,높음,여름,아니오,1163.43,22484,0.715
53,12,2025-05-31,돼지고기,2등급,등심,10553,3578,낮음,겨울,아니오,1360.44,10413,0.949
54,8,2024-12-04,돼지고기,1등급,뒷다리,28950,590,낮음,봄,아니오,1366.27,10857,0.878
55,31,2023-08-07,돼지고기,등외급,앞다리,30335,2759,높음,겨울,아니오,1242.65,14442,0.723
56,48,2024-03-20,양고기,3등급,뒷다리,13574,1919,낮음,가을,아니오,1113.97,16104,0.93
57,44,2025-05-12,양고기,특등급,안심,23609,990,낮음,겨울,아니오,1122.3,9008,0.924
58,35,2025-01-12,소고기,2등급,뒷다리,27724,4025,보통,여름,아니오,1377.68,27858,0.83
59,34,2023-11-29,소고기,특등급,안심,11589,1939,보통,가을,아니오,1369.79,12553,0.875
60,41,2024-01-16,닭고기,특등급,앞다리,30669,3556,낮음,겨울,아니오,1269.05,32593,0.793
61,16,2024-10-17,돼지고기,1등급,뒷다리,12270,566,보통,겨울,아니오,1109.87,16742,0.944
62,34,2024-09-09,소고기,등외급,뒷다리,13933,1593,보통,겨울,아니오,1378.63,20004,0.721
63,29,2024-05-26,닭고기,1등급,안심,12260,1710,보통,여름,아니오,1194.35,16409,0.724
64,4,2024-03-09,닭고기,2등급,삼겹살,29965,3504,보통,여름,아니오,1388.44,18210,0.733
65,3,2024-06-29,돼지고기,1등급,갈비,10523,2865,높음,여름,아니오,1276.11,9275,0.905
66,49,2025-03-26,양고기,1등급,삼겹살,15475,2776,낮음,봄,아니오,1325.68,30386,0.719
67,36,2025-03-13,돼지고기,3등급,목살,9115,1678,낮음,여름,아니오,1313.81,16775,0.842
68,42,2024-01-30,양고기,2등급,등심,30289,4437,보통,봄,아니오,1219.49,16976,0.809
69,29,2023-09-17,돼지고기,1등급,뒷다리,31654,889,높음,여름,예,1123.08,29073,0.941
70,33,2023-08-24,오리고기,1등급,목살,24819,2610,낮음,여름,아니오,1148.74,8833,0.759
71,13,2023-06-07,소고기,1등급,삼겹살,13815,3030,낮음,봄,아니오,1172.14,11816,0.765
72,39,2023-09-04,돼지고기,1등급,갈비,31126,3673,높음,봄,아니오,1350.4,20425,0.779
73,18,2023-12-23,소고기,3등급,뒷다리,32654,4537,낮음,가을,아니오,1216.75,9133,0.9
74,46,2024-06-26,닭고기,3등급,앞다리,17103,376,보통,겨울,아니오,1368.96,11647,0.875
75,12,2023-12-15,오리고기,3등급,앞다리,18572,2037,높음,겨울,아니오,1199.52,21952,0.884
76,25,2025-02-12,돼지고기,2등급,앞다리,34698,1071,낮음,여름,아니오,1326.68,9875,0.78
77,36,2023-12-22,소고기,2등급,뒷다리,23377,4793,낮음,여름,아니오,1141.99,14713,0.768
78,19,2025-05-29,닭고기,1등급,등심,26495,4384,보통,여름,아니오,1396.54,27649,0.719
79,22,2025-05-12,돼지고기,3등급,목살,8653,1400,보통,가을,아니오,1317.25,14210,0.751
80,33,2024-01-21,소고기,3등급,안심,30600,3161,높음,가을,아니오,1250.24,18634,0.895
81,31,2025-01-11,양고기,특등급,뒷다리,23353,769,높음,가을,아니오,1392.3,18959,0.846
82,19,2023-10-26,오리고기,특등급,삼겹살,13596,1885,낮음,가을,아니오,1116.11,11251,0.739
83,4,2024-07-22,양고기,등외급,삼겹살,16066,1377,높음,가을,아니오,1231.13,26272,0.741
84,12,2024-05-22,닭고기,등외급,삼겹살,10222,4275,높음,겨울,아니오,1351.6,25541,0.817
85,26,2023-11-13,오리고기,1등급,앞다리,18790,1527,높음,봄,아니오,1202.18,18211,0.802
86,1,2024-05-28,닭고기,1등급,안심,9620,1434,낮음,가을,아니오,1330.7,27845,0.834
87,31,2025-01-03,오리고기,3등급,삼겹살,30405,2965,높음,겨울,아니오,1386.46,32219,0.941
88,29,2025-04-09,돼지고기,3등급,앞다리,27947,4011,보통,봄,아니오,1219.01,8604,0.752
89,23,2023-08-19,양고기,특등급,안심,17453,2195,높음,겨울,아니오,1332.07,15518,0.777
90,9,2024-02-07,소고기,1등급,앞다리,27111,542,보통,여름,아니오,1108.89,28458,0.766
91,4,2025-04-02,돼지고기,등외급,목살,10505,3380,낮음,가을,아니오,1182.0,15003,0.73
92,3,2023-07-19,오리고기,3등급,뒷다리,28389,4628,낮음,가을,아니오,1397.78,28962,0.739
93,18,2024-09-17,오리고기,2등급,안심,24925,1209,보통,가을,아니오,1247.18,28925,0.872
94,18,2024-01-06,소고기,1등급,목살,17440,1880,보통,가을,아니오,1206.74,32584,0.907
95,44,2023-09-23,소고기,등외급,뒷다리,23206,671,높음,가을,아니오,1382.34,9764,0.874
96,43,2023-11-07,오리고기,3등급,앞다리,13774,1025,보통,여름,아니오,1229.55,26882,0.71
97,36,2023-12-26,돼지고기,특등급,안심,17815,3289,높음,여름,아니오,1303.91,20556,0.909
98,11,2023-09-25,닭고기,1등급,앞다리,18479,4942,높음,가을,아니오,1298.2,20383,0.782
99,15,2024-01-19,돼지고기,특등급,삼겹살,25538,380,높음,여름,아니오,1125.71,26719,0.723
100,1,2025-05-03,소고기,등외급,뒷다리,24354,4558,높음,겨울,아니오,1285.58,11286,0.762
101,4,2024-03-08,소고기,2등급,뒷다리,22978,2714,보통,여름,아니오,1339.42,15713,0.789
102,6,2024-12-13,닭고기,3등급,갈비,16991,3259,높음,여름,아니오,1313.93,14184,0.828
103,6,2024-02-12,양고기,1등급,목살,26050,2037,높음,가을,아니오,1124.61,16113,0.869
104,49,2023-11-29,돼지고기,등외급,등심,23994,2105,높음,가을,아니오,1146.27,34324,0.765
105,45,2024-02-19,돼지고기,등외급,등심,31874,589,높음,겨울,아니오,1313.5,14198,0.948
106,22,2025-04-23,소고기,2등급,삼겹살,11404,1268,높음,봄,아니오,1290.17,23267,0.708
107,5,2024-03-17,오리고기,1등급,삼겹살,9411,3183,보통,여름,아니오,1321.9,30937,0.801
108,9,2024-07-16,소고기,1등급,뒷다리,22197,689,낮음,겨울,아니오,1195.0,23936,0.813
109,21,2024-12-27,돼지고기,등외급,목살,26235,188,보통,봄,아니오,1131.97,31103,0.887
110,40,2024-07-09,돼지고기,3등급,안심,32076,4685,낮음,겨울,아니오,1101.56,16091,0.762
111,27,2025-01-12,닭고기,특등급,안심,33758,3208,낮음,가을,아니오,1192.48,20282,0.816
112,23,2023-10-29,돼지고기,등외급,목살,8575,639,낮음,겨울,아니오,1207.98,22836,0.901
113,22,2023-10-21,양고기,특등급,등심,22045,2934,보통,봄,아니오,1180.93,30791,0.735
114,30,2024-02-09,돼지고기,2등급,삼겹살,21829,2143,높음,가을,아니오,1139.75,33646,0.703
115,19,2025-04-19,오리고기,2등급,앞다리,29547,4387,보통,가을,아니오,1156.22,33180,0.908
116,47,2024-11-26,소고기,등외급,갈비,11199,1460,보통,봄,아니오,1234.65,13375,0.946
117,50,2023-12-09,소고기,2등급,등심,24556,260,높음,봄,아니오,1266.42,14828,0.733
118,6,2023-10-18,양고기,3등급,뒷다리,13786,1260,낮음,겨울,아니오,1222.41,34878,0.906
119,47,2023-07-02,오리고기,1등급,목살,9724,4914,높음,봄,아니오,1107.88,20741,0.793
120,47,2024-01-01,닭고기,등외급,등심,29510,318,높음,가을,아니오,1206.17,26784,0.858
121,47,2025-01-12,양고기,특등급,앞다리,25852,4130,낮음,겨울,아니오,1127.92,17450,0.861
122,39,2024-06-23,소고기,3등급,목살,13871,2322,보통,가을,아니오,1279.41,14727,0.846
123,43,2024-03-13,소고기,1등급,안심,31903,3020,낮음,여름,아니오,1197.33,24688,0.765
124,49,2024-01-25,오리고기,등외급,목살,9544,2343,낮음,가을,아니오,1215.57,28174,0.903
125,9,2024-06-16,소고기,3등급,앞다리,24175,1590,낮음,여름,아니오,1187.55,10929,0.705
126,18,2024-07-12,오리고기,1등급,등심,31734,1911,낮음,겨울,아니오,1216.34,11576,0.716
127,47,2023-07-17,소고기,1등급,안심,16070,4490,낮음,여름,아니오,1125.41,17627,0.926
128,39,2024-03-12,돼지고기,2등급,등심,9208,4707,높음,가을,아니오,1370.34,10134,0.811
129,14,2023-08-07,오리고기,특등급,앞다리,21558,2544,높음,봄,아니오,1371.56,28782,0.732
130,5,2023-06-26,양고기,특등급,삼겹살,15208,2184,낮음,봄,아니오,1393.45,28530,0.926
131,1,2024-10-26,돼지고기,2등급,안심,23276,3652,보통,겨울,아니오,1271.59,11614,0.907
132,23,2025-01-18,양고기,1등급,안심,11378,1592,보통,가을,아니오,1150.87,24667,0.783
133,1,2024-03-11,소고기,3등급,뒷다리,32290,2284,낮음,겨울,예,1214.22,34287,0.711
134,47,2024-04-18,양고기,등외급,앞다리,21795,2555,낮음,여름,아니오,1141.65,16832,0.815
135,28,2024-03-17,소고기,2등급,뒷다리,30843,740,보통,봄,아니오,1190.34,12597,0.742
136,49,2023-09-27,소고기,3등급,안심,18563,4212,낮음,겨울,아니오,1247.94,32812,0.843
137,25,2024-05-02,소고기,3등급,목살,8340,3909,보통,가을,아니오,1118.98,23155,0.905
138,32,2024-09-24,오리고기,등외급,갈비,22465,1640,낮음,겨울,아니오,1230.4,34678,0.799
139,30,2023-08-29,소고기,등외급,목살,34614,2013,낮음,여름,아니오,1226.33,15879,0.707
140,47,2025-03-25,소고기,특등급,안심,21025,2206,보통,겨울,아니오,1245.27,8362,0.871
141,33,2024-12-08,소고기,2등급,안심,31005,3055,보통,봄,아니오,1123.08,31769,0.743
142,28,2025-05-15,닭고기,등외급,목살,30082,4923,높음,겨울,아니오,1175.51,25675,0.754
143,4,2025-04-22,닭고기,특등급,갈비,28228,898,높음,가을,아니오,1173.98,13534,0.747
144,26,2024-03-06,닭고기,등외급,앞다리,33706,2998,낮음,봄,아니오,1287.51,19052,0.77
145,48,2024-09-12,양고기,1등급,등심,17614,1039,보통,여름,아니오,1278.14,30357,0.921
146,16,2024-07-15,닭고기,2등급,삼겹살,17860,2146,높음,여름,아니오,1158.66,30032,0.709
147,17,2024-03-20,오리고기,1등급,등심,11686,3451,높음,가을,아니오,1132.09,29715,0.855
148,40,2025-03-02,닭고기,3등급,삼겹살,9955,3883,보통,가을,아니오,1191.4,12140,0.761
149,27,2025-02-27,양고기,특등급,안심,19857,1569,보통,가을,아니오,1384.65,14524,0.774
150,37,2024-03-18,돼지고기,1등급,갈비,25547,4731,높음,가을,아니오,1199.67,31658,0.803
151,4,2024-08-25,돼지고기,1등급,등심,32523,668,낮음,겨울,아니오,1286.06,22684,0.838
152,36,2024-12-06,소고기,특등급,안심,25218,572,보통,여름,아니오,1341.22,23743,0.715
153,26,2024-04-10,소고기,3등급,목살,26712,3522,보통,여름,예,1198.86,22089,0.77
154,48,2024-05-13,돼지고기,등외급,갈비,32679,1322,보통,겨울,아니오,1200.42,22393,0.734
155,8,2025-05-16,소고기,특등급,갈비,28221,4058,보통,겨울,아니오,1344.64,11171,0.75
156,48,2024-08-14,오리고기,1등급,목살,32895,3361,보통,봄,아니오,1357.85,9636,0.921
157,17,2024-06-04,닭고기,특등급,앞다리,27098,4583,낮음,겨울,아니오,1392.27,24164,0.831
158,4,2023-11-05,오리고기,등외급,삼겹살,26792,4824,보통,겨울,아니오,1140.84,18755,0.858
159,26,2025-05-14,소고기,특등급,갈비,31432,2570,보통,여름,아니오,1196.2,18271,0.901
160,1,2025-04-02,양고기,3등급,등심,12937,4748,보통,봄,아니오,1384.18,21859,0.899
161,10,2024-05-06,닭고기,3등급,삼겹살,9450,605,높음,겨울,아니오,1160.26,11110,0.947
162,28,2024-10-18,소고기,3등급,앞다리,21622,655,높음,여름,아니오,1194.25,11715,0.895
163,26,2023-08-11,소고기,2등급,등심,17284,2653,보통,봄,아니오,1389.37,11107,0.79
164,27,2024-02-08,돼지고기,2등급,뒷다리,8133,782,낮음,여름,아니오,1390.62,11912,0.836
165,18,2024-06-09,돼지고기,등외급,앞다리,22343,1350,낮음,겨울,예,1187.43,13241,0.821
166,49,2024-04-25,돼지고기,1등급,목살,17437,4757,보통,여름,아니오,1308.49,21168,0.928
167,21,2024-08-07,돼지고기,3등급,삼겹살,21583,4046,높음,가을,아니오,1247.3,10649,0.826
168,28,2024-01-19,돼지고기,특등급,앞다리,9431,2021,보통,가을,아니오,1272.76,23450,0.797
169,41,2024-02-12,소고기,2등급,갈비,15492,2787,보통,가을,아니오,1172.73,14131,0.745
170,30,2023-11-10,돼지고기,등외급,삼겹살,26081,308,높음,겨울,아니오,1212.82,25680,0.78
171,20,2024-10-23,닭고기,3등급,안심,29579,4030,높음,겨울,아니오,1344.95,22827,0.755
172,2,2025-03-21,닭고기,1등급,안심,17014,2407,낮음,가을,아니오,1217.88,19453,0.924
173,29,2024-02-22,양고기,특등급,앞다리,28075,1131,보통,가을,아니오,1134.17,34858,0.895
174,11,2023-08-08,닭고기,3등급,등심,22356,1748,높음,가을,아니오,1269.16,8025,0.715
175,31,2025-03-27,소고기,1등급,안심,30194,744,높음,봄,아니오,1277.67,12034,0.948
176,44,2024-12-11,닭고기,등외급,등심,13156,2069,보통,봄,아니오,1263.69,12010,0.832
177,2,2025-03-28,오리고기,1등급,목살,17196,2997,보통,겨울,아니오,1304.51,12577,0.892
178,46,2024-12-22,오리고기,1등급,등심,18942,1837,낮음,여름,아니오,1265.03,32053,0.95
179,26,2025-02-17,오리고기,3등급,등심,30201,4085,보통,여름,아니오,1385.9,22897,0.943
180,34,2024-09-30,양고기,3등급,앞다리,27216,4569,보통,여름,아니오,1238.49,27161,0.725
181,36,2024-10-27,오리고기,2등급,뒷다리,24581,4296,높음,여름,아니오,1312.51,28552,0.864
182,3,2023-12-24,닭고기,1등급,목살,20639,2780,높음,봄,아니오,1231.54,20923,0.767
183,17,2023-12-05,양고기,등외급,뒷다리,13884,3781,낮음,봄,아니오,1187.4,20425,0.904
184,24,2023-09-28,닭고기,특등급,목살,16457,124,보통,가을,아니오,1307.85,31099,0.929
185,7,2025-05-30,돼지고기,등외급,등심,15188,3713,높음,가을,아니오,1345.69,8534,0.714
186,10,2023-07-12,소고기,등외급,뒷다리,20502,2484,높음,봄,아니오,1338.7,31339,0.949
187,4,2024-05-30,양고기,3등급,목살,16379,407,낮음,봄,아니오,1222.74,18972,0.755
188,49,2024-12-25,오리고기,1등급,목살,16913,4545,보통,겨울,아니오,1249.79,32380,0.912
189,19,2025-02-04,오리고기,특등급,앞다리,29068,2535,낮음,가을,아니오,1290.0,21856,0.899
190,11,2024-03-03,소고기,특등급,뒷다리,30064,3229,높음,봄,아니오,1172.61,33374,0.789
191,15,2024-01-05,닭고기,2등급,앞다리,13370,4279,낮음,봄,아니오,1297.6,26245,0.91
192,38,2025-04-21,닭고기,3등급,안심,30576,3195,보통,봄,아니오,1314.57,28551,0.911
193,16,2024-05-10,닭고기,3등급,갈비,32088,3045,낮음,여름,아니오,1336.72,17188,0.744
194,36,2024-09-10,양고기,3등급,삼겹살,20606,3036,보통,겨울,아니오,1122.19,18951,0.848
195,9,2024-01-20,양고기,등외급,삼겹살,14813,610,높음,여름,아니오,1397.21,34967,0.902
196,13,2025-02-23,양고기,등외급,안심,18726,4334,높음,봄,아니오,1243.77,31878,0.874
197,46,2023-12-02,양고기,1등급,삼겹살,20196,2803,낮음,겨울,아니오,1220.24,16083,0.928
198,26,2024-11-29,소고기,등외급,갈비,18526,3225,높음,봄,아니오,1251.98,32741,0.707
199,16,2023-12-08,돼지고기,1등급,갈비,13571,3229,낮음,봄,아니오,1376.12,34700,0.875
200,3,2023-09-17,오리고기,1등급,안심,10750,1276,보통,가을,아니오,1307.51,16825,0.937
201,9,2024-03-19,오리고기,등외급,등심,27899,3804,낮음,봄,아니오,1263.09,14289,0.841
202,46,2023-07-04,돼지고기,1등급,삼겹살,8613,3027,보통,여름,아니오,1337.22,8908,0.841
203,29,2024-04-08,소고기,3등급,갈비,26713,4005,낮음,봄,아니오,1207.86,10238,0.747
204,17,2024-10-15,닭고기,1등급,등심,19838,4266,보통,여름,아니오,1368.65,10472,0.947
205,48,2024-05-25,양고기,3등급,앞다리,26992,160,낮음,봄,아니오,1261.07,17284,0.92
206,44,2025-01-25,오리고기,2등급,등심,27211,3341,높음,봄,아니오,1291.45,21410,0.823
207,13,2024-08-09,닭고기,3등급,갈비,12769,1269,보통,여름,아니오,1125.49,29809,0.777
208,19,2024-07-13,소고기,등외급,안심,29858,1141,높음,여름,아니오,1330.69,31360,0.823
209,6,2023-08-07,양고기,등외급,갈비,9982,3923,보통,가을,아니오,1297.28,29758,0.723
210,8,2025-02-09,돼지고기,2등급,목살,32627,3281,높음,봄,아니오,1206.5,9426,0.758
211,28,2023-06-21,양고기,1등급,앞다리,15802,991,보통,겨울,아니오,1294.1,10594,0.755
212,11,2024-12-28,돼지고기,등외급,뒷다리,16719,2561,높음,겨울,아니오,1113.29,13359,0.832
213,21,2024-05-18,닭고기,3등급,안심,12238,2426,높음,가을,아니오,1395.08,14978,0.7
214,5,2024-08-09,양고기,2등급,뒷다리,14403,1788,낮음,가을,아니오,1303.24,8127,0.929
215,35,2024-12-25,닭고기,1등급,목살,8818,660,낮음,겨울,아니오,1219.89,23873,0.75
216,18,2024-02-17,양고기,2등급,갈비,23772,2557,낮음,겨울,아니오,1325.8,25087,0.733
217,33,2023-08-31,소고기,특등급,갈비,18852,3167,낮음,겨울,아니오,1389.72,9208,0.879
218,38,2024-02-26,소고기,특등급,등심,23843,161,낮음,가을,아니오,1229.14,13946,0.93
219,47,2025-04-02,오리고기,3등급,뒷다리,30366,3662,낮음,가을,아니오,1103.16,15385,0.911
220,45,2024-01-15,닭고기,1등급,갈비,24006,2302,낮음,가을,아니오,1177.62,19235,0.781
221,19,2024-12-25,소고기,2등급,갈비,32552,1276,높음,여름,아니오,1253.2,12789,0.705
222,15,2024-12-12,돼지고기,2등급,등심,22063,1520,보통,가을,아니오,1255.64,18525,0.847
223,48,2023-07-04,닭고기,1등급,안심,25384,2239,보통,여름,아니오,1274.16,8223,0.929
224,45,2025-01-06,돼지고기,2등급,목살,15676,649,낮음,봄,아니오,1272.57,33517,0.894
225,16,2024-06-14,양고기,1등급,갈비,17421,355,낮음,여름,아니오,1233.73,13727,0.912
226,29,2024-12-21,돼지고기,2등급,삼겹살,23156,810,높음,겨울,아니오,1217.34,22132,0.915
227,5,2024-03-13,양고기,3등급,삼겹살,9102,3472,낮음,여름,아니오,1331.7,24408,0.94
228,13,2023-10-05,오리고기,특등급,목살,9571,2514,보통,봄,아니오,1276.58,26382,0.793
229,27,2024-08-02,닭고기,2등급,앞다리,21235,3089,높음,봄,아니오,1250.14,20933,0.935
230,29,2023-11-14,소고기,2등급,등심,17078,1509,낮음,겨울,아니오,1203.49,30026,0.799
231,2,2024-02-14,소고기,1등급,삼겹살,10679,372,보통,가을,아니오,1107.37,19841,0.725
232,30,2024-06-13,돼지고기,등외급,등심,24719,451,높음,겨울,아니오,1131.36,22076,0.775
233,47,2024-12-04,닭고기,2등급,목살,15537,3194,낮음,여름,아니오,1224.79,27524,0.734
234,46,2025-03-27,소고기,등외급,갈비,25507,1774,낮음,겨울,아니오,1388.52,25973,0.739
235,37,2024-08-28,닭고기,3등급,목살,20944,3057,보통,봄,아니오,1134.82,16678,0.937
236,24,2023-12-29,소고기,특등급,안심,19012,395,보통,봄,아니오,1382.2,8580,0.898
237,24,2025-02-13,닭고기,2등급,안심,8665,2707,높음,겨울,아니오,1142.5,11035,0.94
238,42,2024-11-10,닭고기,특등급,삼겹살,31067,2897,낮음,겨울,아니오,1193.57,28335,0.862
239,45,2023-07-09,양고기,2등급,앞다리,22565,4887,높음,봄,아니오,1236.6,29289,0.744
240,30,2024-08-12,돼지고기,특등급,삼겹살,23733,301,높음,봄,아니오,1162.06,24217,0.942
241,12,2024-08-12,돼지고기,특등급,안심,23738,3002,높음,봄,아니오,1244.88,33877,0.873
242,5,2023-07-12,오리고기,등외급,등심,34457,1709,높음,봄,아니오,1242.85,34572,0.932
243,34,2024-02-29,오리고기,등외급,삼겹살,27103,1406,보통,여름,예,1231.45,31758,0.897
244,3,2024-10-22,소고기,2등급,목살,16467,3564,낮음,여름,아니오,1309.03,16837,0.756
245,48,2024-03-23,돼지고기,2등급,앞다리,11126,2883,보통,봄,아니오,1195.67,34834,0.847
246,7,2023-07-13,오리고기,등외급,뒷다리,20802,1568,높음,겨울,아니오,1190.08,9912,0.744
247,26,2023-12-06,닭고기,2등급,목살,14242,706,낮음,겨울,아니오,1343.06,10932,0.777
248,42,2023-12-27,소고기,3등급,안심,22034,2656,낮음,봄,아니오,1134.53,14468,0.872
249,19,2025-01-17,소고기,등외급,갈비,27515,3741,높음,여름,아니오,1354.75,11695,0.732
250,29,2023-12-01,돼지고기,2등급,등심,25221,1039,낮음,가을,아니오,1294.39,30722,0.882
251,38,2023-08-17,오리고기,1등급,삼겹살,11295,3939,낮음,가을,아니오,1303.14,19561,0.937
252,4,2024-06-18,돼지고기,2등급,안심,26862,4937,높음,봄,예,1149.31,16287,0.937
253,14,2025-01-27,양고기,3등급,목살,14737,4605,높음,여름,아니오,1395.17,30379,0.798
254,36,2023-09-16,닭고기,1등급,갈비,16600,843,보통,겨울,아니오,1173.17,26123,0.949
255,12,2024-03-19,돼지고기,2등급,목살,28181,811,낮음,봄,아니오,1152.34,8850,0.941
256,32,2024-07-03,오리고기,2등급,안심,8029,630,낮음,가을,아니오,1148.04,11251,0.708
257,46,2023-07-23,오리고기,특등급,안심,8776,4856,보통,봄,아니오,1267.95,8475,0.851
258,11,2024-01-13,양고기,특등급,앞다리,19002,1083,보통,가을,아니오,1387.54,33054,0.93
259,3,2025-02-11,돼지고기,3등급,목살,26123,3532,낮음,겨울,예,1169.56,33569,0.942
260,10,2024-10-29,소고기,2등급,뒷다리,24604,481,낮음,봄,아니오,1221.51,26530,0.755
261,11,2025-05-02,돼지고기,1등급,목살,24136,4072,보통,봄,아니오,1155.34,25039,0.841
262,1,2025-01-25,돼지고기,1등급,뒷다리,10799,1609,보통,여름,아니오,1292.14,33675,0.934
263,34,2025-03-12,오리고기,2등급,앞다리,18870,1505,높음,겨울,아니오,1229.64,29925,0.735
264,29,2024-12-10,양고기,3등급,뒷다리,30117,589,보통,봄,아니오,1108.76,28508,0.886
