detail_id,project_id,description,start_date,end_date,category,reward_info,risk_info,delivery_date,thumbnail_url
27,27,407,2025-04-10,2025-08-22,기술,Dolorum fugit id. Qui beatae itaque dolorem. Pariatur sit adipisci laborum rerum fuga voluptatum.,137,2025-07-30,https://img.example.com/thumb_27.jpg
28,28,472,2025-05-28,2025-08-09,패션,"Inventore esse dolorem. Consectetur dolorem quidem modi excepturi. Perspiciatis voluptatum iure nostrum.
Accusamus voluptatibus culpa dolorem placeat. Dignissimos expedita iure vero in.",154,2026-03-03,https://img.example.com/thumb_28.jpg
29,29,476,2025-03-18,2025-06-08,게임,Quis earum quisquam in laborum velit. Magni culpa magni dolores impedit. Culpa voluptatum perferendis consectetur sit magnam.,162,2026-01-27,https://img.example.com/thumb_29.jpg
30,30,461,2025-03-03,2025-08-15,게임,"Dolorem veniam exercitationem error. Soluta officiis earum est porro sint.
Animi doloribus velit expedita veritatis debitis. Dicta aliquid excepturi facilis excepturi dolorum eum.",141,2026-01-18,https://img.example.com/thumb_30.jpg
31,31,391,2025-05-15,2025-07-08,기타,Officia fugiat fugiat repellat. Soluta laudantium cumque necessitatibus ex pariatur. Modi hic nobis aspernatur repellat aliquam expedita. Iure dolores sunt nulla.,133,2025-08-15,https://img.example.com/thumb_31.jpg
32,32,387,2025-05-01,2025-07-22,기술,Magnam qui accusamus quidem omnis veniam. Modi mollitia quam fugit. Consequuntur perspiciatis dicta beatae consequatur natus ullam. Cumque minima magnam praesentium laborum ad iure recusandae.,118,2025-08-21,https://img.example.com/thumb_32.jpg
33,33,459,2025-03-31,2025-06-24,게임,"Velit tempora a porro tempore corrupti voluptatibus. Aspernatur ducimus quis aliquam facilis. Consectetur rem repudiandae quisquam.
Corporis non ipsa.",111,2026-01-10,https://img.example.com/thumb_33.jpg
34,34,440,2025-05-29,2025-07-07,푸드,"Ipsam deserunt rerum aliquid possimus neque. Voluptatem animi qui.
Amet quidem commodi itaque inventore non. Eligendi vero voluptate.",184,2026-02-17,https://img.example.com/thumb_34.jpg
35,35,368,2025-04-29,2025-06-29,기타,"Eligendi aspernatur dolorem. Voluptatem deleniti sit sapiente.
Dolor eveniet sapiente aliquam. Eveniet nulla tempora molestiae.",138,2025-12-11,https://img.example.com/thumb_35.jpg
36,36,477,2025-04-22,2025-08-01,푸드,Itaque alias deserunt facilis similique earum. Ut saepe ea laudantium accusamus necessitatibus temporibus. Quo sed beatae necessitatibus.,113,2025-09-07,https://img.example.com/thumb_36.jpg
37,37,441,2025-03-25,2025-06-05,기술,"Alias sint minus suscipit aut. Aspernatur dolorem ex totam accusamus.
Natus fugiat aliquam quisquam ad ipsam. Corporis incidunt aspernatur odio itaque quas culpa sit.",189,2025-08-23,https://img.example.com/thumb_37.jpg
38,38,426,2025-03-11,2025-07-20,기타,Dolores eum explicabo quas vel doloribus. Culpa nobis possimus dolore ab dolorum modi. Veniam non eaque magnam. Voluptatem in a eos tempore similique porro.,58,2025-08-06,https://img.example.com/thumb_38.jpg
39,39,475,2025-03-05,2025-06-24,푸드,Sunt ad deleniti animi aspernatur quia. Reiciendis placeat praesentium ratione in quis voluptatem. Neque necessitatibus sit minima.,179,2025-12-21,https://img.example.com/thumb_39.jpg
40,40,444,2025-03-14,2025-07-13,게임,Qui dolorem sapiente repellendus. Expedita saepe quidem modi perferendis. Nemo inventore neque.,112,2026-04-18,https://img.example.com/thumb_40.jpg
41,41,418,2025-05-13,2025-06-24,푸드,Officiis provident impedit expedita inventore. Maxime accusamus magni tenetur odit omnis distinctio.,149,2026-04-26,https://img.example.com/thumb_41.jpg
42,42,425,2025-05-24,2025-06-09,기타,Molestiae eos fuga illum. Veniam labore iusto illo corporis optio. Est aspernatur tenetur nemo.,96,2025-12-20,https://img.example.com/thumb_42.jpg
43,43,370,2025-03-24,2025-06-02,게임,Commodi aliquam iste inventore rerum blanditiis fugiat. Iste a qui optio quas doloremque nam. Recusandae eum inventore neque quibusdam esse soluta quae.,146,2026-05-27,https://img.example.com/thumb_43.jpg
44,44,493,2025-04-06,2025-08-04,게임,Nesciunt enim sed. Veritatis adipisci officia cupiditate nobis dicta necessitatibus molestiae.,196,2026-01-29,https://img.example.com/thumb_44.jpg
45,45,448,2025-04-21,2025-07-06,푸드,"Molestiae earum consequatur asperiores consequatur doloribus tempore. Repellendus natus occaecati excepturi consequuntur.
Qui eligendi aut temporibus voluptate exercitationem aliquid.",115,2025-09-14,https://img.example.com/thumb_45.jpg
46,46,476,2025-03-31,2025-07-18,예술,Dolores nisi voluptatem quia. Consequuntur eaque provident pariatur voluptatibus eum tempore. Velit quo officiis ab consequatur quia.,68,2025-07-22,https://img.example.com/thumb_46.jpg
47,47,414,2025-03-05,2025-08-12,푸드,"Natus necessitatibus iste culpa.
Perspiciatis enim temporibus impedit. Non quaerat laborum porro aperiam beatae eaque.",189,2026-01-29,https://img.example.com/thumb_47.jpg
48,48,366,2025-03-11,2025-07-20,패션,Cum eligendi ipsa. Assumenda dolor tempore molestiae eos mollitia. Asperiores eaque mollitia quaerat nihil accusantium at reprehenderit.,198,2025-11-13,https://img.example.com/thumb_48.jpg
49,49,450,2025-04-02,2025-06-02,게임,"Distinctio iusto earum neque excepturi eum. Nam aperiam recusandae quis deleniti.
In neque omnis nemo. Officia quis tempore a asperiores earum nemo.",180,2026-03-16,https://img.example.com/thumb_49.jpg
50,50,377,2025-03-07,2025-06-28,예술,Pariatur dolorem optio velit. Reprehenderit quia similique dignissimos corporis exercitationem asperiores. Voluptatibus sed unde recusandae cum vitae suscipit.,113,2025-07-11,https://img.example.com/thumb_50.jpg
51,51,410,2025-04-27,2025-08-24,푸드,Asperiores officia rem nemo. Earum non ab omnis iusto necessitatibus. Distinctio exercitationem aspernatur labore. Consectetur doloribus esse quae accusantium dignissimos.,81,2025-10-30,https://img.example.com/thumb_51.jpg
52,52,433,2025-03-28,2025-08-29,푸드,"Illum iste perferendis laborum ex.
Velit eligendi aliquam labore reiciendis. At fugiat animi quo. Quisquam ducimus pariatur quisquam.",106,2025-12-21,https://img.example.com/thumb_52.jpg
53,53,498,2025-03-16,2025-08-14,기타,"Ea atque tenetur. Consequatur reprehenderit at at aperiam. Magni repudiandae ratione nisi.
Nisi expedita temporibus reiciendis.",135,2025-11-16,https://img.example.com/thumb_53.jpg
54,54,397,2025-04-08,2025-07-10,패션,"Praesentium minus quod odit ipsam nisi. Eum rerum ducimus ducimus enim dicta sequi.
Quia porro assumenda culpa explicabo quidem. Dolorem natus veritatis odio.",168,2025-10-02,https://img.example.com/thumb_54.jpg
55,55,456,2025-03-26,2025-06-05,기술,Vel temporibus quia sint deleniti occaecati. Numquam molestiae quo veniam soluta. Odit eveniet vel dolores ex. Repudiandae debitis perferendis sit voluptas provident optio.,113,2026-05-09,https://img.example.com/thumb_55.jpg
56,56,428,2025-05-29,2025-06-02,예술,"Dolores dignissimos porro minus. Possimus saepe explicabo suscipit. Dolorum ab vitae itaque magni.
Quo quia necessitatibus rerum et non.",184,2025-09-24,https://img.example.com/thumb_56.jpg
57,57,436,2025-04-02,2025-06-16,게임,"Quo ea assumenda libero sunt quas. Omnis nulla qui.
Corrupti quo facilis officiis molestias odit. Sunt quisquam nesciunt veniam.",124,2026-04-21,https://img.example.com/thumb_57.jpg
58,58,346,2025-03-08,2025-07-01,기타,"Ipsam dignissimos a ea aliquid adipisci. Cum vero laudantium veritatis.
Corporis nisi aut a necessitatibus perferendis quas. Illum natus dolor perspiciatis consequuntur fuga nisi.",189,2026-05-28,https://img.example.com/thumb_58.jpg
59,59,437,2025-05-03,2025-07-13,기술,Molestias non eum. Optio corporis officiis optio. Error suscipit provident corrupti fuga sed quae deserunt.,42,2025-08-05,https://img.example.com/thumb_59.jpg
60,60,385,2025-04-10,2025-06-12,예술,Minus voluptatem vel quia dignissimos. Blanditiis nisi rerum officiis. Dolores adipisci esse.,184,2026-04-05,https://img.example.com/thumb_60.jpg
61,61,461,2025-04-18,2025-06-02,예술,"Sequi ad id assumenda quia.
Adipisci sed alias iusto. Vero accusantium aliquam odio alias voluptatum rerum.",199,2026-01-21,https://img.example.com/thumb_61.jpg
62,62,469,2025-04-21,2025-07-14,기술,"Aperiam blanditiis temporibus praesentium impedit nostrum similique.
Animi accusantium sed praesentium consequatur quia. Iure cumque sequi.",88,2026-05-07,https://img.example.com/thumb_62.jpg
63,63,427,2025-04-23,2025-06-16,패션,Soluta ullam eum odio. Placeat velit eum alias.,92,2026-03-18,https://img.example.com/thumb_63.jpg
64,64,448,2025-04-07,2025-08-11,예술,"Unde eius eius voluptate maxime. Dolorum nam inventore corrupti ipsa eligendi incidunt. Et perspiciatis ipsam animi vero.
Et quis pariatur natus repudiandae fugit. Dicta vel vitae architecto aliquam.",81,2025-08-30,https://img.example.com/thumb_64.jpg
65,65,470,2025-03-26,2025-08-30,예술,"Quia aut qui ipsam explicabo ad praesentium. Incidunt nemo maxime exercitationem dolorum provident. Non officiis sit optio accusamus.
Hic nemo iste laudantium. Eos nemo voluptatibus a.",175,2026-05-21,https://img.example.com/thumb_65.jpg
66,66,447,2025-04-25,2025-08-03,기술,Est suscipit ipsam ratione repellat reiciendis. Placeat excepturi debitis laudantium.,127,2026-05-30,https://img.example.com/thumb_66.jpg
67,67,421,2025-03-17,2025-07-03,기타,"Eligendi pariatur sed excepturi dolore. Sint fugiat minus commodi voluptatibus eveniet.
Ullam tenetur voluptatem. Dolorem totam eum accusamus quo reiciendis odio laborum.",138,2025-12-12,https://img.example.com/thumb_67.jpg
68,68,413,2025-05-19,2025-07-14,패션,Aspernatur officiis voluptatibus voluptas ipsam laboriosam molestiae sint. Repellendus delectus iste perspiciatis sequi. Veritatis amet odit laudantium deleniti.,80,2026-03-15,https://img.example.com/thumb_68.jpg
69,69,454,2025-05-21,2025-07-31,예술,Impedit repellat enim vero ea expedita explicabo. Harum tempore ea neque molestias quos quae. Corrupti perferendis porro odit.,155,2025-07-05,https://img.example.com/thumb_69.jpg
70,70,413,2025-05-01,2025-08-02,기술,"Aperiam facere incidunt porro. Ipsam possimus dolor cumque vero.
Veritatis tempore repellat nemo ullam.
Perferendis nulla dolorum praesentium. Sint fugit architecto tempore ex rerum suscipit.",73,2025-11-24,https://img.example.com/thumb_70.jpg
71,71,445,2025-05-06,2025-07-21,기타,"A nam sunt nulla. Placeat facilis quas iure. Alias autem aperiam adipisci.
Odit fugit animi earum. Explicabo soluta nam velit atque. Alias alias molestiae aut.",184,2025-08-25,https://img.example.com/thumb_71.jpg
72,72,414,2025-03-17,2025-08-01,기타,Perferendis hic quae placeat nobis laudantium. Tempora aliquam accusantium debitis aliquam maiores. Error ex odit officiis in.,91,2026-05-22,https://img.example.com/thumb_72.jpg
73,73,444,2025-03-25,2025-08-19,게임,"Sed assumenda odit.
Quisquam ducimus inventore quas. Sapiente officiis voluptatum quibusdam reiciendis. Porro aliquam saepe in harum corporis.",121,2025-07-05,https://img.example.com/thumb_73.jpg
74,74,419,2025-05-09,2025-06-20,기타,Mollitia veritatis aspernatur et ad. Aut aut eos pariatur tempora delectus quam. Odio ab quasi soluta iure tempora perferendis.,156,2025-10-01,https://img.example.com/thumb_74.jpg
75,75,488,2025-05-15,2025-07-21,기타,"Nemo quis occaecati saepe. Expedita nulla non tenetur alias autem.
Blanditiis consectetur dolorem tenetur est quasi eius. Voluptas consequatur explicabo quam natus repudiandae minus cumque.",191,2026-05-31,https://img.example.com/thumb_75.jpg
76,76,386,2025-03-04,2025-08-20,기타,Illo odit consectetur qui animi iure. Excepturi earum dolore tempore nam. Modi ex et aliquid non odio deleniti.,169,2025-11-27,https://img.example.com/thumb_76.jpg
77,77,446,2025-05-09,2025-07-18,기타,"A in praesentium repellat eligendi nulla. Nam rerum odio velit commodi pariatur.
Nobis cupiditate nostrum fugit repellendus. Repellat tempora eius quas.",133,2025-12-16,https://img.example.com/thumb_77.jpg
78,78,454,2025-04-29,2025-06-04,푸드,"Necessitatibus laudantium nihil nihil.
Perferendis aperiam dolorum repellendus natus accusamus accusantium. Veritatis cum doloribus quia delectus nulla qui. Occaecati delectus atque harum aut.",105,2026-05-24,https://img.example.com/thumb_78.jpg
79,79,379,2025-04-25,2025-07-24,기술,Id sit exercitationem adipisci ipsa quae. At velit in nulla pariatur harum expedita.,129,2025-12-14,https://img.example.com/thumb_79.jpg
80,80,400,2025-03-14,2025-08-23,기타,"Culpa eum ut necessitatibus. Placeat minus aut voluptatem.
Architecto nihil culpa consequatur possimus repudiandae.
Quam reprehenderit labore. Eveniet rem quaerat officia. Quam dolorem odit quis.",117,2026-05-14,https://img.example.com/thumb_80.jpg
