setting_id,owner,language,sound_effects,background_music,auto_pass_priority,animation_speed,card_back_design,notification_friend_online,notification_tournament,privacy_level,timer_preference
52,52,한국어,False,아니오,False,빠름,7,True,True,친구만,114
53,53,일본어,True,예,False,느림,16,False,True,비공개,147
54,54,중국어,True,예,False,느림,20,False,True,비공개,142
55,55,일본어,True,예,False,빠름,20,True,True,비공개,140
56,56,일본어,True,예,False,빠름,4,False,True,친구만,87
57,57,중국어,True,예,False,느림,11,True,True,공개,103
58,58,영어,False,아니오,True,느림,9,True,True,공개,169
59,59,영어,True,아니오,False,빠름,4,False,True,공개,88
60,60,한국어,True,예,True,보통,15,False,True,공개,72
61,61,일본어,True,예,False,느림,20,False,False,공개,171
62,62,일본어,True,예,False,느림,17,False,True,친구만,164
63,63,중국어,True,아니오,False,보통,5,False,True,친구만,158
64,64,중국어,True,아니오,False,보통,10,False,True,비공개,76
65,65,중국어,True,아니오,False,느림,14,False,True,비공개,152
66,66,중국어,True,아니오,False,느림,2,True,True,친구만,162
67,67,영어,True,예,False,보통,20,True,True,친구만,157
68,68,영어,False,예,True,느림,8,True,True,비공개,46
69,69,한국어,True,예,False,보통,7,False,True,친구만,171
70,70,영어,True,예,False,느림,20,False,True,비공개,78
71,71,일본어,True,예,True,빠름,4,False,True,친구만,175
72,72,영어,True,예,False,빠름,5,True,True,비공개,76
73,73,중국어,False,예,False,보통,2,True,True,친구만,47
74,74,일본어,False,예,True,느림,20,True,True,친구만,173
75,75,영어,True,예,True,빠름,1,False,True,비공개,115
76,76,영어,False,아니오,True,보통,15,True,True,친구만,48
77,77,중국어,True,아니오,True,보통,12,True,True,친구만,175
78,78,영어,False,예,False,빠름,10,False,True,친구만,112
79,79,영어,True,예,False,빠름,10,True,False,공개,47
80,80,한국어,True,예,False,느림,18,False,False,공개,130
81,81,일본어,True,아니오,False,빠름,6,True,True,친구만,57
82,82,한국어,False,예,True,느림,1,True,True,비공개,69
83,83,중국어,False,예,False,보통,15,False,True,공개,98
84,84,한국어,True,예,False,보통,11,True,True,비공개,86
85,85,한국어,True,아니오,False,보통,18,True,True,친구만,152
86,86,중국어,True,예,False,느림,3,False,True,비공개,168
87,87,영어,True,예,False,느림,17,True,True,친구만,110
88,88,한국어,True,아니오,False,보통,11,True,True,공개,85
89,89,영어,False,아니오,True,빠름,15,True,True,공개,70
90,90,한국어,True,예,False,보통,16,True,True,공개,60
91,91,영어,True,예,False,느림,1,True,False,공개,159
92,92,일본어,True,예,False,보통,12,False,True,공개,70
93,93,중국어,True,예,True,빠름,18,True,True,친구만,71
94,94,영어,True,예,False,빠름,2,True,True,공개,166
95,95,한국어,True,아니오,False,보통,11,True,True,친구만,141
96,96,영어,True,예,False,느림,19,False,True,친구만,56
97,97,영어,True,아니오,False,느림,8,True,True,공개,171
98,98,한국어,True,예,True,느림,20,False,True,친구만,46
99,99,중국어,True,예,True,빠름,15,True,True,비공개,32
100,100,한국어,True,예,False,보통,2,True,True,공개,35
101,101,일본어,True,예,False,빠름,2,False,True,친구만,155
102,102,중국어,False,예,False,보통,1,True,True,공개,36
103,103,영어,True,예,False,보통,8,False,True,비공개,108
104,104,한국어,True,예,True,빠름,1,False,True,친구만,158
105,105,중국어,True,아니오,False,느림,5,True,True,비공개,175
106,106,일본어,True,아니오,True,빠름,18,True,True,비공개,53
107,107,영어,True,예,True,보통,11,True,True,공개,154
108,108,중국어,True,예,False,느림,8,False,True,공개,84
109,109,영어,True,예,True,빠름,17,True,True,비공개,37
110,110,영어,False,예,True,보통,3,False,True,공개,123
111,111,일본어,True,예,True,느림,18,False,True,친구만,133
112,112,영어,True,예,False,빠름,4,True,True,비공개,38
113,113,한국어,True,예,True,빠름,5,False,True,공개,163
114,114,중국어,True,아니오,False,느림,9,True,True,공개,47
115,115,중국어,True,예,True,빠름,20,True,True,친구만,33
116,116,영어,False,예,True,보통,20,True,True,공개,122
117,117,영어,True,예,True,보통,9,True,False,친구만,40
118,118,한국어,True,예,True,느림,2,True,True,공개,115
119,119,일본어,True,아니오,False,빠름,12,True,True,공개,68
120,120,영어,False,아니오,False,보통,10,False,True,비공개,46
121,121,중국어,True,예,True,빠름,6,False,True,공개,157
122,122,중국어,True,예,False,빠름,1,False,True,비공개,60
123,123,한국어,True,예,True,보통,12,True,True,비공개,41
124,124,일본어,True,예,False,빠름,9,True,True,비공개,144
125,125,중국어,True,예,True,보통,5,False,True,공개,152
126,126,한국어,True,예,False,느림,5,True,True,비공개,144
127,127,영어,True,예,True,느림,12,True,True,비공개,142
128,128,중국어,True,예,False,보통,5,True,True,비공개,68
129,129,중국어,False,예,False,느림,11,True,True,비공개,138
130,130,중국어,True,아니오,False,빠름,17,True,True,비공개,60
131,131,영어,True,예,False,보통,13,True,True,공개,103
132,132,일본어,True,예,False,느림,5,False,True,공개,144
133,133,중국어,False,예,True,보통,2,True,True,비공개,153
134,134,중국어,True,예,True,보통,12,False,True,공개,125
135,135,중국어,True,예,False,빠름,20,False,True,친구만,177
136,136,영어,True,아니오,False,느림,11,False,False,공개,87
137,137,중국어,True,예,True,빠름,4,True,True,비공개,128
138,138,중국어,False,아니오,False,보통,1,True,True,비공개,41
139,139,중국어,True,아니오,False,보통,17,True,True,비공개,64
140,140,중국어,True,예,False,보통,20,False,True,친구만,43
141,141,한국어,False,예,False,보통,12,False,False,공개,96
142,142,영어,True,아니오,True,보통,4,True,True,비공개,44
143,143,한국어,True,예,False,빠름,5,False,True,친구만,56
144,144,한국어,True,예,False,보통,9,False,True,비공개,62
145,145,일본어,True,아니오,True,빠름,7,False,True,친구만,111
146,146,한국어,True,예,True,보통,18,False,True,비공개,80
147,147,일본어,True,아니오,True,보통,7,False,False,공개,63
148,148,중국어,False,예,False,느림,10,True,True,비공개,119
149,149,중국어,True,아니오,False,느림,10,True,True,친구만,128
150,150,한국어,False,아니오,True,빠름,12,False,True,비공개,174
151,151,중국어,True,아니오,False,느림,18,False,True,친구만,84
152,152,일본어,True,아니오,False,느림,3,False,True,비공개,102
153,153,중국어,True,예,True,빠름,6,False,True,공개,38
154,154,한국어,True,예,True,빠름,14,True,True,친구만,162
155,155,한국어,True,예,True,빠름,12,True,False,비공개,42
156,156,영어,True,예,False,빠름,7,True,True,비공개,144
157,157,영어,True,예,True,느림,10,True,True,비공개,173
158,158,한국어,True,예,False,보통,12,True,False,공개,113
159,159,한국어,True,예,True,느림,7,True,True,친구만,67
160,160,일본어,True,아니오,False,보통,6,True,True,비공개,52
161,161,한국어,True,아니오,False,빠름,18,True,True,공개,172
162,162,일본어,True,예,True,느림,11,True,True,친구만,45
163,163,한국어,True,예,False,보통,3,True,True,공개,62
164,164,중국어,True,예,False,보통,10,False,True,공개,118
165,165,영어,True,예,True,느림,11,True,True,비공개,38
166,166,한국어,True,아니오,True,빠름,7,True,True,친구만,107
167,167,일본어,True,예,False,보통,8,True,True,공개,98
168,168,영어,False,아니오,False,빠름,11,False,True,친구만,144
169,169,한국어,True,예,True,느림,19,True,True,공개,79
170,170,한국어,False,예,False,빠름,13,True,True,비공개,95
171,171,한국어,True,아니오,False,빠름,2,False,True,비공개,161
172,172,일본어,True,예,False,보통,2,True,True,비공개,70
173,173,일본어,True,예,True,보통,1,False,True,친구만,33
174,174,중국어,True,아니오,True,느림,14,False,True,친구만,68
175,175,영어,False,아니오,False,빠름,9,True,True,비공개,146
176,176,중국어,True,예,False,보통,14,True,True,친구만,31
177,177,일본어,True,아니오,False,느림,2,False,True,친구만,144
178,178,영어,False,예,True,빠름,18,False,True,공개,171
179,179,일본어,False,예,False,보통,7,True,True,친구만,105
180,180,영어,False,예,True,보통,15,False,True,친구만,100
181,181,한국어,True,아니오,True,빠름,12,True,True,친구만,110
182,182,한국어,True,아니오,False,느림,11,True,True,비공개,95
183,183,일본어,True,예,False,느림,11,True,False,비공개,35
184,184,중국어,True,아니오,False,보통,18,True,True,비공개,166
185,185,영어,True,예,True,느림,4,True,True,친구만,59
186,186,중국어,False,아니오,True,빠름,11,False,True,공개,115
187,187,한국어,False,예,False,보통,11,True,True,친구만,144
188,188,일본어,True,아니오,False,느림,12,True,False,공개,102
189,189,한국어,True,예,True,느림,7,True,True,비공개,122
190,190,중국어,True,예,True,빠름,17,False,True,공개,62
191,191,중국어,True,예,True,느림,10,False,True,비공개,90
192,192,한국어,True,예,True,보통,19,True,True,비공개,117
193,193,중국어,True,아니오,False,느림,18,True,True,공개,101
194,194,영어,True,예,False,느림,20,True,True,친구만,68
195,195,중국어,True,예,True,느림,15,False,True,공개,89
196,196,영어,False,예,True,보통,15,True,True,친구만,99
197,197,중국어,True,아니오,False,느림,17,True,True,비공개,47
198,198,중국어,False,예,False,느림,15,True,False,친구만,116
199,199,중국어,True,예,False,느림,19,True,True,공개,102
200,200,일본어,False,아니오,False,느림,13,False,False,공개,45
201,201,한국어,False,아니오,True,보통,18,True,True,친구만,48
202,202,중국어,True,예,True,느림,1,True,True,친구만,144
203,203,영어,True,아니오,True,빠름,11,True,False,비공개,132
204,204,중국어,True,예,True,보통,4,False,True,친구만,170
205,205,한국어,True,예,False,느림,1,True,True,공개,159
206,206,영어,True,아니오,False,느림,12,True,True,비공개,75
207,207,영어,True,아니오,False,느림,1,False,True,비공개,135
208,208,일본어,True,아니오,True,느림,16,True,True,비공개,43
209,209,중국어,False,아니오,False,느림,13,True,True,비공개,87
210,210,한국어,True,아니오,False,빠름,2,False,True,비공개,110
211,211,영어,True,예,False,느림,15,True,True,친구만,109
212,212,한국어,True,예,False,보통,17,True,True,공개,91
213,213,중국어,True,아니오,False,느림,3,False,True,비공개,166
214,214,한국어,True,예,True,빠름,4,True,True,비공개,80
215,215,중국어,True,예,True,보통,15,False,True,비공개,55
216,216,한국어,True,아니오,False,보통,14,False,True,친구만,172
217,217,중국어,True,예,False,보통,15,True,True,비공개,130
218,218,영어,True,아니오,True,빠름,6,True,True,비공개,46
219,219,한국어,True,예,True,느림,11,True,True,공개,53
220,220,한국어,False,아니오,False,빠름,16,False,True,친구만,165
221,221,중국어,True,예,True,빠름,6,True,True,비공개,41
222,222,영어,False,예,False,보통,11,True,True,공개,103
223,223,영어,True,예,False,느림,18,False,True,공개,162
224,224,한국어,True,예,False,느림,1,False,True,공개,94
225,225,일본어,False,예,False,보통,7,True,True,친구만,98
226,226,영어,False,예,True,빠름,12,False,True,공개,83
227,227,일본어,False,예,False,보통,7,True,True,공개,128
228,228,영어,True,예,True,보통,9,False,True,공개,155
229,229,한국어,True,예,False,보통,1,True,True,친구만,74
230,230,영어,True,예,False,보통,15,True,True,공개,111
231,231,중국어,True,예,False,느림,15,False,True,비공개,138
232,232,중국어,True,예,False,느림,6,True,True,친구만,34
233,233,일본어,True,아니오,False,빠름,4,False,True,비공개,122
234,234,중국어,True,예,True,보통,4,True,True,비공개,171
235,235,영어,False,예,True,빠름,16,False,True,친구만,142
236,236,중국어,True,예,False,느림,17,False,True,비공개,118
237,237,영어,False,예,False,느림,14,True,True,공개,167
238,238,일본어,True,아니오,False,빠름,3,True,True,친구만,140
239,239,중국어,False,예,False,보통,20,True,True,공개,174
240,240,영어,True,아니오,True,빠름,10,True,True,공개,37
241,241,일본어,False,예,True,느림,2,True,True,친구만,131
242,242,일본어,True,예,False,빠름,7,False,True,친구만,129
243,243,영어,True,예,False,느림,2,True,True,공개,107
244,244,영어,True,예,True,보통,3,True,True,공개,135
245,245,중국어,True,아니오,False,보통,5,True,True,공개,114
246,246,한국어,False,아니오,False,느림,17,True,True,친구만,147
247,247,한국어,True,아니오,False,보통,13,True,True,공개,38
248,248,중국어,True,예,False,빠름,2,False,True,공개,176
249,249,중국어,True,아니오,False,보통,7,False,True,친구만,130
250,250,한국어,True,아니오,False,느림,2,True,True,공개,146
251,251,한국어,True,아니오,True,보통,2,True,True,비공개,169
252,252,한국어,True,예,True,느림,18,True,True,비공개,145
253,253,영어,True,예,False,빠름,6,False,True,공개,160
254,254,한국어,True,예,True,느림,3,True,True,친구만,171
255,255,한국어,True,예,False,느림,12,True,True,공개,37
256,256,한국어,True,예,False,빠름,9,False,True,비공개,157
257,257,한국어,True,아니오,False,보통,1,True,True,공개,110
258,258,한국어,True,예,False,빠름,3,True,True,친구만,101
259,259,일본어,True,예,True,느림,7,True,True,비공개,76
260,260,영어,True,아니오,True,보통,17,False,True,친구만,153
261,261,한국어,False,예,True,느림,9,True,True,공개,117
262,262,영어,True,예,True,빠름,12,False,True,비공개,163
263,263,한국어,True,예,True,보통,20,True,True,친구만,159
264,264,중국어,False,예,True,느림,19,False,True,공개,54
265,265,중국어,True,예,False,빠름,9,True,True,친구만,90
266,266,한국어,True,아니오,False,보통,11,True,True,비공개,45
267,267,일본어,False,아니오,True,보통,11,False,True,친구만,60
268,268,영어,True,예,False,느림,9,True,True,친구만,44
269,269,한국어,True,아니오,True,느림,3,False,True,친구만,167
270,270,일본어,False,예,False,빠름,12,True,True,공개,118
271,271,영어,True,예,True,빠름,13,True,False,공개,112
272,272,중국어,True,예,False,빠름,12,False,True,공개,144
273,273,일본어,False,아니오,False,느림,16,False,True,비공개,116
274,274,한국어,False,아니오,False,느림,15,False,True,친구만,105
275,275,중국어,True,예,True,느림,3,True,True,공개,78
276,276,중국어,False,예,False,빠름,20,False,False,친구만,173
277,277,중국어,True,아니오,False,보통,14,True,True,친구만,163
278,278,중국어,False,아니오,True,빠름,10,False,True,친구만,161
279,279,일본어,True,예,False,빠름,19,True,False,친구만,38
280,280,일본어,True,예,True,빠름,18,False,True,비공개,130
281,281,일본어,True,예,True,느림,1,True,True,친구만,77
282,282,영어,True,예,False,빠름,20,False,True,공개,158
283,283,한국어,True,예,False,느림,7,True,True,공개,172
284,284,한국어,False,예,True,느림,20,True,True,친구만,127
285,285,중국어,False,아니오,False,느림,13,False,False,비공개,52
286,286,영어,False,예,False,보통,5,True,True,공개,143
287,287,중국어,True,아니오,True,느림,5,False,True,친구만,96
288,288,일본어,True,예,False,보통,7,True,True,공개,49
289,289,영어,True,예,False,보통,13,False,True,비공개,80
290,290,한국어,True,예,True,빠름,19,True,True,친구만,108
291,291,중국어,True,예,False,보통,20,True,True,공개,103
292,292,중국어,True,아니오,False,느림,20,True,True,비공개,143
293,293,중국어,True,예,True,빠름,18,False,True,친구만,157
294,294,한국어,True,아니오,False,빠름,13,False,False,친구만,36
295,295,일본어,False,아니오,False,빠름,20,True,True,비공개,151
296,296,영어,True,아니오,False,빠름,14,True,True,공개,55
297,297,중국어,True,아니오,False,보통,14,False,True,친구만,159
298,298,영어,True,예,True,보통,10,False,True,친구만,37
299,299,중국어,False,아니오,False,빠름,8,False,False,친구만,62
300,300,영어,True,예,True,보통,14,False,True,친구만,36
